,Endo_id,cell_id,cell_name,Hormone_id,Hormone
1526,ENR00936,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00139,AGRP
1527,ENR00936,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00164,NPY
1528,ENR00936,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00414,POMC
1529,ENR00936,ENC00053,pituitary_gland_of_diencephalon,ENH00111,PRL
1530,ENR00936,ENC00361,hypothalamus,ENH00117,GH
1531,ENR00939,ENC00361,hypothalamus,ENH00117,GH
1532,ENR00939,ENC00361,hypothalamus,ENH00158,orexin-A
1533,ENR00941,ENC00163,isocortex,empty0,empty0
1534,ENR00941,ENC00181,cerebellar_cortex,empty0,empty0
1535,ENR00941,ENC00182,amygdaloid_body,empty0,empty0
1536,ENR00941,ENC00097,ovary,empty0,empty0
1537,ENR00941,ENC00037,cell_of_endometrium_of_uterus,empty0,empty0
1538,ENR00941,ENC00125,skin,empty0,empty0
1539,ENR00941,ENC00053,pituitary_gland_of_diencephalon,empty0,empty0
1540,ENR00941,ENC00183,brain_stem,empty0,empty0
1541,ENR00941,ENC00140,testis,empty0,empty0
1542,ENR00941,ENC00157,cell_of_adrenal_gland_zona_reticularis,empty0,empty0
1543,ENR00941,ENC00169,cell_of_adrenal_gland_zona_fasciculata,empty0,empty0
1544,ENR00941,ENC00213,epidermis,empty0,empty0
1545,ENR00941,ENC00210,hair_follicle,ENH00019,cortisol
1546,ENR00941,ENC00212,sebaceous_glands,empty0,empty0
1547,ENR00941,ENC00447,eccrine_gland,empty0,empty0
1548,ENR00941,ENC00448,epithelial_hair_matrix_cell,empty0,empty0
1549,ENR00941,ENC00050,hippocampus,empty0,empty0
1550,ENR00941,ENC00134,substantia_nigra,empty0,empty0
1551,ENR00941,ENC00413,thalamus,empty0,empty0
1552,ENR00941,ENC00048,heart,empty0,empty0
1553,ENR00941,ENC00074,lung,empty0,empty0
1554,ENR00941,ENC00122,skeleton_muscle,empty0,empty0
1555,ENR00941,ENC00132,stomach,empty0,empty0
1556,ENR00941,ENC00063,kidney,empty0,empty0
1557,ENR00941,ENC00112,placenta,empty0,empty0
1558,ENR00941,ENC00078,mast_cell,ENH00219,histamine
1559,ENR00941,ENC00078,mast_cell,ENH00231,VEGF-165
1560,ENR00941,ENC00009,adrenal_gland,empty0,empty0
1561,ENR00941,ENC00027,central_nerve_system_element,empty0,empty0
1562,ENR00941,ENC00178,cell_of_intermediate_pituitary,empty0,empty0
1563,ENR00941,ENC00020,brain,ENH00119,antidiuretic hormone
1564,ENR00941,ENC00025,paraventricular_nucleus_of_hypothalamus,ENH00064,CRH
1565,ENR00942,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENH00038,LH
1566,ENR00942,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENH00074,FSH
1567,ENR00942,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENH00774,secretoneurin
1568,ENR00942,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENH00773,secretogranin-2
1569,ENR00942,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENH00074,FSH
1570,ENR00942,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENH00771,chromogranin A
1571,ENR00956,ENC00174,beta_cell_of_islet_of_Langerhans,ENH00096,insulin
1572,ENR00957,ENC00102,pancreas,empty0,empty0
1573,ENR00957,ENC00132,stomach,ENH00150,GRP
1574,ENR00957,ENC00007,adrenal_cortex,empty0,empty0
1575,ENR00957,ENC00284,astrocyte,empty0,empty0
1576,ENR00957,ENC00184,colon,empty0,empty0
1577,ENR00957,ENC00414,oesophagus,empty0,empty0
1578,ENR00957,ENC00405,ileum,empty0,empty0
1579,ENR00957,ENC00415,rectum,empty0,empty0
1580,ENR00957,ENC00416,caecum,empty0,empty0
1581,ENR00957,ENC00035,duodenum,empty0,empty0
1582,ENR00957,ENC00182,amygdaloid_body,empty0,empty0
1583,ENR00958,ENC00364,bronchial_epithelial_cell,empty0,empty0
1584,ENR00958,ENC00365,digestive_system,empty0,empty0
1585,ENR00958,ENC00027,central_nerve_system_element,empty0,empty0
1586,ENR00958,ENC00177,basophil_thyrotroph_cell_of_anterior_pituitary,ENH00121,TSH
1587,ENR00959,ENC00074,lung,empty0,empty0
1588,ENR00959,ENC00207,blood_vessel,empty0,empty0
1589,ENR00959,ENC00259,cardiac_myocyte,empty0,empty0
1590,ENR00959,ENC00260,endocardium,empty0,empty0
1591,ENR00959,ENC00261,juxtaglomerular_apparatus,empty0,empty0
1592,ENR00959,ENC00041,mucosa_of_gastric_wall,empty0,empty0
1593,ENR00959,ENC00067,Leydig_cell_of_testis,empty0,empty0
1594,ENR00959,ENC00157,cell_of_adrenal_gland_zona_reticularis,empty0,empty0
1595,ENR00959,ENC00062,pancreatic_islets,empty0,empty0
1596,ENR00959,ENC00093,osteoblast,empty0,empty0
1597,ENR00959,ENC00460,alveolar_macrophage,empty0,empty0
1598,ENR00960,ENC00093,osteoblast,ENH00165,interleukin 6
1599,ENR00960,ENC00093,osteoblast,ENH00338,PGE2
1600,ENR00960,ENC00093,osteoblast,ENH00346,PGI2
1601,ENR00962,ENC00189,arcuate_nucleus_of_hypothalamus,empty0,empty0
1602,ENR00962,ENC00361,hypothalamus,ENH00117,GH
1603,ENR00965,ENC00157,cell_of_adrenal_gland_zona_reticularis,empty0,empty0
1604,ENR00965,ENC00169,cell_of_adrenal_gland_zona_fasciculata,empty0,empty0
1605,ENR00965,ENC00048,heart,empty0,empty0
1606,ENR00965,ENC00074,lung,empty0,empty0
1607,ENR00965,ENC00122,skeleton_muscle,empty0,empty0
1608,ENR00965,ENC00132,stomach,empty0,empty0
1609,ENR00965,ENC00112,placenta,empty0,empty0
1610,ENR00965,ENC00053,pituitary_gland_of_diencephalon,ENH00118,ACTH
1611,ENR00965,ENC00050,hippocampus,empty0,empty0
1612,ENR00965,ENC00582,ventromedial_nucleus_of_hypothalamus,ENH00096,insulin
1613,ENR00970,ENC00177,basophil_thyrotroph_cell_of_anterior_pituitary,empty0,empty0
1614,ENR00970,ENC00145,thyroid_gland,ENH00123,T4
1615,ENR00970,ENC00145,thyroid_gland,ENH00056,T3
1616,ENR00970,ENC00313,chondroblast,empty0,empty0
1617,ENR00970,ENC00314,chondroclast,empty0,empty0
1618,ENR00972,ENC00361,hypothalamus,empty0,empty0
1619,ENR00972,ENC00322,adenohypophysis,empty0,empty0
1620,ENR00976,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00134,GnRH-I
1621,ENR00976,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00686,metastin
1622,ENR00976,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENH00074,FSH
1623,ENR00977,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENH00038,LH
1624,ENR00978,ENC00174,beta_cell_of_islet_of_Langerhans,ENH00096,insulin
1625,ENR00979,ENC00037,cell_of_endometrium_of_uterus,ENH00218,IL-1 beta
1626,ENR00979,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00156,alpha-MSH
1627,ENR00979,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00139,AGRP
1628,ENR00979,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00164,NPY
1629,ENR00979,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00414,POMC
1630,ENR00979,ENC00189,arcuate_nucleus_of_hypothalamus,ENH00134,GnRH-I
1631,ENR00979,ENC00002,acidophil_somatotroph_cell_of_anterior_pituitary,ENH00117,GH
1632,ENR00979,ENC00005,adipose_tissue,ENH00160,leptin
1633,ENR00979,ENC00005,adipose_tissue,ENH00096,insulin
1634,ENR00979,ENC00025,paraventricular_nucleus_of_hypothalamus,ENH00122,TRH
1635,ENR00979,ENC00025,paraventricular_nucleus_of_hypothalamus,ENH00064,CRH
1636,ENR00979,ENC00025,paraventricular_nucleus_of_hypothalamus,ENH00043,norepinephrine
1637,ENR00979,ENC00044,granulosa_cell,empty0,empty0
1638,ENR00979,ENC00143,theca_cell,empty0,empty0
1639,ENR00979,ENC00542,preadipocyte,ENH00231,VEGF-165
1640,ENR00979,ENC00122,skeleton_muscle,empty0,empty0
1641,ENR00979,ENC00102,pancreas,ENH00096,insulin
1642,ENR00979,ENC00048,heart,empty0,empty0
1643,ENR00979,ENC00063,kidney,empty0,empty0
1644,ENR00979,ENC00384,peritoneal_mesothelial_cell,ENH00212,TGF-beta 1
1645,ENR00979,ENC00112,placenta,empty0,empty0
1646,ENR00979,ENC00287,T-lymphocyte,empty0,empty0
1647,ENR00979,ENC00004,fat_cell,empty0,empty0
1648,ENR00979,ENC00249,hepatocyte,empty0,empty0
1649,ENR00982,ENC00025,paraventricular_nucleus_of_hypothalamus,ENH00122,TRH
1650,ENR00982,ENC00020,brain,empty0,empty0
1651,ENR00982,ENC00074,lung,empty0,empty0
1652,ENR00982,ENC00250,chondrocyte,empty0,empty0
1653,ENR00982,ENC00093,osteoblast,empty0,empty0
1654,ENR00982,ENC00249,hepatocyte,ENH00547,APOA5
1655,ENR00982,ENC00216,macrophage,empty0,empty0
1656,ENR00983,ENC00250,chondrocyte,empty0,empty0
1657,ENR00983,ENC00093,osteoblast,empty0,empty0
1658,ENR00983,ENC00216,macrophage,empty0,empty0
1659,ENR00984,ENC00025,paraventricular_nucleus_of_hypothalamus,ENH00122,TRH
1660,ENR00984,ENC00025,paraventricular_nucleus_of_hypothalamus,ENH00098,Oxytocin-Neurophysin 1
1661,ENR00984,ENC00025,paraventricular_nucleus_of_hypothalamus,ENH00119,antidiuretic hormone
1662,ENR00984,ENC00250,chondrocyte,empty0,empty0
1663,ENR00984,ENC00093,osteoblast,empty0,empty0
1664,ENR00984,ENC00216,macrophage,empty0,empty0
1665,ENR00985,ENC00005,adipose_tissue,ENH00160,leptin
1666,ENR00985,ENC00360,neuron,empty0,empty0
1667,ENR00985,ENC00405,ileum,empty0,empty0
1668,ENR00985,ENC00127,small_intestine,empty0,empty0
1669,ENR00986,ENC00009,adrenal_gland,empty0,empty0
1670,ENR00986,ENC00050,hippocampus,empty0,empty0
1671,ENR00986,ENC00102,pancreas,empty0,empty0
1672,ENR00986,ENC00127,small_intestine,empty0,empty0
1673,ENR00986,ENC00140,testis,empty0,empty0
1674,ENR00986,ENC00145,thyroid_gland,empty0,empty0
1675,ENR00986,ENC00122,skeleton_muscle,empty0,empty0
1676,ENR00987,ENC00130,spleen,empty0,empty0
1677,ENR00987,ENC00048,heart,empty0,empty0
1678,ENR00987,ENC00011,adrenal_medulla,empty0,empty0
1679,ENR00987,ENC00539,dentate_gyrus_of_hippocampus,empty0,empty0
1680,ENR00987,ENC00413,thalamus,empty0,empty0
1681,ENR00987,ENC00361,hypothalamus,empty0,empty0
1682,ENR00987,ENC00050,hippocampus,empty0,empty0
1683,ENR00988,ENC00074,lung,empty0,empty0
1684,ENR00989,ENC00074,lung,empty0,empty0
1685,ENR00989,ENC00249,hepatocyte,empty0,empty0
1686,ENR00991,ENC00063,kidney,empty0,empty0
1687,ENR00991,ENC00074,lung,empty0,empty0
1688,ENR00991,ENC00020,brain,empty0,empty0
1689,ENR00991,ENC00048,heart,empty0,empty0
1690,ENR00991,ENC00216,macrophage,empty0,empty0
1691,ENR00991,ENC00122,skeleton_muscle,empty0,empty0
1692,ENR00991,ENC00217,neutrophil_granulocyte,empty0,empty0
1693,ENR00991,ENC00218,nasal_mucosa,empty0,empty0
1694,ENR00991,ENC00219,eosinophil_granulocyte,empty0,empty0
1695,ENR00992,ENC00176,basophil_corticotroph_cell_of_anterior_pituitary,empty0,empty0
1696,ENR00993,ENC00002,acidophil_somatotroph_cell_of_anterior_pituitary,empty0,empty0
1697,ENR00993,ENC00191,lateral_hypothalamic_area,ENH00159,orexin-B
1698,ENR00993,ENC00191,lateral_hypothalamic_area,ENH00158,orexin-A
1699,ENR00994,ENC00025,paraventricular_nucleus_of_hypothalamus,empty0,empty0
1700,ENR00994,ENC00220,periventricular_nucleus_of_hypothalamus,empty0,empty0
1701,ENR00994,ENC00191,lateral_hypothalamic_area,empty0,empty0
1702,ENR00998,ENC00078,mast_cell,empty0,empty0
1703,ENR00998,ENC00248,leukocyte,empty0,empty0
1704,ENR00998,ENC00018,bone_marrow,empty0,empty0
1705,ENR00998,ENC00219,eosinophil_granulocyte,empty0,empty0
1706,ENR00998,ENC00217,neutrophil_granulocyte,empty0,empty0
1707,ENR00998,ENC00228,dendritic_cell_in_lymphoid_tissues,empty0,empty0
1708,ENR00998,ENC00251,basophil_granulocyte,empty0,empty0
1709,ENR00998,ENC00088,nerve,empty0,empty0
1710,ENR00998,ENC00249,hepatocyte,empty0,empty0
1711,ENR00998,ENC00130,spleen,empty0,empty0
1712,ENR00998,ENC00144,thymus,empty0,empty0
1713,ENR00998,ENC00074,lung,empty0,empty0
1714,ENR00998,ENC00127,small_intestine,empty0,empty0
1715,ENR00998,ENC00184,colon,empty0,empty0
1716,ENR00998,ENC00048,heart,empty0,empty0
1717,ENR00998,ENC00287,T-lymphocyte,empty0,empty0
1718,ENR00999,ENC00096,osteoclast,empty0,empty0
1719,ENR00999,ENC00063,kidney,ENH00016,calcitriol
1720,ENR00999,ENC00093,osteoblast,ENH00409,RANKL
1721,ENR00999,ENC00093,osteoblast,ENH00306,M-CSF
1722,ENR00999,ENC00093,osteoblast,ENH00165,interleukin 6
1723,ENR00999,ENC00093,osteoblast,ENH00315,amphiregulin
1724,ENR00999,ENC00318,hematopoietic_stem_cell,ENH00409,RANKL
1725,ENR00999,ENC00320,stromal_cell_of_bone_marrow,ENH00409,RANKL
1726,ENR00999,ENC00320,stromal_cell_of_bone_marrow,ENH00306,M-CSF
1727,ENR00999,ENC00250,chondrocyte,empty0,empty0
1728,ENR01002,ENC00115,prostate,ENH00965,free PSA
1729,ENR01003,ENC00005,adipose_tissue,empty0,empty0
1730,ENR01004,ENC00309,duodenal_enterocyte,empty0,empty0
1731,ENR01004,ENC00216,macrophage,empty0,empty0
1732,ENR01004,ENC00249,hepatocyte,empty0,empty0
1733,ENR01004,ENC00273,Kupffer_cell_stellate_cell_of_liver,empty0,empty0
1734,ENR01004,ENC00112,placenta,empty0,empty0
1735,ENR01005,ENC00249,hepatocyte,ENH00361,hepcidin
1736,ENR01005,ENC00035,duodenum,empty0,empty0
1737,ENR01005,ENC00013,platelet,empty0,empty0
1738,ENR01006,ENC00234,bronchi,ENH00235,IL-8
1739,ENR01006,ENC00234,bronchi,ENH00279,GROalpha
1740,ENR01007,ENC00137,cell_of_syncytiotrophoblast,empty0,empty0
1741,ENR01007,ENC00249,hepatocyte,empty0,empty0
1742,ENR01008,ENC00128,smooth_muscle,empty0,empty0
1743,ENR01008,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
1744,ENR01008,ENC00086,cardiac_muscle,empty0,empty0
1745,ENR01009,ENC00219,eosinophil_granulocyte,empty0,empty0
1746,ENR01009,ENC00305,myelocyte,empty0,empty0
1747,ENR01011,ENC00318,hematopoietic_stem_cell,empty0,empty0
1748,ENR01012,ENC00050,hippocampus,ENH00226,acetylcholine
1749,ENR01012,ENC00050,hippocampus,ENH00043,norepinephrine
1750,ENR01012,ENC00182,amygdaloid_body,ENH00246,GABA
1751,ENR01012,ENC00275,frontal_lobe,ENH00226,acetylcholine
1752,ENR01012,ENC00275,frontal_lobe,ENH00063,cholecystokinin
1753,ENR01012,ENC00386,area_postrema_of_pons,empty0,empty0
1754,ENR01012,ENC00425,glial_cell_of_peripheral_nervous_system,empty0,empty0
1755,ENR01012,ENC00161,nucleus_accumbens,ENH00021,dopamine
1756,ENR01013,ENC00096,osteoclast,empty0,empty0
1757,ENR01013,ENC00216,macrophage,empty0,empty0
1758,ENR01017,ENC00222,keratinocyte,empty0,empty0
1759,ENR01017,ENC00102,pancreas,empty0,empty0
1760,ENR01017,ENC00074,lung,empty0,empty0
1761,ENR01018,ENC00013,platelet,empty0,empty0
1762,ENR01018,ENC00247,monocyte,empty0,empty0
1763,ENR01018,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
1764,ENR01018,ENC00066,cytotrophoblast,empty0,empty0
1765,ENR01018,ENC00112,placenta,empty0,empty0
1766,ENR01018,ENC00122,skeleton_muscle,empty0,empty0
1767,ENR01018,ENC00004,fat_cell,empty0,empty0
1768,ENR01018,ENC00018,bone_marrow,empty0,empty0
1769,ENR01018,ENC00207,blood_vessel,empty0,empty0
1770,ENR01018,ENC00037,cell_of_endometrium_of_uterus,empty0,empty0
1771,ENR01018,ENC00005,adipose_tissue,empty0,empty0
1772,ENR01019,ENC00074,lung,empty0,empty0
1773,ENR01019,ENC00184,colon,empty0,empty0
1774,ENR01019,ENC00018,bone_marrow,empty0,empty0
1775,ENR01019,ENC00020,brain,empty0,empty0
1776,ENR01019,ENC00306,lymph_node,empty0,empty0
1777,ENR01019,ENC00097,ovary,empty0,empty0
1778,ENR01019,ENC00112,placenta,empty0,empty0
1779,ENR01019,ENC00115,prostate,empty0,empty0
1780,ENR01019,ENC00125,skin,empty0,empty0
1781,ENR01020,ENC00344,cervix_of_uterus,empty0,empty0
1782,ENR01020,ENC00184,colon,empty0,empty0
1783,ENR01020,ENC00127,small_intestine,empty0,empty0
1784,ENR01020,ENC00244,epithelial_cell,empty0,empty0
1785,ENR01020,ENC00132,stomach,empty0,empty0
1786,ENR01022,ENC00222,keratinocyte,empty0,empty0
1787,ENR01022,ENC00247,monocyte,empty0,empty0
1788,ENR01024,ENC00112,placenta,empty0,empty0
1789,ENR01024,ENC00122,skeleton_muscle,empty0,empty0
1790,ENR01024,ENC00283,fibroblast,empty0,empty0
1791,ENR01024,ENC00379,propria_mucosa_of_bronchus,empty0,empty0
1792,ENR01025,ENC00125,skin,empty0,empty0
1793,ENR01025,ENC00283,fibroblast,empty0,empty0
1794,ENR01025,ENC00048,heart,empty0,empty0
1795,ENR01025,ENC00249,hepatocyte,empty0,empty0
1796,ENR01025,ENC00011,adrenal_medulla,empty0,empty0
1797,ENR01025,ENC00007,adrenal_cortex,ENH00005,aldosterone
1798,ENR01025,ENC00007,adrenal_cortex,ENH00005,aldosterone
1799,ENR01025,ENC00007,adrenal_cortex,ENH00019,cortisol
1800,ENR01026,ENC00122,skeleton_muscle,empty0,empty0
1801,ENR01026,ENC00007,adrenal_cortex,empty0,empty0
1802,ENR01027,ENC00044,granulosa_cell,ENH00049,progesterone
1803,ENR01027,ENC00044,granulosa_cell,ENH00023,estradiol
1804,ENR01027,ENC00011,adrenal_medulla,empty0,empty0
1805,ENR01027,ENC00250,chondrocyte,empty0,empty0
1806,ENR01028,ENC00020,brain,empty0,empty0
1807,ENR01028,ENC00014,blood,empty0,empty0
1808,ENR01028,ENC00342,red_blood_cell,empty0,empty0
1809,ENR01028,ENC00018,bone_marrow,empty0,empty0
1810,ENR01028,ENC00063,kidney,empty0,empty0
1811,ENR01028,ENC00112,placenta,empty0,empty0
1812,ENR01028,ENC00122,skeleton_muscle,empty0,empty0
1813,ENR01029,ENC00048,heart,empty0,empty0
1814,ENR01029,ENC00112,placenta,empty0,empty0
1815,ENR01029,ENC00074,lung,empty0,empty0
1816,ENR01029,ENC00063,kidney,empty0,empty0
1817,ENR01029,ENC00102,pancreas,empty0,empty0
1818,ENR01029,ENC00115,prostate,empty0,empty0
1819,ENR01029,ENC00097,ovary,empty0,empty0
1820,ENR01029,ENC00145,thyroid_gland,empty0,empty0
1821,ENR01029,ENC00062,pancreatic_islets,empty0,empty0
1822,ENR01030,ENC00262,cerebellum,empty0,empty0
1823,ENR01030,ENC00050,hippocampus,empty0,empty0
1824,ENR01030,ENC00171,muscle,empty0,empty0
1825,ENR01030,ENC00102,pancreas,empty0,empty0
1826,ENR01030,ENC00062,pancreatic_islets,empty0,empty0
1827,ENR01030,ENC00222,keratinocyte,empty0,empty0
1828,ENR01030,ENC00132,stomach,empty0,empty0
1829,ENR01030,ENC00233,B-lymphocyte,empty0,empty0
1830,ENR01031,ENC00020,brain,empty0,empty0
1831,ENR01031,ENC00323,eye,empty0,empty0
1832,ENR01031,ENC00063,kidney,empty0,empty0
1833,ENR01031,ENC00122,skeleton_muscle,empty0,empty0
1834,ENR01031,ENC00140,testis,empty0,empty0
1835,ENR01032,ENC00020,brain,empty0,empty0
1836,ENR01032,ENC00262,cerebellum,empty0,empty0
1837,ENR01032,ENC00048,heart,empty0,empty0
1838,ENR01032,ENC00050,hippocampus,empty0,empty0
1839,ENR01032,ENC00011,adrenal_medulla,empty0,empty0
1840,ENR01032,ENC00181,cerebellar_cortex,empty0,empty0
1841,ENR01032,ENC00102,pancreas,empty0,empty0
1842,ENR01032,ENC00112,placenta,empty0,empty0
1843,ENR01032,ENC00258,putamen,empty0,empty0
1844,ENR01032,ENC00122,skeleton_muscle,empty0,empty0
1845,ENR01032,ENC00357,spinal_cord,empty0,empty0
1846,ENR01032,ENC00130,spleen,empty0,empty0
1847,ENR01032,ENC00134,substantia_nigra,empty0,empty0
1848,ENR01032,ENC00587,right_coronary_artery,empty0,empty0
1849,ENR01032,ENC00588,left coronary artery,empty0,empty0
1850,ENR01033,ENC00323,eye,empty0,empty0
1851,ENR01033,ENC00093,osteoblast,empty0,empty0
1852,ENR01034,ENC00020,brain,empty0,empty0
1853,ENR01034,ENC00246,uterus,empty0,empty0
1854,ENR01036,ENC00306,lymph_node,empty0,empty0
1855,ENR01036,ENC00130,spleen,empty0,empty0
1856,ENR01038,ENC00063,kidney,empty0,empty0
1857,ENR01038,ENC00048,heart,empty0,empty0
1858,ENR01038,ENC00152,smooth_muscle_cell,empty0,empty0
1859,ENR01038,ENC00128,smooth_muscle,empty0,empty0
1860,ENR01038,ENC00150,vascularendothelial_cell,empty0,empty0
1861,ENR01038,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
1862,ENR01039,ENC00130,spleen,empty0,empty0
1863,ENR01039,ENC00306,lymph_node,empty0,empty0
1864,ENR01039,ENC00233,B-lymphocyte,empty0,empty0
1865,ENR01039,ENC00144,thymus,empty0,empty0
1866,ENR01040,ENC00233,B-lymphocyte,empty0,empty0
1867,ENR01041,ENC00048,heart,empty0,empty0
1868,ENR01041,ENC00112,placenta,empty0,empty0
1869,ENR01041,ENC00074,lung,empty0,empty0
1870,ENR01041,ENC00122,skeleton_muscle,empty0,empty0
1871,ENR01041,ENC00063,kidney,empty0,empty0
1872,ENR01041,ENC00144,thymus,empty0,empty0
1873,ENR01041,ENC00020,brain,empty0,empty0
1874,ENR01041,ENC00184,colon,empty0,empty0
1875,ENR01041,ENC00130,spleen,empty0,empty0
1876,ENR01041,ENC00127,small_intestine,empty0,empty0
1877,ENR01041,ENC00389,peripheral blood leukocytes,empty0,empty0
1878,ENR01041,ENC00150,vascularendothelial_cell,empty0,empty0
1879,ENR01041,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
1880,ENR01041,ENC00260,endocardium,empty0,empty0
1881,ENR01041,ENC00390,intersomitic_vessel,empty0,empty0
1882,ENR01041,ENC00391,pulmonary_vessels,empty0,empty0
1883,ENR01041,ENC00263,aorta,empty0,empty0
1884,ENR01041,ENC00140,testis,empty0,empty0
1885,ENR01044,ENC00020,brain,empty0,empty0
1886,ENR01044,ENC00122,skeleton_muscle,empty0,empty0
1887,ENR01044,ENC00112,placenta,empty0,empty0
1888,ENR01047,ENC00020,brain,empty0,empty0
1889,ENR01047,ENC00063,kidney,empty0,empty0
1890,ENR01047,ENC00575,fetal brain,empty0,empty0
1891,ENR01047,ENC00570,fetal_kidney,empty0,empty0
1892,ENR01047,ENC00360,neuron,empty0,empty0
1893,ENR01047,ENC00050,hippocampus,empty0,empty0
1894,ENR01047,ENC00164,retina,empty0,empty0
1895,ENR01047,ENC00249,hepatocyte,empty0,empty0
1896,ENR01050,ENC00424,lipocyte_of_liver,empty0,empty0
1897,ENR01050,ENC00249,hepatocyte,empty0,empty0
1898,ENR01050,ENC00438,cholangiocyte,empty0,empty0
1899,ENR01050,ENC00429,sinusoidal_endothelial_cell,empty0,empty0
1900,ENR01050,ENC00273,Kupffer_cell_stellate_cell_of_liver,empty0,empty0
1901,ENR01051,ENC00130,spleen,empty0,empty0
1902,ENR01051,ENC00074,lung,empty0,empty0
1903,ENR01051,ENC00112,placenta,empty0,empty0
1904,ENR01051,ENC00127,small_intestine,empty0,empty0
1905,ENR01051,ENC00102,pancreas,empty0,empty0
1906,ENR01051,ENC00184,colon,empty0,empty0
1907,ENR01051,ENC00048,heart,empty0,empty0
1908,ENR01051,ENC00389,peripheral blood leukocytes,empty0,empty0
1909,ENR01052,ENC00048,heart,empty0,empty0
1910,ENR01052,ENC00112,placenta,empty0,empty0
1911,ENR01052,ENC00130,spleen,empty0,empty0
1912,ENR01052,ENC00389,peripheral blood leukocytes,empty0,empty0
1913,ENR01052,ENC00009,adrenal_gland,empty0,empty0
1914,ENR01052,ENC00074,lung,empty0,empty0
1915,ENR01052,ENC00128,smooth_muscle,empty0,empty0
1916,ENR01053,ENC00248,leukocyte,empty0,empty0
1917,ENR01054,ENC00168,cell_of_adrenal_gland_zona_glomerulosa,ENH00005,aldosterone
1918,ENR01055,ENC00182,amygdaloid_body,empty0,empty0
1919,ENR01055,ENC00413,thalamus,empty0,empty0
1920,ENR01055,ENC00361,hypothalamus,empty0,empty0
1921,ENR01055,ENC00487,cerebral_cortex,empty0,empty0
1922,ENR01056,ENC00361,hypothalamus,ENH00134,GnRH-I
1923,ENR01056,ENC00053,pituitary_gland_of_diencephalon,ENH00074,FSH
1924,ENR01056,ENC00053,pituitary_gland_of_diencephalon,ENH00038,LH
1925,ENR01058,ENC00262,cerebellum,empty0,empty0
1926,ENR01058,ENC00275,frontal_lobe,empty0,empty0
1927,ENR01058,ENC00050,hippocampus,empty0,empty0
1928,ENR01058,ENC00182,amygdaloid_body,empty0,empty0
1929,ENR01058,ENC00315,trachea,empty0,empty0
1930,ENR01058,ENC00322,adenohypophysis,empty0,empty0
1931,ENR01060,ENC00163,isocortex,empty0,empty0
1932,ENR01060,ENC00361,hypothalamus,empty0,empty0
1933,ENR01060,ENC00050,hippocampus,empty0,empty0
1934,ENR01060,ENC00182,amygdaloid_body,empty0,empty0
1935,ENR01060,ENC00134,substantia_nigra,empty0,empty0
1936,ENR01060,ENC00357,spinal_cord,empty0,empty0
1937,ENR01061,ENC00074,lung,empty0,empty0
1938,ENR01061,ENC00112,placenta,empty0,empty0
1939,ENR01061,ENC00063,kidney,empty0,empty0
1940,ENR01061,ENC00048,heart,empty0,empty0
1941,ENR01061,ENC00020,brain,empty0,empty0
1942,ENR01061,ENC00150,vascularendothelial_cell,empty0,empty0
1943,ENR01062,ENC00048,heart,empty0,empty0
1944,ENR01062,ENC00020,brain,empty0,empty0
1945,ENR01062,ENC00112,placenta,empty0,empty0
1946,ENR01062,ENC00063,kidney,ENH00612,renin
1947,ENR01062,ENC00063,kidney,ENH00097,angiotensin II
1948,ENR01063,ENC00280,glial_cell_of_central_nervous_system,empty0,empty0
1949,ENR01063,ENC00284,astrocyte,empty0,empty0
1950,ENR01063,ENC00130,spleen,empty0,empty0
1951,ENR01063,ENC00144,thymus,empty0,empty0
1952,ENR01063,ENC00097,ovary,empty0,empty0
1953,ENR01063,ENC00127,small_intestine,empty0,empty0
1954,ENR01063,ENC00184,colon,empty0,empty0
1955,ENR01063,ENC00025,paraventricular_nucleus_of_hypothalamus,empty0,empty0
1956,ENR01063,ENC00050,hippocampus,empty0,empty0
1957,ENR01065,ENC00262,cerebellum,empty0,empty0
1958,ENR01065,ENC00050,hippocampus,empty0,empty0
