,Endo_id,cell_id,cell_name,receptor_id,receptor
2226,ENH00868,ENC00115,prostate,empty0,empty0
2227,ENH00868,ENC00140,testis,empty0,empty0
2228,ENH00868,ENC00122,skeleton_muscle,empty0,empty0
2229,ENH00868,ENC00102,pancreas,empty0,empty0
2230,ENH00868,ENC00063,kidney,empty0,empty0
2231,ENH00868,ENC00074,lung,empty0,empty0
2232,ENH00869,ENC00222,keratinocyte,empty0,empty0
2233,ENH00869,ENC00125,skin,empty0,empty0
2234,ENH00869,ENC00481,stratum_spinosum,empty0,empty0
2235,ENH00869,ENC00307,tonsil,empty0,empty0
2236,ENH00869,ENC00482,respiratory_organ,empty0,empty0
2237,ENH00871,ENC00063,kidney,empty0,empty0
2238,ENH00875,ENC00484,astroglia,empty0,empty0
2239,ENH00875,ENC00280,glial_cell_of_central_nervous_system,empty0,empty0
2240,ENH00875,ENC00284,astrocyte,empty0,empty0
2241,ENH00878,ENC00284,astrocyte,empty0,empty0
2242,ENH00878,ENC00262,cerebellum,empty0,empty0
2243,ENH00878,ENC00050,hippocampus,empty0,empty0
2244,ENH00878,ENC00408,medulla_oblongata,empty0,empty0
2245,ENH00878,ENC00487,cerebral_cortex,empty0,empty0
2246,ENH00878,ENC00488,mesencephalon,empty0,empty0
2247,ENH00878,ENC00411,white_matter,empty0,empty0
2248,ENH00878,ENC00484,astroglia,empty0,empty0
2249,ENH00882,ENC00048,heart,empty0,empty0
2250,ENH00882,ENC00122,skeleton_muscle,empty0,empty0
2251,ENH00882,ENC00063,kidney,empty0,empty0
2252,ENH00882,ENC00020,brain,empty0,empty0
2253,ENH00882,ENC00365,digestive_system,empty0,empty0
2254,ENH00886,ENC00050,hippocampus,ENR00827,mGluR1
2255,ENH00886,ENC00181,cerebellar_cortex,ENR00827,mGluR1
2256,ENH00887,ENC00050,hippocampus,ENR00361,5-hydroxytryptamine receptor 4
2257,ENH00889,ENC00097,ovary,empty0,empty0
2258,ENH00889,ENC00144,thymus,empty0,empty0
2259,ENH00889,ENC00048,heart,empty0,empty0
2260,ENH00889,ENC00122,skeleton_muscle,empty0,empty0
2261,ENH00889,ENC00074,lung,empty0,empty0
2262,ENH00892,ENC00020,brain,empty0,empty0
2263,ENH00892,ENC00115,prostate,empty0,empty0
2264,ENH00895,ENC00306,lymph_node,empty0,empty0
2265,ENH00896,ENC00247,monocyte,ENR00118,PPARgamma1
2266,ENH00896,ENC00005,adipose_tissue,empty0,empty0
2267,ENH00897,ENC00127,small_intestine,empty0,empty0
2268,ENH00900,ENC00222,keratinocyte,empty0,empty0
2269,ENH00900,ENC00027,central_nerve_system_element,empty0,empty0
2270,ENH00903,ENC00140,testis,empty0,empty0
2271,ENH00905,ENC00097,ovary,empty0,empty0
2272,ENH00905,ENC00112,placenta,empty0,empty0
2273,ENH00905,ENC00115,prostate,empty0,empty0
2274,ENH00905,ENC00489,decidua,empty0,empty0
2275,ENH00906,ENC00112,placenta,empty0,empty0
2276,ENH00906,ENC00115,prostate,empty0,empty0
2277,ENH00907,ENC00027,central_nerve_system_element,empty0,empty0
2278,ENH00914,ENC00201,G_cell,empty0,empty0
2279,ENH00915,ENC00018,bone_marrow,empty0,empty0
2280,ENH00915,ENC00184,colon,empty0,empty0
2281,ENH00915,ENC00048,heart,empty0,empty0
2282,ENH00915,ENC00063,kidney,empty0,empty0
2283,ENH00915,ENC00097,ovary,empty0,empty0
2284,ENH00915,ENC00112,placenta,empty0,empty0
2285,ENH00915,ENC00115,prostate,empty0,empty0
2286,ENH00915,ENC00130,spleen,empty0,empty0
2287,ENH00915,ENC00144,thymus,empty0,empty0
2288,ENH00915,ENC00246,uterus,empty0,empty0
2289,ENH00915,ENC00361,hypothalamus,empty0,empty0
2290,ENH00916,ENC00112,placenta,empty0,empty0
2291,ENH00916,ENC00343,trophoblast_cell,empty0,empty0
2292,ENH00919,ENC00198,D_cell_of_gastrointestinal_tract,empty0,empty0
2293,ENH00920,ENC00198,D_cell_of_gastrointestinal_tract,empty0,empty0
2294,ENH00921,ENC00170,chromaffin_cell,empty0,empty0
2295,ENH00922,ENC00469,zymogenic_cell_of_gastric_gland,empty0,empty0
2296,ENH00922,ENC00102,pancreas,empty0,empty0
2297,ENH00922,ENC00365,digestive_system,empty0,empty0
2298,ENH00922,ENC00027,central_nerve_system_element,empty0,empty0
2299,ENH00922,ENC00200,enterochromaffin_like_cell,empty0,empty0
2300,ENH00922,ENC00132,stomach,empty0,empty0
2301,ENH00928,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
2302,ENH00928,ENC00150,vascularendothelial_cell,empty0,empty0
2303,ENH00928,ENC00518,microvascularendothelial_cell,empty0,empty0
2304,ENH00929,ENC00287,T-lymphocyte,empty0,empty0
2305,ENH00930,ENC00130,spleen,empty0,empty0
2306,ENH00930,ENC00306,lymph_node,empty0,empty0
2307,ENH00930,ENC00144,thymus,empty0,empty0
2308,ENH00930,ENC00018,bone_marrow,empty0,empty0
2309,ENH00930,ENC00233,B-lymphocyte,empty0,empty0
2310,ENH00930,ENC00287,T-lymphocyte,empty0,empty0
2311,ENH00930,ENC00216,macrophage,empty0,empty0
2312,ENH00930,ENC00418,lymphoid_tissue,empty0,empty0
2313,ENH00931,ENC00013,platelet,empty0,empty0
2314,ENH00931,ENC00276,lymphocyte,empty0,empty0
2315,ENH00931,ENC00233,B-lymphocyte,empty0,empty0
2316,ENH00931,ENC00287,T-lymphocyte,empty0,empty0
2317,ENH00931,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
2318,ENH00933,ENC00074,lung,empty0,empty0
2319,ENH00933,ENC00234,bronchi,empty0,empty0
2320,ENH00933,ENC00248,leukocyte,empty0,empty0
2321,ENH00933,ENC00276,lymphocyte,empty0,empty0
2322,ENH00933,ENC00217,neutrophil_granulocyte,empty0,empty0
2323,ENH00934,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
2324,ENH00934,ENC00150,vascularendothelial_cell,empty0,empty0
2325,ENH00934,ENC00412,umbilical_vein_endothelial_cells,empty0,empty0
2326,ENH00937,ENC00018,bone_marrow,empty0,empty0
2327,ENH00937,ENC00474,glomerulus,empty0,empty0
2328,ENH00937,ENC00241,neutrophil_granulocyte,empty0,empty0
2329,ENH00937,ENC00247,monocyte,empty0,empty0
2330,ENH00937,ENC00217,neutrophil_granulocyte,empty0,empty0
2331,ENH00938,ENC00014,blood,empty0,empty0
2332,ENH00938,ENC00247,monocyte,empty0,empty0
2333,ENH00938,ENC00217,neutrophil_granulocyte,empty0,empty0
2334,ENH00938,ENC00207,blood_vessel,empty0,empty0
2335,ENH00938,ENC00150,vascularendothelial_cell,empty0,empty0
2336,ENH00938,ENC00018,bone_marrow,empty0,empty0
2337,ENH00938,ENC00048,heart,empty0,empty0
2338,ENH00938,ENC00248,leukocyte,empty0,empty0
2339,ENH00938,ENC00216,macrophage,empty0,empty0
2340,ENH00938,ENC00518,microvascularendothelial_cell,empty0,empty0
2341,ENH00938,ENC00305,myelocyte,empty0,empty0
2342,ENH00938,ENC00074,lung,empty0,empty0
2343,ENH00939,ENC00247,monocyte,empty0,empty0
2344,ENH00939,ENC00112,placenta,empty0,empty0
2345,ENH00939,ENC00283,fibroblast,empty0,empty0
2346,ENH00939,ENC00222,keratinocyte,empty0,empty0
2347,ENH00939,ENC00200,enterochromaffin_like_cell,empty0,empty0
2348,ENH00939,ENC00041,mucosa_of_gastric_wall,empty0,empty0
2349,ENH00939,ENC00059,mucosa_of_small_intestine,empty0,empty0
2350,ENH00939,ENC00083,mucosa_of_small_intestine,empty0,empty0
2351,ENH00939,ENC00117,pyloric_part_of_stomach,empty0,empty0
2352,ENH00939,ENC00255,mucosa_of_small_intestine,empty0,empty0
2353,ENH00939,ENC00161,nucleus_accumbens,empty0,empty0
2354,ENH00939,ENC00050,hippocampus,empty0,empty0
2355,ENH00939,ENC00182,amygdaloid_body,empty0,empty0
2356,ENH00943,ENC00115,prostate,empty0,empty0
2357,ENH00948,ENC00578,liver,empty0,empty0
2358,ENH00952,ENC00287,T-lymphocyte,empty0,empty0
2359,ENH00952,ENC00228,dendritic_cell_in_lymphoid_tissues,empty0,empty0
2360,ENH00953,ENC00465,oxyntic_cell_of_gastric_gland,empty0,empty0
2361,ENH00958,ENC00112,placenta,empty0,empty0
2362,ENH00958,ENC00283,fibroblast,empty0,empty0
2363,ENH00958,ENC00380,serum,empty0,empty0
2364,ENH00959,ENC00216,macrophage,ENR01070,basigin
2365,ENH00960,ENC00216,macrophage,empty0,empty0
2366,ENH00961,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
2367,ENH00962,ENC00450,epithelial_cell_with_microvilli,empty0,empty0
2368,ENH00963,ENC00247,monocyte,empty0,empty0
2369,ENH00963,ENC00216,macrophage,empty0,empty0
2370,ENH00963,ENC00460,alveolar_macrophage,empty0,empty0
2371,ENH00963,ENC00217,neutrophil_granulocyte,empty0,empty0
2372,ENH00965,ENC00115,prostate,ENR01002,SHBG-R
2373,ENH00966,ENC00257,caudate_nucleus,empty0,empty0
2374,ENH00971,ENC00549,bergmann_glia,empty0,empty0
2375,ENH00974,ENC00262,cerebellum,empty0,empty0
2376,ENH00975,ENC00360,neuron,empty0,empty0
2377,ENH00975,ENC00540,pyramidal_layer_of_hippocampus,empty0,empty0
2378,ENH00976,ENC00020,brain,empty0,empty0
2379,ENH00976,ENC00360,neuron,empty0,empty0
2380,ENH00976,ENC00027,central_nerve_system_element,empty0,empty0
2381,ENH00977,ENC00357,spinal_cord,empty0,empty0
2382,ENH00977,ENC00009,adrenal_gland,empty0,empty0
2383,ENH00977,ENC00350,artery,empty0,empty0
2384,ENH00977,ENC00474,glomerulus,empty0,empty0
2385,ENH00977,ENC00278,distal_tubule_of_nephron,empty0,empty0
2386,ENH00977,ENC00150,vascularendothelial_cell,empty0,empty0
2387,ENH00977,ENC00280,glial_cell_of_central_nervous_system,empty0,empty0
2388,ENH00977,ENC00164,retina,empty0,empty0
2389,ENH00978,ENC00350,artery,empty0,empty0
2390,ENH00978,ENC00474,glomerulus,empty0,empty0
2391,ENH00978,ENC00278,distal_tubule_of_nephron,empty0,empty0
2392,ENH00978,ENC00357,spinal_cord,empty0,empty0
2393,ENH00978,ENC00150,vascularendothelial_cell,empty0,empty0
2394,ENH00978,ENC00280,glial_cell_of_central_nervous_system,empty0,empty0
2395,ENH00978,ENC00164,retina,empty0,empty0
2396,ENH00979,ENC00140,testis,empty0,empty0
2397,ENH00979,ENC00020,brain,empty0,empty0
2398,ENH00979,ENC00145,thyroid_gland,empty0,empty0
2399,ENH00980,ENC00263,aorta,empty0,empty0
2400,ENH00980,ENC00063,kidney,empty0,empty0
2401,ENH00980,ENC00112,placenta,empty0,empty0
2402,ENH00980,ENC00020,brain,empty0,empty0
2403,ENH00980,ENC00048,heart,empty0,empty0
2404,ENH00980,ENC00074,lung,empty0,empty0
2405,ENH00980,ENC00122,skeleton_muscle,empty0,empty0
2406,ENH00980,ENC00152,smooth_muscle_cell,empty0,empty0
2407,ENH00980,ENC00412,umbilical_vein_endothelial_cells,empty0,empty0
2408,ENH00980,ENC00519,umbilical_vein,empty0,empty0
2409,ENH00980,ENC00441,umbilical_cord,empty0,empty0
2410,ENH01000,ENC00217,neutrophil_granulocyte,empty0,empty0
2411,ENH01007,ENC00207,blood_vessel,empty0,empty0
2412,ENH01007,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
2413,ENH01010,ENC00600,endothelial_cell,empty0,empty0
2414,ENH01048,ENC00009,adrenal_gland,empty0,empty0
2415,ENH01051,ENC00284,astrocyte,empty0,empty0
2416,ENH01052,ENC00360,neuron,empty0,empty0
2417,ENH01053,ENC00275,frontal_lobe,ENR00751,5-ht-6R
2418,ENH01066,ENC00128,smooth_muscle,empty0,empty0
2419,ENH01071,ENC00605,collecting_duct_of_renal_tubules,empty0,empty0
2420,ENH01072,ENC00022,breast,empty0,empty0
2421,ENH01074,ENC00357,spinal_cord,empty0,empty0
2422,ENH01074,ENC00063,kidney,empty0,empty0
2423,ENH01074,ENC00020,brain,empty0,empty0
2424,ENH01074,ENC00262,cerebellum,empty0,empty0
2425,ENH01074,ENC00315,trachea,empty0,empty0
2426,ENH01076,ENC00189,arcuate_nucleus_of_hypothalamus,empty0,empty0
2427,ENH01076,ENC00025,paraventricular_nucleus_of_hypothalamus,empty0,empty0
2428,ENH01076,ENC00026,supra-optic_nucleus,empty0,empty0
2429,ENH01077,ENC00560,gangliocyte,empty0,empty0
2430,ENH01082,ENC00423,microglial_cell_in_central_nervous_system,empty0,empty0
2431,ENH01082,ENC00360,neuron,empty0,empty0
2432,ENH01083,ENC00050,hippocampus,empty0,empty0
2433,ENH01083,ENC00556,corpus_striatum,empty0,empty0
2434,ENH01083,ENC00183,brain_stem,empty0,empty0
2435,ENH01085,ENC00244,epithelial_cell,empty0,empty0
2436,ENH01085,ENC00564,embryonic_tissue,empty0,empty0
2437,ENH01085,ENC00222,keratinocyte,empty0,empty0
2438,ENH01085,ENC00082,melanocyte,empty0,empty0
2439,ENH01087,ENC00115,prostate,empty0,empty0
2440,ENH01087,ENC00570,fetal_kidney,empty0,empty0
2441,ENH01089,ENC00244,epithelial_cell,empty0,empty0
2442,ENH01089,ENC00318,hematopoietic_stem_cell,empty0,empty0
2443,ENH01089,ENC00418,lymphoid_tissue,empty0,empty0
2444,ENH01089,ENC00041,mucosa_of_gastric_wall,empty0,empty0
2445,ENH01089,ENC00130,spleen,empty0,empty0
2446,ENH01089,ENC00125,skin,empty0,empty0
2447,ENH01089,ENC00248,leukocyte,empty0,empty0
2448,ENH01089,ENC00573,prosencephalon,empty0,empty0
2449,ENH01089,ENC00574,olfactory_bulb,empty0,empty0
2450,ENH01089,ENC00357,spinal_cord,empty0,empty0
2451,ENH01089,ENC00265,Purkinje_cell,empty0,empty0
2452,ENH01089,ENC00540,pyramidal_layer_of_hippocampus,empty0,empty0
2453,ENH01089,ENC00540,pyramidal_layer_of_hippocampus,empty0,empty0
2454,ENH01092,ENC00112,placenta,empty0,empty0
2455,ENH01092,ENC00127,small_intestine,empty0,empty0
2456,ENH01093,ENC00140,testis,empty0,empty0
2457,ENH01093,ENC00102,pancreas,empty0,empty0
2458,ENH01093,ENC00009,adrenal_gland,empty0,empty0
2459,ENH01093,ENC00112,placenta,empty0,empty0
2460,ENH01093,ENC00020,brain,empty0,empty0
2461,ENH01093,ENC00575,fetal brain,empty0,empty0
2462,ENH01093,ENC00578,liver,empty0,empty0
2463,ENH01093,ENC00122,skeleton_muscle,empty0,empty0
2464,ENH01093,ENC00048,heart,empty0,empty0
2465,ENH01093,ENC00260,endocardium,empty0,empty0
2466,ENH01093,ENC00062,pancreatic_islets,empty0,empty0
2467,ENH01093,ENC00440,pancreatic_duct_cell,empty0,empty0
2468,ENH01093,ENC00437,epididymis,empty0,empty0
2469,ENH01093,ENC00451,epithelial_cell_of_oviduct,empty0,empty0
2470,ENH01093,ENC00037,cell_of_endometrium_of_uterus,empty0,empty0
2471,ENH01093,ENC00278,distal_tubule_of_nephron,empty0,empty0
2472,ENH01093,ENC00312,urinary_bladder,empty0,empty0
2473,ENH01094,ENC00184,colon,empty0,empty0
2474,ENH01094,ENC00063,kidney,empty0,empty0
2475,ENH01094,ENC00115,prostate,empty0,empty0
2476,ENH01094,ENC00127,small_intestine,empty0,empty0
2477,ENH01094,ENC00140,testis,empty0,empty0
2478,ENH01094,ENC00062,pancreatic_islets,empty0,empty0
2479,ENH01094,ENC00129,spermatocyte,empty0,empty0
2480,ENH01094,ENC00265,Purkinje_cell,empty0,empty0
2481,ENH01095,ENC00174,beta_cell_of_islet_of_Langerhans,empty0,empty0
2482,ENH01113,ENC00013,platelet,empty0,empty0
2483,ENH01113,ENC00014,blood,empty0,empty0
2484,ENH01121,ENC00356,enteroendocrine_cell_of_gastrointestinal_tract,empty0,empty0
2485,ENH01121,ENC00385,nuclei_of_solitary_tract,empty0,empty0
2486,ENH01121,ENC00194,APUD_amine_precursor_uptake_and_decarboxylation_cell,empty0,empty0
2487,ENH01121,ENC00365,digestive_system,empty0,empty0
2488,ENH01123,ENC00248,leukocyte,empty0,empty0
2489,ENH01124,ENC00216,macrophage,empty0,empty0
2490,ENH01125,ENC00174,beta_cell_of_islet_of_Langerhans,ENR00935,insulin receptor
2491,ENH01126,ENC00082,melanocyte,empty0,empty0
2492,ENH01126,ENC00050,hippocampus,ENR01312,GPR39 protein
2493,ENH01127,ENC00249,hepatocyte,empty0,empty0
2494,ENH01127,ENC00082,melanocyte,empty0,empty0
2495,ENH01127,ENC00283,fibroblast,empty0,empty0
2496,ENH01128,ENC00217,neutrophil_granulocyte,empty0,empty0
2497,ENH01128,ENC00102,pancreas,empty0,empty0
2498,ENH01129,ENC00102,pancreas,ENR00780,CCK-1
2499,ENH01130,ENC00074,lung,empty0,empty0
2500,ENH01130,ENC00315,trachea,empty0,empty0
2501,ENH01131,ENC00306,lymph_node,empty0,empty0
2502,ENH01131,ENC00014,blood,empty0,empty0
2503,ENH01131,ENC00342,red_blood_cell,empty0,empty0
2504,ENH01131,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
2505,ENH01131,ENC00013,platelet,empty0,empty0
2506,ENH01131,ENC00078,mast_cell,empty0,empty0
2507,ENH01135,ENC00528,thymic_epithelial_cell,ENR00263,PRLR
2508,ENH01135,ENC00528,thymic_epithelial_cell,ENR01328,FTS receptor
2509,ENH01135,ENC00528,thymic_epithelial_cell,ENR00873,growth hormone receptor
2510,ENH01135,ENC00528,thymic_epithelial_cell,ENR00934,thyroid hormone receptor
2511,ENH01135,ENC00528,thymic_epithelial_cell,ENR00761,ACTH receptor
2512,ENH01136,ENC00161,nucleus_accumbens,ENR00361,5-hydroxytryptamine receptor 4
2513,ENH01136,ENC00361,hypothalamus,empty0,empty0
2514,ENH01136,ENC00154,tegmentum_of_mesencephalon,empty0,empty0
2515,ENH01137,ENC00578,liver,empty0,empty0
2516,ENH01138,ENC00207,blood_vessel,empty0,empty0
2517,ENH01139,ENC00578,liver,empty0,empty0
2518,ENH01140,ENC00309,duodenal_enterocyte,empty0,empty0
2519,ENH01146,ENC00130,spleen,empty0,empty0
2520,ENH01150,ENC00600,endothelial_cell,empty0,empty0
