,Endo_id,cell_id,cell_name,receptor_id,receptor
1769,ENH00575,ENC00076,mammary_gland,empty0,empty0
1770,ENH00575,ENC00357,spinal_cord,empty0,empty0
1771,ENH00576,ENC00424,lipocyte_of_liver,empty0,empty0
1772,ENH00576,ENC00263,aorta,empty0,empty0
1773,ENH00576,ENC00207,blood_vessel,empty0,empty0
1774,ENH00576,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
1775,ENH00576,ENC00020,brain,empty0,empty0
1776,ENH00576,ENC00181,cerebellar_cortex,empty0,empty0
1777,ENH00576,ENC00037,cell_of_endometrium_of_uterus,empty0,empty0
1778,ENH00576,ENC00048,heart,empty0,empty0
1779,ENH00576,ENC00050,hippocampus,empty0,empty0
1780,ENH00576,ENC00076,mammary_gland,empty0,empty0
1781,ENH00576,ENC00125,skin,empty0,empty0
1782,ENH00576,ENC00283,fibroblast,empty0,empty0
1783,ENH00576,ENC00357,spinal_cord,empty0,empty0
1784,ENH00576,ENC00246,uterus,empty0,empty0
1785,ENH00576,ENC00244,epithelial_cell,empty0,empty0
1786,ENH00576,ENC00222,keratinocyte,empty0,empty0
1787,ENH00576,ENC00250,chondrocyte,empty0,empty0
1788,ENH00576,ENC00115,prostate,empty0,empty0
1789,ENH00577,ENC00217,neutrophil_granulocyte,empty0,empty0
1790,ENH00577,ENC00248,leukocyte,empty0,empty0
1791,ENH00577,ENC00018,bone_marrow,empty0,empty0
1792,ENH00577,ENC00130,spleen,empty0,empty0
1793,ENH00577,ENC00144,thymus,empty0,empty0
1794,ENH00578,ENC00127,small_intestine,empty0,empty0
1795,ENH00578,ENC00140,testis,empty0,empty0
1796,ENH00578,ENC00184,colon,empty0,empty0
1797,ENH00578,ENC00048,heart,empty0,empty0
1798,ENH00578,ENC00074,lung,empty0,empty0
1799,ENH00578,ENC00122,skeleton_muscle,empty0,empty0
1800,ENH00578,ENC00063,kidney,empty0,empty0
1801,ENH00578,ENC00102,pancreas,empty0,empty0
1802,ENH00578,ENC00115,prostate,empty0,empty0
1803,ENH00578,ENC00050,hippocampus,empty0,empty0
1804,ENH00578,ENC00163,isocortex,empty0,empty0
1805,ENH00578,ENC00413,thalamus,empty0,empty0
1806,ENH00579,ENC00122,skeleton_muscle,empty0,empty0
1807,ENH00579,ENC00184,colon,empty0,empty0
1808,ENH00579,ENC00171,muscle,empty0,empty0
1809,ENH00580,ENC00122,skeleton_muscle,empty0,empty0
1810,ENH00580,ENC00397,peripheral blood lymphocytes,empty0,empty0
1811,ENH00580,ENC00130,spleen,empty0,empty0
1812,ENH00580,ENC00144,thymus,empty0,empty0
1813,ENH00580,ENC00140,testis,empty0,empty0
1814,ENH00580,ENC00020,brain,empty0,empty0
1815,ENH00580,ENC00063,kidney,empty0,empty0
1816,ENH00580,ENC00127,small_intestine,empty0,empty0
1817,ENH00580,ENC00048,heart,empty0,empty0
1818,ENH00580,ENC00112,placenta,empty0,empty0
1819,ENH00580,ENC00074,lung,empty0,empty0
1820,ENH00580,ENC00102,pancreas,empty0,empty0
1821,ENH00580,ENC00115,prostate,empty0,empty0
1822,ENH00580,ENC00292,killer_cell,ENR00274,CD72
1823,ENH00580,ENC00292,killer_cell,ENR00274,CD72
1824,ENH00580,ENC00233,B-lymphocyte,empty0,empty0
1825,ENH00580,ENC00287,T-lymphocyte,empty0,empty0
1826,ENH00580,ENC00247,monocyte,empty0,empty0
1827,ENH00581,ENC00130,spleen,empty0,empty0
1828,ENH00581,ENC00306,lymph_node,empty0,empty0
1829,ENH00581,ENC00074,lung,empty0,empty0
1830,ENH00581,ENC00063,kidney,empty0,empty0
1831,ENH00581,ENC00127,small_intestine,empty0,empty0
1832,ENH00581,ENC00144,thymus,empty0,empty0
1833,ENH00581,ENC00287,T-lymphocyte,empty0,empty0
1834,ENH00582,ENC00020,brain,empty0,empty0
1835,ENH00582,ENC00181,cerebellar_cortex,empty0,empty0
1836,ENH00582,ENC00048,heart,empty0,empty0
1837,ENH00582,ENC00050,hippocampus,empty0,empty0
1838,ENH00582,ENC00074,lung,empty0,empty0
1839,ENH00582,ENC00102,pancreas,empty0,empty0
1840,ENH00582,ENC00112,placenta,empty0,empty0
1841,ENH00582,ENC00122,skeleton_muscle,empty0,empty0
1842,ENH00582,ENC00125,skin,empty0,empty0
1843,ENH00582,ENC00357,spinal_cord,empty0,empty0
1844,ENH00582,ENC00283,fibroblast,empty0,empty0
1845,ENH00583,ENC00424,lipocyte_of_liver,empty0,empty0
1846,ENH00583,ENC00287,T-lymphocyte,empty0,empty0
1847,ENH00584,ENC00287,T-lymphocyte,empty0,empty0
1848,ENH00584,ENC00102,pancreas,empty0,empty0
1849,ENH00584,ENC00127,small_intestine,empty0,empty0
1850,ENH00584,ENC00132,stomach,empty0,empty0
1851,ENH00585,ENC00122,skeleton_muscle,empty0,empty0
1852,ENH00585,ENC00102,pancreas,empty0,empty0
1853,ENH00585,ENC00005,adipose_tissue,empty0,empty0
1854,ENH00585,ENC00048,heart,empty0,empty0
1855,ENH00585,ENC00074,lung,empty0,empty0
1856,ENH00585,ENC00020,brain,empty0,empty0
1857,ENH00586,ENC00248,leukocyte,empty0,empty0
1858,ENH00586,ENC00078,mast_cell,empty0,empty0
1859,ENH00591,ENC00020,brain,empty0,empty0
1860,ENH00591,ENC00262,cerebellum,empty0,empty0
1861,ENH00591,ENC00322,adenohypophysis,empty0,empty0
1862,ENH00591,ENC00164,retina,empty0,empty0
1863,ENH00591,ENC00184,colon,empty0,empty0
1864,ENH00591,ENC00115,prostate,empty0,empty0
1865,ENH00591,ENC00140,testis,empty0,empty0
1866,ENH00591,ENC00145,thyroid_gland,empty0,empty0
1867,ENH00591,ENC00407,parathyroid_gland,empty0,empty0
1868,ENH00591,ENC00312,urinary_bladder,empty0,empty0
1869,ENH00591,ENC00408,medulla_oblongata,empty0,empty0
1870,ENH00591,ENC00411,white_matter,empty0,empty0
1871,ENH00591,ENC00587,right_coronary_artery,empty0,empty0
1872,ENH00591,ENC00588,left coronary artery,empty0,empty0
1873,ENH00592,ENC00020,brain,empty0,empty0
1874,ENH00596,ENC00164,retina,empty0,empty0
1875,ENH00596,ENC00361,hypothalamus,ENR00816,melatonin 1 receptor
1876,ENH00597,ENC00164,retina,empty0,empty0
1877,ENH00599,ENC00134,substantia_nigra,empty0,empty0
1878,ENH00599,ENC00361,hypothalamus,empty0,empty0
1879,ENH00599,ENC00050,hippocampus,empty0,empty0
1880,ENH00599,ENC00357,spinal_cord,empty0,empty0
1881,ENH00599,ENC00112,placenta,empty0,empty0
1882,ENH00599,ENC00140,testis,empty0,empty0
1883,ENH00599,ENC00097,ovary,empty0,empty0
1884,ENH00599,ENC00246,uterus,empty0,empty0
1885,ENH00600,ENC00361,hypothalamus,empty0,empty0
1886,ENH00600,ENC00050,hippocampus,empty0,empty0
1887,ENH00600,ENC00357,spinal_cord,empty0,empty0
1888,ENH00600,ENC00112,placenta,empty0,empty0
1889,ENH00600,ENC00140,testis,empty0,empty0
1890,ENH00600,ENC00246,uterus,empty0,empty0
1891,ENH00600,ENC00097,ovary,empty0,empty0
1892,ENH00600,ENC00134,substantia_nigra,empty0,empty0
1893,ENH00601,ENC00041,mucosa_of_gastric_wall,empty0,empty0
1894,ENH00601,ENC00132,stomach,empty0,empty0
1895,ENH00601,ENC00361,hypothalamus,empty0,empty0
1896,ENH00602,ENC00041,mucosa_of_gastric_wall,empty0,empty0
1897,ENH00602,ENC00132,stomach,empty0,empty0
1898,ENH00602,ENC00361,hypothalamus,empty0,empty0
1899,ENH00603,ENC00020,brain,empty0,empty0
1900,ENH00604,ENC00189,arcuate_nucleus_of_hypothalamus,empty0,empty0
1901,ENH00605,ENC00020,brain,empty0,empty0
1902,ENH00612,ENC00063,kidney,ENR01062,renin receptor
1903,ENH00612,ENC00063,kidney,ENR01317,Succinate receptor 1
1904,ENH00612,ENC00457,Goormaghtighs_cell,ENR01188,CaSR
1905,ENH00612,ENC00457,Goormaghtighs_cell,ENR00805,beta-1 adrenoreceptor
1906,ENH00612,ENC00457,Goormaghtighs_cell,ENR00808,angiotensin II type 1 receptor
1907,ENH00612,ENC00457,Goormaghtighs_cell,ENR01108,NPR1
1908,ENH00612,ENC00424,lipocyte_of_liver,empty0,empty0
1909,ENH00612,ENC00249,hepatocyte,empty0,empty0
1910,ENH00613,ENC00275,frontal_lobe,empty0,empty0
1911,ENH00613,ENC00361,hypothalamus,empty0,empty0
1912,ENH00613,ENC00413,thalamus,empty0,empty0
1913,ENH00613,ENC00220,periventricular_nucleus_of_hypothalamus,empty0,empty0
1914,ENH00613,ENC00005,adipose_tissue,empty0,empty0
1915,ENH00614,ENC00020,brain,empty0,empty0
1916,ENH00614,ENC00275,frontal_lobe,empty0,empty0
1917,ENH00614,ENC00361,hypothalamus,empty0,empty0
1918,ENH00614,ENC00413,thalamus,empty0,empty0
1919,ENH00615,ENC00020,brain,empty0,empty0
1920,ENH00615,ENC00275,frontal_lobe,empty0,empty0
1921,ENH00615,ENC00361,hypothalamus,empty0,empty0
1922,ENH00615,ENC00413,thalamus,empty0,empty0
1923,ENH00616,ENC00020,brain,empty0,empty0
1924,ENH00616,ENC00275,frontal_lobe,empty0,empty0
1925,ENH00616,ENC00361,hypothalamus,empty0,empty0
1926,ENH00616,ENC00413,thalamus,empty0,empty0
1927,ENH00617,ENC00145,thyroid_gland,empty0,empty0
1928,ENH00617,ENC00104,parafollicular_cell,empty0,empty0
1929,ENH00619,ENC00074,lung,empty0,empty0
1930,ENH00619,ENC00365,digestive_system,empty0,empty0
1931,ENH00625,ENC00417,jejunum,empty0,empty0
1932,ENH00625,ENC00018,bone_marrow,empty0,empty0
1933,ENH00625,ENC00055,immune_system,empty0,empty0
1934,ENH00625,ENC00281,enteric_glial_cell,empty0,empty0
1935,ENH00628,ENC00020,brain,empty0,empty0
1936,ENH00628,ENC00250,chondrocyte,empty0,empty0
1937,ENH00628,ENC00600,endothelial_cell,empty0,empty0
1938,ENH00631,ENC00421,ventricles,empty0,empty0
1939,ENH00633,ENC00216,macrophage,empty0,empty0
1940,ENH00636,ENC00048,heart,empty0,empty0
1941,ENH00636,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
1942,ENH00636,ENC00037,cell_of_endometrium_of_uterus,empty0,empty0
1943,ENH00637,ENC00308,appendix,empty0,empty0
1944,ENH00637,ENC00018,bone_marrow,empty0,empty0
1945,ENH00637,ENC00130,spleen,empty0,empty0
1946,ENH00637,ENC00144,thymus,empty0,empty0
1947,ENH00637,ENC00250,chondrocyte,empty0,empty0
1948,ENH00637,ENC00233,B-lymphocyte,empty0,empty0
1949,ENH00638,ENC00145,thyroid_gland,empty0,empty0
1950,ENH00638,ENC00307,tonsil,empty0,empty0
1951,ENH00638,ENC00306,lymph_node,empty0,empty0
1952,ENH00638,ENC00315,trachea,empty0,empty0
1953,ENH00638,ENC00115,prostate,empty0,empty0
1954,ENH00639,ENC00020,brain,empty0,empty0
1955,ENH00640,ENC00241,neutrophil_granulocyte,empty0,empty0
1956,ENH00640,ENC00125,skin,empty0,empty0
1957,ENH00642,ENC00382,bone,empty0,empty0
1958,ENH00643,ENC00389,peripheral blood leukocytes,empty0,empty0
1959,ENH00643,ENC00241,neutrophil_granulocyte,empty0,empty0
1960,ENH00643,ENC00144,thymus,empty0,empty0
1961,ENH00643,ENC00293,thymocyte,empty0,empty0
1962,ENH00644,ENC00115,prostate,empty0,empty0
1963,ENH00644,ENC00063,kidney,empty0,empty0
1964,ENH00644,ENC00022,breast,empty0,empty0
1965,ENH00645,ENC00176,basophil_corticotroph_cell_of_anterior_pituitary,empty0,empty0
1966,ENH00646,ENC00444,gonadotropin_releasing_hormone_neuron,empty0,empty0
1967,ENH00649,ENC00273,Kupffer_cell_stellate_cell_of_liver,empty0,empty0
1968,ENH00650,ENC00217,neutrophil_granulocyte,empty0,empty0
1969,ENH00650,ENC00219,eosinophil_granulocyte,empty0,empty0
1970,ENH00650,ENC00251,basophil_granulocyte,empty0,empty0
1971,ENH00650,ENC00449,mesangium,ENR00655,CD14
1972,ENH00650,ENC00078,mast_cell,empty0,empty0
1973,ENH00650,ENC00216,macrophage,ENR00717,TNFR1
1974,ENH00650,ENC00216,macrophage,ENR00715,IL-1RII
1975,ENH00650,ENC00247,monocyte,ENR00655,CD14
1976,ENH00650,ENC00247,monocyte,ENR00715,IL-1RII
1977,ENH00650,ENC00247,monocyte,ENR00717,TNFR1
1978,ENH00650,ENC00013,platelet,empty0,empty0
1979,ENH00652,ENC00260,endocardium,empty0,empty0
1980,ENH00652,ENC00603,pericardium,empty0,empty0
1981,ENH00654,ENC00429,sinusoidal_endothelial_cell,empty0,empty0
1982,ENH00655,ENC00262,cerebellum,empty0,empty0
1983,ENH00655,ENC00260,endocardium,empty0,empty0
1984,ENH00655,ENC00603,pericardium,empty0,empty0
1985,ENH00657,ENC00249,hepatocyte,ENR01077,LXR-alpha
1986,ENH00657,ENC00249,hepatocyte,ENR01076,LXR-beta
1987,ENH00657,ENC00547,mucosa_of_gallbladder,empty0,empty0
1988,ENH00657,ENC00255,mucosa_of_small_intestine,empty0,empty0
1989,ENH00657,ENC00254,mucosa_of_large_intestine,empty0,empty0
1990,ENH00657,ENC00216,macrophage,ENR01311,ATP-binding cassette sub-family A member 1
1991,ENH00658,ENC00005,adipose_tissue,empty0,empty0
1992,ENH00660,ENC00244,epithelial_cell,empty0,empty0
1993,ENH00660,ENC00127,small_intestine,empty0,empty0
1994,ENH00660,ENC00184,colon,empty0,empty0
1995,ENH00660,ENC00074,lung,empty0,empty0
1996,ENH00660,ENC00132,stomach,empty0,empty0
1997,ENH00660,ENC00115,prostate,empty0,empty0
1998,ENH00661,ENC00375,ectoderm,empty0,empty0
1999,ENH00661,ENC00222,keratinocyte,empty0,empty0
2000,ENH00661,ENC00210,hair_follicle,empty0,empty0
2001,ENH00661,ENC00435,sweat_glands,empty0,empty0
2002,ENH00663,ENC00014,blood,empty0,empty0
2003,ENH00663,ENC00130,spleen,empty0,empty0
2004,ENH00663,ENC00389,peripheral blood leukocytes,empty0,empty0
2005,ENH00663,ENC00144,thymus,empty0,empty0
2006,ENH00663,ENC00127,small_intestine,empty0,empty0
2007,ENH00663,ENC00055,immune_system,empty0,empty0
2008,ENH00664,ENC00125,skin,empty0,empty0
2009,ENH00664,ENC00435,sweat_glands,empty0,empty0
2010,ENH00664,ENC00593,stratum_granulosum,empty0,empty0
2011,ENH00664,ENC00076,mammary_gland,empty0,empty0
2012,ENH00664,ENC00210,hair_follicle,empty0,empty0
2013,ENH00664,ENC00212,sebaceous_glands,empty0,empty0
2014,ENH00664,ENC00222,keratinocyte,empty0,empty0
2015,ENH00665,ENC00284,astrocyte,empty0,empty0
2016,ENH00665,ENC00020,brain,empty0,empty0
2017,ENH00665,ENC00144,thymus,empty0,empty0
2018,ENH00665,ENC00097,ovary,empty0,empty0
2019,ENH00665,ENC00040,gallbladder,empty0,empty0
2020,ENH00665,ENC00112,placenta,empty0,empty0
2021,ENH00665,ENC00127,small_intestine,empty0,empty0
2022,ENH00665,ENC00132,stomach,empty0,empty0
2023,ENH00665,ENC00140,testis,empty0,empty0
2024,ENH00665,ENC00115,prostate,empty0,empty0
2025,ENH00666,ENC00437,epididymis,empty0,empty0
2026,ENH00666,ENC00140,testis,empty0,empty0
2027,ENH00668,ENC00248,leukocyte,empty0,empty0
2028,ENH00668,ENC00086,cardiac_muscle,empty0,empty0
2029,ENH00668,ENC00528,thymic_epithelial_cell,empty0,empty0
2030,ENH00668,ENC00228,dendritic_cell_in_lymphoid_tissues,empty0,empty0
2031,ENH00669,ENC00048,heart,empty0,empty0
2032,ENH00669,ENC00112,placenta,empty0,empty0
2033,ENH00669,ENC00122,skeleton_muscle,empty0,empty0
2034,ENH00669,ENC00074,lung,empty0,empty0
2035,ENH00669,ENC00130,spleen,empty0,empty0
2036,ENH00669,ENC00063,kidney,empty0,empty0
2037,ENH00669,ENC00247,monocyte,empty0,empty0
2038,ENH00669,ENC00228,dendritic_cell_in_lymphoid_tissues,empty0,empty0
2039,ENH00669,ENC00222,keratinocyte,empty0,empty0
2040,ENH00669,ENC00233,B-lymphocyte,empty0,empty0
2041,ENH00669,ENC00287,T-lymphocyte,empty0,empty0
2042,ENH00670,ENC00429,sinusoidal_endothelial_cell,empty0,empty0
2043,ENH00671,ENC00246,uterus,empty0,empty0
2044,ENH00671,ENC00437,epididymis,empty0,empty0
2045,ENH00671,ENC00074,lung,empty0,empty0
2046,ENH00671,ENC00037,cell_of_endometrium_of_uterus,empty0,empty0
2047,ENH00671,ENC00144,thymus,empty0,empty0
2048,ENH00671,ENC00365,digestive_system,empty0,empty0
2049,ENH00671,ENC00102,pancreas,empty0,empty0
2050,ENH00671,ENC00076,mammary_gland,empty0,empty0
2051,ENH00671,ENC00115,prostate,empty0,empty0
2052,ENH00671,ENC00244,epithelial_cell,empty0,empty0
2053,ENH00671,ENC00053,pituitary_gland_of_diencephalon,empty0,empty0
2054,ENH00673,ENC00315,trachea,empty0,empty0
2055,ENH00673,ENC00074,lung,empty0,empty0
2056,ENH00679,ENC00097,ovary,empty0,empty0
2057,ENH00681,ENC00018,bone_marrow,empty0,empty0
2058,ENH00681,ENC00130,spleen,empty0,empty0
2059,ENH00681,ENC00144,thymus,empty0,empty0
2060,ENH00681,ENC00005,adipose_tissue,empty0,empty0
2061,ENH00684,ENC00020,brain,empty0,empty0
2062,ENH00684,ENC00361,hypothalamus,empty0,empty0
2063,ENH00685,ENC00020,brain,empty0,empty0
2064,ENH00685,ENC00053,pituitary_gland_of_diencephalon,empty0,empty0
2065,ENH00686,ENC00445,anterior_periventricular_nucleus,empty0,empty0
2066,ENH00686,ENC00189,arcuate_nucleus_of_hypothalamus,ENR00704,ER-alpha
2067,ENH00686,ENC00189,arcuate_nucleus_of_hypothalamus,ENR00905,ER-beta
2068,ENH00686,ENC00189,arcuate_nucleus_of_hypothalamus,ENR00976,unspecified testosterone receptor 1
2069,ENH00688,ENC00578,liver,empty0,empty0
2070,ENH00688,ENC00074,lung,empty0,empty0
2071,ENH00688,ENC00053,pituitary_gland_of_diencephalon,empty0,empty0
2072,ENH00688,ENC00097,ovary,empty0,empty0
2073,ENH00689,ENC00310,substantia_propria_of_cornea,empty0,empty0
2074,ENH00689,ENC00283,fibroblast,empty0,empty0
2075,ENH00691,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
2076,ENH00694,ENC00112,placenta,empty0,empty0
2077,ENH00694,ENC00140,testis,empty0,empty0
2078,ENH00694,ENC00097,ovary,empty0,empty0
2079,ENH00694,ENC00365,digestive_system,empty0,empty0
2080,ENH00696,ENC00192,ovarian_follicle_cell,empty0,empty0
2081,ENH00697,ENC00228,dendritic_cell_in_lymphoid_tissues,empty0,empty0
2082,ENH00697,ENC00216,macrophage,empty0,empty0
2083,ENH00697,ENC00014,blood,empty0,empty0
2084,ENH00697,ENC00020,brain,empty0,empty0
2085,ENH00697,ENC00074,lung,empty0,empty0
2086,ENH00697,ENC00097,ovary,empty0,empty0
2087,ENH00697,ENC00102,pancreas,empty0,empty0
2088,ENH00697,ENC00112,placenta,empty0,empty0
2089,ENH00697,ENC00115,prostate,empty0,empty0
2090,ENH00697,ENC00140,testis,empty0,empty0
2091,ENH00698,ENC00014,blood,empty0,empty0
2092,ENH00698,ENC00020,brain,empty0,empty0
2093,ENH00698,ENC00074,lung,empty0,empty0
2094,ENH00698,ENC00097,ovary,empty0,empty0
2095,ENH00698,ENC00102,pancreas,empty0,empty0
2096,ENH00698,ENC00112,placenta,empty0,empty0
2097,ENH00698,ENC00115,prostate,empty0,empty0
2098,ENH00698,ENC00140,testis,empty0,empty0
2099,ENH00699,ENC00014,blood,empty0,empty0
2100,ENH00699,ENC00020,brain,empty0,empty0
2101,ENH00699,ENC00074,lung,empty0,empty0
2102,ENH00699,ENC00097,ovary,empty0,empty0
2103,ENH00699,ENC00102,pancreas,empty0,empty0
2104,ENH00699,ENC00112,placenta,empty0,empty0
2105,ENH00699,ENC00115,prostate,empty0,empty0
2106,ENH00699,ENC00140,testis,empty0,empty0
2107,ENH00701,ENC00247,monocyte,empty0,empty0
2108,ENH00702,ENC00283,fibroblast,empty0,empty0
2109,ENH00704,ENC00249,hepatocyte,empty0,empty0
2110,ENH00705,ENC00578,liver,ENR01078,bile acid receptor
2111,ENH00705,ENC00112,placenta,empty0,empty0
2112,ENH00707,ENC00244,epithelial_cell,empty0,empty0
2113,ENH00707,ENC00287,T-lymphocyte,empty0,empty0
2114,ENH00708,ENC00450,epithelial_cell_with_microvilli,ENR00930,EGFR isoform a
2115,ENH00708,ENC00184,colon,empty0,empty0
2116,ENH00708,ENC00234,bronchi,empty0,empty0
2117,ENH00708,ENC00040,gallbladder,empty0,empty0
2118,ENH00708,ENC00127,small_intestine,empty0,empty0
2119,ENH00708,ENC00344,cervix_of_uterus,empty0,empty0
2120,ENH00709,ENC00222,keratinocyte,empty0,empty0
2121,ENH00709,ENC00244,epithelial_cell,empty0,empty0
2122,ENH00711,ENC00217,neutrophil_granulocyte,empty0,empty0
2123,ENH00712,ENC00222,keratinocyte,ENR00664,VDR
2124,ENH00712,ENC00217,neutrophil_granulocyte,empty0,empty0
2125,ENH00713,ENC00244,epithelial_cell,empty0,empty0
2126,ENH00713,ENC00450,epithelial_cell_with_microvilli,empty0,empty0
2127,ENH00713,ENC00063,kidney,empty0,empty0
2128,ENH00713,ENC00102,pancreas,empty0,empty0
2129,ENH00713,ENC00245,major_salivary_glands,empty0,empty0
2130,ENH00713,ENC00315,trachea,empty0,empty0
2131,ENH00713,ENC00112,placenta,empty0,empty0
2132,ENH00713,ENC00115,prostate,empty0,empty0
2133,ENH00713,ENC00140,testis,empty0,empty0
2134,ENH00713,ENC00144,thymus,empty0,empty0
2135,ENH00713,ENC00127,small_intestine,empty0,empty0
2136,ENH00716,ENC00217,neutrophil_granulocyte,empty0,empty0
2137,ENH00717,ENC00217,neutrophil_granulocyte,empty0,empty0
2138,ENH00718,ENC00217,neutrophil_granulocyte,empty0,empty0
2139,ENH00721,ENC00455,Paneths_granular_cells,empty0,empty0
2140,ENH00722,ENC00455,Paneths_granular_cells,empty0,empty0
2141,ENH00723,ENC00140,testis,empty0,empty0
2142,ENH00724,ENC00140,testis,empty0,empty0
2143,ENH00727,ENC00228,dendritic_cell_in_lymphoid_tissues,empty0,empty0
2144,ENH00727,ENC00222,keratinocyte,empty0,empty0
2145,ENH00730,ENC00233,B-lymphocyte,ENR01101,IL-4R type l
2146,ENH00734,ENC00262,cerebellum,ENR00825,CB1
2147,ENH00734,ENC00556,corpus_striatum,empty0,empty0
2148,ENH00734,ENC00275,frontal_lobe,ENR00751,5-ht-6R
2149,ENH00739,ENC00233,B-lymphocyte,empty0,empty0
2150,ENH00739,ENC00241,neutrophil_granulocyte,empty0,empty0
2151,ENH00739,ENC00216,macrophage,empty0,empty0
2152,ENH00739,ENC00287,T-lymphocyte,empty0,empty0
2153,ENH00741,ENC00350,artery,empty0,empty0
2154,ENH00741,ENC00125,skin,empty0,empty0
2155,ENH00741,ENC00244,epithelial_cell,empty0,empty0
2156,ENH00741,ENC00222,keratinocyte,empty0,empty0
2157,ENH00742,ENC00014,blood,empty0,empty0
2158,ENH00750,ENC00112,placenta,empty0,empty0
2159,ENH00752,ENC00144,thymus,empty0,empty0
2160,ENH00752,ENC00508,epithelial_reticular_cell_of_thymus,empty0,empty0
2161,ENH00756,ENC00360,neuron,empty0,empty0
2162,ENH00759,ENC00249,hepatocyte,empty0,empty0
2163,ENH00761,ENC00249,hepatocyte,empty0,empty0
2164,ENH00762,ENC00078,mast_cell,empty0,empty0
2165,ENH00763,ENC00468,Müllers_radial_cell_of_retina,empty0,empty0
2166,ENH00763,ENC00048,heart,empty0,empty0
2167,ENH00764,ENC00247,monocyte,empty0,empty0
2168,ENH00764,ENC00380,serum,empty0,empty0
2169,ENH00764,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,empty0,empty0
2170,ENH00764,ENC00295,amniotic_fluid,empty0,empty0
2171,ENH00764,ENC00112,placenta,empty0,empty0
2172,ENH00765,ENC00231,continuous_vascular_endothelial_cell_of_blood_vessels_and_lymphatics,ENR00668,Vascular endothelial growth factor receptor 2
2173,ENH00766,ENC00244,epithelial_cell,empty0,empty0
2174,ENH00766,ENC00600,endothelial_cell,empty0,empty0
2175,ENH00768,ENC00200,enterochromaffin_like_cell,empty0,empty0
2176,ENH00771,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENR00942,gonadotropin-releasing hormone receptor
2177,ENH00773,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENR00942,gonadotropin-releasing hormone receptor
2178,ENH00774,ENC00003,basophil_gonadotroph_cell_of_anterior_pituitary_FSH,ENR00942,gonadotropin-releasing hormone receptor
2179,ENH00774,ENC00361,hypothalamus,empty0,empty0
2180,ENH00790,ENC00112,placenta,empty0,empty0
2181,ENH00790,ENC00343,trophoblast_cell,empty0,empty0
2182,ENH00790,ENC00471,syncytiotrophoblast,empty0,empty0
2183,ENH00799,ENC00097,ovary,empty0,empty0
2184,ENH00802,ENC00516,mesothelial_cell,empty0,empty0
2185,ENH00804,ENC00063,kidney,empty0,empty0
2186,ENH00807,ENC00005,adipose_tissue,empty0,empty0
2187,ENH00807,ENC00004,fat_cell,empty0,empty0
2188,ENH00808,ENC00004,fat_cell,empty0,empty0
2189,ENH00808,ENC00249,hepatocyte,empty0,empty0
2190,ENH00808,ENC00247,monocyte,empty0,empty0
2191,ENH00809,ENC00004,fat_cell,empty0,empty0
2192,ENH00809,ENC00005,adipose_tissue,empty0,empty0
2193,ENH00812,ENC00249,hepatocyte,empty0,empty0
2194,ENH00813,ENC00164,retina,empty0,empty0
2195,ENH00815,ENC00326,cartilage,empty0,empty0
2196,ENH00820,ENC00249,hepatocyte,ENR00691,glucocorticoid receptor
2197,ENH00820,ENC00249,hepatocyte,ENR00704,ER-alpha
2198,ENH00821,ENC00250,chondrocyte,empty0,empty0
2199,ENH00821,ENC00093,osteoblast,empty0,empty0
2200,ENH00821,ENC00326,cartilage,empty0,empty0
2201,ENH00822,ENC00284,astrocyte,empty0,empty0
2202,ENH00840,ENC00246,uterus,empty0,empty0
2203,ENH00840,ENC00074,lung,empty0,empty0
2204,ENH00840,ENC00020,brain,empty0,empty0
2205,ENH00840,ENC00048,heart,empty0,empty0
2206,ENH00841,ENC00477,floor_plate_of_neural_tube,empty0,empty0
2207,ENH00843,ENC00477,floor_plate_of_neural_tube,empty0,empty0
2208,ENH00848,ENC00112,placenta,empty0,empty0
2209,ENH00849,ENC00112,placenta,empty0,empty0
2210,ENH00859,ENC00249,hepatocyte,empty0,empty0
2211,ENH00862,ENC00122,skeleton_muscle,empty0,empty0
2212,ENH00862,ENC00357,spinal_cord,empty0,empty0
2213,ENH00862,ENC00020,brain,empty0,empty0
2214,ENH00864,ENC00473,mesenchyme_cell,empty0,empty0
2215,ENH00867,ENC00357,spinal_cord,empty0,empty0
2216,ENH00867,ENC00050,hippocampus,empty0,empty0
2217,ENH00868,ENC00207,blood_vessel,empty0,empty0
2218,ENH00868,ENC00125,skin,empty0,empty0
2219,ENH00868,ENC00307,tonsil,empty0,empty0
2220,ENH00868,ENC00112,placenta,empty0,empty0
2221,ENH00868,ENC00048,heart,empty0,empty0
2222,ENH00868,ENC00480,basal_layer_of_epidermis,empty0,empty0
2223,ENH00868,ENC00482,respiratory_organ,empty0,empty0
2224,ENH00868,ENC00127,small_intestine,empty0,empty0
2225,ENH00868,ENC00097,ovary,empty0,empty0
