,Endo_id,name,cytomer,sec_hormones,receptors,large_struct,substruct
429,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,cy0011246,"['ENH00206', 'ENH00215', 'ENH00137', 'ENH00271', 'ENH00273', 'ENH00256', 'ENH00257', 'ENH00258', 'ENH00277', 'ENH00287', 'ENH00320', 'ENH00266', 'ENH00306', 'ENH00157', 'ENH00395', 'ENH00454', 'ENH00459', 'ENH00526', 'ENH00541', 'ENH00576', 'ENH00636', 'ENH00691', 'ENH00235', 'ENH00764', 'ENH00067', 'ENH00072', 'ENH00928', 'ENH00931', 'ENH00934', 'ENH00765', 'ENH00961', 'ENH01007', 'ENH00062', 'ENH00346', 'ENH00439', 'ENH00384', 'ENH00468', 'ENH00165', 'ENH00218', 'ENH01131']","['ENR00748', 'ENR00749', 'ENR01205', 'ENR00636', 'ENR00884', 'ENR01008', 'ENR00760', 'ENR00435', 'ENR01018', 'ENR01041', 'ENR01038', 'ENR01069', 'ENR00841', 'ENR00843', 'ENR00931', 'ENR00842', 'ENR00844', 'ENR01190', 'ENR01191', 'ENR01238', 'ENR01282', 'ENR00935', 'ENR00865', 'ENR00669', 'ENR01265', 'ENR01318', 'ENR00668', 'ENR00755', 'ENR00756', 'ENR00758', 'ENR01325']","['ENC00302', 'ENC00601', 'ENC00207', 'ENC00074']",[]
430,ENC00241,neutrophil granulocyte,cy0011309,"['ENH00208', 'ENH00215', 'ENH00739', 'ENH00640', 'ENH00643', 'ENH00937', 'ENH00287']","['ENR00655', 'ENR01112']","['ENC00234', 'ENC00302', 'ENC00601', 'ENC00055', 'ENC00014', 'ENC00018', 'ENC00074']",[]
431,ENC00250,chondrocyte,cy0044720,"['ENH00453', 'ENH00435', 'ENH00395', 'ENH00455', 'ENH00457', 'ENH00459', 'ENH00460', 'ENH00511', 'ENH00512', 'ENH00144', 'ENH00518', 'ENH00373', 'ENH00574', 'ENH00576', 'ENH00637', 'ENH00821', 'ENH00518', 'ENH00165', 'ENH00235', 'ENH00628']","['ENR00748', 'ENR00749', 'ENR00873', 'ENR00999', 'ENR00865', 'ENR00058', 'ENR00699', 'ENR00698', 'ENR00659', 'ENR00982', 'ENR00984', 'ENR00934', 'ENR00983', 'ENR00263', 'ENR00884', 'ENR01027', 'ENR01090', 'ENR01109']",[],[]
432,ENC00252,enterochromaffin cell of gastrointestinal tract,cy0014549,"['ENH00219', 'ENH00161', 'ENH00166']",[],"['ENC00132', 'ENC00601', 'ENC00365', 'ENC00040', 'ENC00041']",[]
433,ENC00254,mucosa of large intestine,cy0000883,"['ENH00212', 'ENH00657']",[],"['ENC00122', 'ENC00171', 'ENC00601', 'ENC00365', 'ENC00221']","['ENC00152', 'ENC00288', 'ENC00450', 'ENC00420']"
434,ENC00263,aorta,cy0000222,"['ENH00324', 'ENH00454', 'ENH00510', 'ENH00576', 'ENH00067', 'ENH00287', 'ENH00980']","['ENR00800', 'ENR01041', 'ENR01191', 'ENR01211', 'ENR01320']",[],[]
435,ENC00264,dentate nucleus,cy0022585,[],"['ENR00799', 'ENR00800', 'ENR00801', 'ENR00803']",[],[]
436,ENC00269,cerebellar cortex,cy0018555,[],"['ENR00800', 'ENR00802', 'ENR00803']","['ENC00020', 'ENC00302', 'ENC00262', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00266', 'ENC00265', 'ENC00360', 'ENC00267', 'ENC00268', 'ENC00549']"
437,ENC00272,superior colliculus,cy0006198,"['ENH00243', 'ENH00479']",[],"['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
438,ENC00275,frontal lobe,cy0052363,"['ENH00613', 'ENH00614', 'ENH00615', 'ENH00616', 'ENH01053', 'ENH00734']","['ENR00361', 'ENR01058', 'ENR01265', 'ENR00929', 'ENR01012', 'ENR00751', 'ENR00795', 'ENR00796', 'ENR00797']",[],[]
439,ENC00277,orbit right and left,cy0001354,['ENH00324'],[],['ENC00601'],"['ENC00093', 'ENC00216', 'ENC00325', 'ENC00283']"
440,ENC00295,amniotic fluid,cy0044703,['ENH00764'],[],[],[]
441,ENC00300,angioblast,cy0014508,[],['ENR00636'],['ENC00198'],[]
442,ENC00301,beaker cell,cy0014496,['ENH00293'],[],"['ENC00132', 'ENC00035', 'ENC00127', 'ENC00041', 'ENC00221', 'ENC00405', 'ENC00308', 'ENC00122', 'ENC00171', 'ENC00417', 'ENC00601', 'ENC00365', 'ENC00416', 'ENC00415', 'ENC00255', 'ENC00184']",[]
443,ENC00305,myelocyte,cy0052344,['ENH00938'],['ENR01009'],[],[]
444,ENC00310,substantia propria of cornea,cy0007591,"['ENH00366', 'ENH00365', 'ENH00369', 'ENH00371', 'ENH00383', 'ENH00364', 'ENH00689']",[],['ENC00323'],[]
445,ENC00318,hematopoietic stem cell,cy0052329,"['ENH00409', 'ENH00165', 'ENH00073', 'ENH01089']","['ENR00664', 'ENR00999', 'ENR00894', 'ENR00595', 'ENR00838', 'ENR01011', 'ENR01191', 'ENR00874']",[],[]
446,ENC00319,osteoclast,cy0011461,[],"['ENR00679', 'ENR00717', 'ENR00595']",[],[]
447,ENC00324,monoblast,cy0044751,[],['ENR00595'],[],[]
448,ENC00330,articular cartilage,cy0045439,"['ENH00373', 'ENH00371', 'ENH00574']",[],[],"['ENC00216', 'ENC00283']"
449,ENC00343,trophoblast cell,cy0014502,"['ENH00272', 'ENH00280', 'ENH00274', 'ENH00790', 'ENH00916', 'ENH00068']",[],[],[]
450,ENC00350,artery,cy0040987,"['ENH00463', 'ENH00741', 'ENH00287', 'ENH00977', 'ENH00978']",[],"['ENC00302', 'ENC00207']","['ENC00093', 'ENC00152', 'ENC00600', 'ENC00597', 'ENC00592', 'ENC00493', 'ENC00216', 'ENC00591', 'ENC00283', 'ENC00325']"
451,ENC00356,enteroendocrine cell of gastrointestinal tract,cy0014550,"['ENH00467', 'ENH00464', 'ENH00466', 'ENH00473', 'ENH01121', 'ENH00127']",[],"['ENC00601', 'ENC00365', 'ENC00102']",[]
452,ENC00366,alar column,cy0008371,['ENH00479'],[],"['ENC00020', 'ENC00302', 'ENC00027']",[]
453,ENC00369,anterior horn of spinal cord,cy0005681,['ENH00479'],[],"['ENC00020', 'ENC00357', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
454,ENC00372,roof plate of neural tube,cy0008201,['ENH00480'],[],['ENC00302'],[]
455,ENC00375,ectoderm,cy0031734,"['ENH00480', 'ENH00661']",[],[],[]
456,ENC00384,peritoneal mesothelial cell,cy0052339,['ENH00212'],['ENR00979'],[],[]
457,ENC00385,nuclei of solitary tract,cy0001609,"['ENH00467', 'ENH00466', 'ENH01121']",[],"['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027', 'ENC00408']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
458,ENC00389,peripheral blood leukocytes,empty0,"['ENH00643', 'ENH00663']","['ENR01041', 'ENR01052', 'ENR01051', 'ENR01127', 'ENR01128', 'ENR01191', 'ENR01158', 'ENR01202', 'ENR01203', 'ENR00584', 'ENR00758', 'ENR01319', 'ENR01320', 'ENR01296', 'ENR01327', 'ENR01187']",[],[]
459,ENC00390,intersomitic vessel,cy0052360,[],['ENR01041'],['ENC00198'],[]
460,ENC00393,synovial cell phagocytic,cy0011377,['ENH00574'],[],"['ENC00020', 'ENC00552', 'ENC00602', 'ENC00579', 'ENC00053', 'ENC00097', 'ENC00221', 'ENC00074', 'ENC00171', 'ENC00125', 'ENC00307', 'ENC00055', 'ENC00246', 'ENC00578', 'ENC00102', 'ENC00274', 'ENC00391', 'ENC00262', 'ENC00323', 'ENC00018', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00312', 'ENC00414', 'ENC00088', 'ENC00315', 'ENC00076', 'ENC00447', 'ENC00214', 'ENC00306', 'ENC00022', 'ENC00322', 'ENC00326', 'ENC00130', 'ENC00357', 'ENC00382', 'ENC00599', 'ENC00128', 'ENC00198', 'ENC00207', 'ENC00127', 'ENC00140', 'ENC00027', 'ENC00145', 'ENC00365', 'ENC00144', 'ENC00418', 'ENC00416', 'ENC00115', 'ENC00009', 'ENC00563']",[]
461,ENC00397,peripheral blood lymphocytes,empty0,['ENH00580'],"['ENR01070', 'ENR00277', 'ENR01316', 'ENR01324', 'ENR01328']",[],[]
462,ENC00412,umbilical vein endothelial cells,cy0052330,"['ENH00274', 'ENH00287', 'ENH00934', 'ENH00980', 'ENH00440']","['ENR01069', 'ENR01211', 'ENR00755', 'ENR00756']",[],[]
463,ENC00426,peripheral blood mononuclear cell (PBMC),empty0,"['ENH00218', 'ENH00200', 'ENH00265', 'ENH00327', 'ENH00100']","['ENR00691', 'ENR00806', 'ENR00841', 'ENR00843']",[],[]
464,ENC00438,cholangiocyte,cy0052336,['ENH00235'],"['ENR01050', 'ENR00592', 'ENR00931', 'ENR00841', 'ENR00842', 'ENR00843', 'ENR00844', 'ENR00703', 'ENR00591', 'ENR00589', 'ENR00590']",[],[]
465,ENC00440,pancreatic duct cell,cy0011238,['ENH01093'],[],"['ENC00447', 'ENC00601', 'ENC00365', 'ENC00102']",[]
466,ENC00445,anterior periventricular nucleus,cy0006449,['ENH00686'],[],"['ENC00020', 'ENC00361', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
467,ENC00448,epithelial hair matrix cell,cy0052328,[],['ENR00941'],[],[]
468,ENC00451,epithelial cell of oviduct,cy0052357,"['ENH00362', 'ENH00067', 'ENH01093']",[],"['ENC00528', 'ENC00601']",[]
469,ENC00455,Paneths granular cells,cy0000870,"['ENH00721', 'ENH00722']",[],"['ENC00601', 'ENC00127', 'ENC00365', 'ENC00255']",[]
470,ENC00471,syncytiotrophoblast,cy0008049,['ENH00790'],[],"['ENC00112', 'ENC00601', 'ENC00584']",['ENC00137']
471,ENC00475,neuroretina,cy0052362,['ENH00519'],[],"['ENC00323', 'ENC00164']",[]
472,ENC00477,floor plate of neural tube,cy0027407,"['ENH00841', 'ENH00843']",[],['ENC00302'],[]
473,ENC00478,fat cell of white fat,cy0011234,['ENH00096'],[],"['ENC00004', 'ENC00020', 'ENC00579', 'ENC00022', 'ENC00053', 'ENC00322', 'ENC00326', 'ENC00323', 'ENC00140', 'ENC00027', 'ENC00018', 'ENC00125', 'ENC00302', 'ENC00601', 'ENC00055', 'ENC00076']",[]
474,ENC00480,basal layer of epidermis,cy0031716,['ENH00868'],[],"['ENC00213', 'ENC00125', 'ENC00055']",[]
475,ENC00481,stratum spinosum,cy0000424,['ENH00869'],[],"['ENC00213', 'ENC00125', 'ENC00055']",[]
476,ENC00482,respiratory organ,cy0049593,"['ENH00868', 'ENH00869', 'ENH00287']",[],[],"['ENC00234', 'ENC00460', 'ENC00287', 'ENC00427', 'ENC00544', 'ENC00217', 'ENC00218', 'ENC00313', 'ENC00074', 'ENC00294', 'ENC00023', 'ENC00093', 'ENC00247', 'ENC00276', 'ENC00473', 'ENC00216', 'ENC00283', 'ENC00391', 'ENC00450', 'ENC00379', 'ENC00597', 'ENC00289', 'ENC00082', 'ENC00152', 'ENC00600', 'ENC00290', 'ENC00288', 'ENC00248', 'ENC00219', 'ENC00420', 'ENC00493', 'ENC00364', 'ENC00251', 'ENC00459', 'ENC00315', 'ENC00325']"
477,ENC00484,astroglia,cy0015385,"['ENH00073', 'ENH00875', 'ENH00878']",[],"['ENC00020', 'ENC00027']","['ENC00284', 'ENC00549']"
478,ENC00485,isolated goblet cell of respiratory and digestive tracts,cy0011184,['ENH00208'],[],"['ENC00234', 'ENC00601', 'ENC00365', 'ENC00218', 'ENC00326', 'ENC00074', 'ENC00315']",[]
479,ENC00488,mesencephalon,cy0046381,['ENH00878'],[],"['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027']","['ENC00553', 'ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00271', 'ENC00555', 'ENC00134', 'ENC00585', 'ENC00154', 'ENC00549']"
480,ENC00489,decidua,cy0021864,"['ENH00905', 'ENH00287', 'ENH00152']",[],"['ENC00112', 'ENC00601']",[]
481,ENC00491,duodenal glands,cy0023919,['ENH00067'],[],"['ENC00447', 'ENC00035', 'ENC00601', 'ENC00127', 'ENC00365']",[]
482,ENC00498,mast cell,cy0011312,['ENH00073'],[],"['ENC00447', 'ENC00234', 'ENC00020', 'ENC00579', 'ENC00306', 'ENC00022', 'ENC00218', 'ENC00053', 'ENC00322', 'ENC00326', 'ENC00130', 'ENC00245', 'ENC00097', 'ENC00074', 'ENC00221', 'ENC00171', 'ENC00125', 'ENC00246', 'ENC00055', 'ENC00207', 'ENC00578', 'ENC00132', 'ENC00379', 'ENC00127', 'ENC00040', 'ENC00323', 'ENC00041', 'ENC00140', 'ENC00027', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00312', 'ENC00115', 'ENC00414', 'ENC00315', 'ENC00076']",[]
483,ENC00499,connective tissue of prostate gland,cy0020500,['ENH00073'],[],"['ENC00447', 'ENC00601', 'ENC00115']",['ENC00152']
484,ENC00500,pp cell,cy0044722,['ENH00128'],[],"['ENC00601', 'ENC00365', 'ENC00102', 'ENC00062']",[]
485,ENC00507,cell of apocrine sweat gland,cy0011173,[],[],"['ENC00125', 'ENC00435', 'ENC00055']",[]
486,ENC00508,epithelial reticular cell of thymus,cy0011434,['ENH00752'],[],"['ENC00601', 'ENC00365', 'ENC00144', 'ENC00307', 'ENC00055', 'ENC00418']",[]
487,ENC00509,raphe nuclei of pontile tegmentum,cy0006008,['ENH00166'],[],"['ENC00020', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
488,ENC00513,corneal endothelial cell,cy0011264,[],"['ENR00728', 'ENR00823', 'ENR00917']",['ENC00323'],[]
489,ENC00516,mesothelial cell,cy0011249,['ENH00802'],[],"['ENC00132', 'ENC00602', 'ENC00579', 'ENC00040', 'ENC00140', 'ENC00221', 'ENC00122', 'ENC00171', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00246', 'ENC00578', 'ENC00414']",[]
490,ENC00518,microvascularendothelial cell,cy0052345,"['ENH00928', 'ENH00938', 'ENH00287']","['ENR00865', 'ENR00668', 'ENR01265']",[],[]
491,ENC00533,endodermal epithelium of stomach,cy0028493,['ENH00290'],[],[],[]
492,ENC00534,pharyngeal epithelial cell,cy0052333,[],['ENR00277'],[],[]
493,ENC00535,dendritic cell in lymphoid tissues follicular,cy0011442,[],['ENR00277'],"['ENC00132', 'ENC00127', 'ENC00306', 'ENC00130', 'ENC00308', 'ENC00221', 'ENC00122', 'ENC00171', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00307', 'ENC00055', 'ENC00418', 'ENC00416', 'ENC00255']",[]
494,ENC00542,preadipocyte,cy0044758,['ENH00231'],"['ENR00979', 'ENR00263', 'ENR00756']",[],[]
495,ENC00547,mucosa of gallbladder,cy0000720,['ENH00657'],[],"['ENC00601', 'ENC00365', 'ENC00040']","['ENC00597', 'ENC00493', 'ENC00216', 'ENC00283']"
496,ENC00559,locus caeruleus,cy0047469,['ENH00043'],[],"['ENC00020', 'ENC00302', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
497,ENC00560,gangliocyte,cy0052361,['ENH01077'],[],[],[]
498,ENC00564,embryonic tissue,cy0014659,['ENH01085'],[],[],"['ENC00280', 'ENC00214', 'ENC00427', 'ENC00313', 'ENC00154', 'ENC00294', 'ENC00268', 'ENC00093', 'ENC00284', 'ENC00555', 'ENC00473', 'ENC00585', 'ENC00216', 'ENC00267', 'ENC00283', 'ENC00181', 'ENC00423', 'ENC00472', 'ENC00262', 'ENC00266', 'ENC00265', 'ENC00134', 'ENC00408', 'ENC00549', 'ENC00553', 'ENC00574', 'ENC00271', 'ENC00521', 'ENC00360', 'ENC00325']"
499,ENC00573,prosencephalon,cy0000505,"['ENH01089', 'ENH00474']",[],"['ENC00020', 'ENC00302', 'ENC00027']",[]
500,ENC00578,liver,cy0048368,"['ENH00281', 'ENH00565', 'ENH01093', 'ENH00948', 'ENH00227', 'ENH00211', 'ENH01137', 'ENH01139', 'ENH00688', 'ENH00705']","['ENR00659', 'ENR00114', 'ENR00263', 'ENR00757', 'ENR01319', 'ENR01326', 'ENR01325', 'ENR01322', 'ENR00755', 'ENR00759', 'ENR01327', 'ENR00663', 'ENR00704', 'ENR00905', 'ENR00796', 'ENR00795', 'ENR00795', 'ENR00122']","['ENC00601', 'ENC00365']","['ENC00233', 'ENC00597', 'ENC00349', 'ENC00249', 'ENC00273', 'ENC00152', 'ENC00600', 'ENC00424', 'ENC00429', 'ENC00342', 'ENC00493', 'ENC00473', 'ENC00216', 'ENC00283']"
501,ENC00587,right coronary artery,cy0000137,"['ENH00591', 'ENH00287', 'ENH00409']","['ENR00766', 'ENR01032']",[],[]
502,ENC00588,left coronary artery,cy0046477,"['ENH00591', 'ENH00287', 'ENH00409']","['ENR00766', 'ENR01032']",[],[]
503,ENC00589,empty0,cy0027116,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
504,ENC00590,empty0,cy0008188,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
505,ENC00591,empty0,cy0008345,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
506,ENC00592,empty0,cy0027884,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
507,ENC00593,stratum granulosum,cy0000425,['ENH00664'],[],"['ENC00213', 'ENC00125', 'ENC00055']",[]
508,ENC00596,adenohypophysis,cy0048858,[],['ENR00574'],[],[]
509,ENC00602,heart,cy0048127,[],[],"['ENC00302', 'ENC00601']","['ENC00600', 'ENC00152', 'ENC00421', 'ENC00260', 'ENC00259', 'ENC00086', 'ENC00216', 'ENC00274', 'ENC00283']"
510,ENC00603,pericardium,cy0045177,"['ENH00299', 'ENH00652', 'ENH00655']",[],"['ENC00302', 'ENC00602', 'ENC00601']","['ENC00216', 'ENC00283']"
511,ENC00605,collecting duct of renal tubules,cy0019852,['ENH01071'],[],['ENC00601'],[]
512,ENC00575,empty0,empty0,[],[],[],[]
513,ENC00590,empty0,cy0008188,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
514,ENC00507,cell of apocrine sweat gland,cy0011173,[],[],"['ENC00125', 'ENC00435', 'ENC00055']",[]
515,ENC00591,empty0,cy0008345,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
516,ENC00589,empty0,cy0027116,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
517,ENC00592,empty0,cy0027884,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
518,ENC00602,heart,cy0048127,[],[],"['ENC00302', 'ENC00601']","['ENC00600', 'ENC00152', 'ENC00421', 'ENC00260', 'ENC00259', 'ENC00086', 'ENC00216', 'ENC00274', 'ENC00283']"
0,ENC00500,pp cell,cy0044722,['ENH00128'],[],"['ENC00601', 'ENC00365', 'ENC00102', 'ENC00062']",[]
1,ENC00507,cell of apocrine sweat gland,cy0011173,[],[],"['ENC00125', 'ENC00435', 'ENC00055']",[]
2,ENC00508,epithelial reticular cell of thymus,cy0011434,['ENH00752'],[],"['ENC00601', 'ENC00365', 'ENC00144', 'ENC00307', 'ENC00055', 'ENC00418']",[]
3,ENC00509,raphe nuclei of pontile tegmentum,cy0006008,['ENH00166'],[],"['ENC00020', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
4,ENC00516,mesothelial cell,cy0011249,['ENH00802'],[],"['ENC00132', 'ENC00602', 'ENC00579', 'ENC00040', 'ENC00140', 'ENC00221', 'ENC00122', 'ENC00171', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00246', 'ENC00578', 'ENC00414']",[]
5,ENC00533,endodermal epithelium of stomach,cy0028493,['ENH00290'],[],[],[]
6,ENC00547,mucosa of gallbladder,cy0000720,['ENH00657'],[],"['ENC00601', 'ENC00365', 'ENC00040']","['ENC00597', 'ENC00493', 'ENC00216', 'ENC00283']"
7,ENC00559,locus caeruleus,cy0047469,['ENH00043'],[],"['ENC00020', 'ENC00302', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
8,ENC00560,gangliocyte,cy0052361,['ENH01077'],[],[],[]
9,ENC00564,embryonic tissue,cy0014659,['ENH01085'],[],[],"['ENC00280', 'ENC00214', 'ENC00427', 'ENC00313', 'ENC00154', 'ENC00294', 'ENC00268', 'ENC00093', 'ENC00284', 'ENC00555', 'ENC00473', 'ENC00585', 'ENC00216', 'ENC00267', 'ENC00283', 'ENC00181', 'ENC00423', 'ENC00472', 'ENC00262', 'ENC00266', 'ENC00265', 'ENC00134', 'ENC00408', 'ENC00549', 'ENC00553', 'ENC00574', 'ENC00271', 'ENC00521', 'ENC00360', 'ENC00325']"
10,ENC00573,prosencephalon,cy0000505,"['ENH01089', 'ENH00474']",[],"['ENC00020', 'ENC00302', 'ENC00027']",[]
11,ENC00583,bed nucleus of stria terminalis,cy0016242,[],['ENR00768'],"['ENC00020', 'ENC00182', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
12,ENC00589,empty0,cy0027116,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
13,ENC00590,empty0,cy0008188,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
14,ENC00591,empty0,cy0008345,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
15,ENC00592,empty0,cy0027884,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
16,ENC00593,stratum granulosum,cy0000425,['ENH00664'],[],"['ENC00213', 'ENC00125', 'ENC00055']",[]
17,ENC00602,heart,cy0048127,[],[],"['ENC00302', 'ENC00601']","['ENC00600', 'ENC00152', 'ENC00421', 'ENC00260', 'ENC00259', 'ENC00086', 'ENC00216', 'ENC00274', 'ENC00283']"
18,ENC00603,pericardium,cy0045177,"['ENH00299', 'ENH00652', 'ENH00655']",[],"['ENC00302', 'ENC00602', 'ENC00601']","['ENC00216', 'ENC00283']"
19,ENC00605,collecting duct of renal tubules,cy0019852,['ENH01071'],[],['ENC00601'],[]
20,ENC00038,follicular epithelium of thyroid gland,cy0027470,['ENH00123'],[],['ENC00145'],[]
21,ENC00083,mucosa of small intestine,cy0000837,['ENH00939'],[],"['ENC00601', 'ENC00365']","['ENC00152', 'ENC00288', 'ENC00450', 'ENC00420', 'ENC00216', 'ENC00294']"
22,ENC00104,parafollicular cell,cy0044766,"['ENH00103', 'ENH00617']",[],['ENC00145'],[]
23,ENC00114,neurohypophysis,cy0000467,['ENH00119'],[],"['ENC00020', 'ENC00053', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
24,ENC00117,pyloric part of stomach,cy0000791,['ENH00939'],[],"['ENC00132', 'ENC00601', 'ENC00365']","['ENC00152', 'ENC00597', 'ENC00465', 'ENC00276', 'ENC00493', 'ENC00469', 'ENC00473', 'ENC00201', 'ENC00216', 'ENC00283']"
25,ENC00129,spermatocyte,cy0011366,"['ENH00157', 'ENH01094']",[],"['ENC00601', 'ENC00579', 'ENC00140']",[]
26,ENC00162,cerebrospinal fluid,cy0018777,"['ENH00122', 'ENH00355', 'ENH00356', 'ENH00475', 'ENH00068']",[],[],"['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
27,ENC00192,ovarian follicle cell,cy0011386,"['ENH00120', 'ENH00073', 'ENH00696']",[],"['ENC00601', 'ENC00579', 'ENC00043', 'ENC00097']",[]
28,ENC00193,S cell,cy0045848,['ENH00163'],[],"['ENC00132', 'ENC00601', 'ENC00365']",[]
29,ENC00194,APUD amine precursor uptake and decarboxylation cell,cy0011207,"['ENH00063', 'ENH01121']",[],"['ENC00601', 'ENC00127', 'ENC00365', 'ENC00255']",[]
30,ENC00196,APUD-cell,cy0011224,['ENH00161'],[],"['ENC00601', 'ENC00127', 'ENC00365', 'ENC00255']",[]
31,ENC00252,enterochromaffin cell of gastrointestinal tract,cy0014549,"['ENH00219', 'ENH00161', 'ENH00166']",[],"['ENC00132', 'ENC00601', 'ENC00365', 'ENC00040', 'ENC00041']",[]
32,ENC00254,mucosa of large intestine,cy0000883,"['ENH00212', 'ENH00657']",[],"['ENC00122', 'ENC00171', 'ENC00601', 'ENC00365', 'ENC00221']","['ENC00152', 'ENC00450', 'ENC00288', 'ENC00420']"
33,ENC00255,mucosa of small intestine,cy0000837,"['ENH00212', 'ENH00273', 'ENH00939', 'ENH00657']",[],"['ENC00601', 'ENC00365']","['ENC00152', 'ENC00450', 'ENC00288', 'ENC00420', 'ENC00216', 'ENC00294']"
34,ENC00272,superior colliculus,cy0006198,"['ENH00243', 'ENH00479']",[],"['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
35,ENC00277,orbit right and left,cy0001354,['ENH00324'],[],['ENC00601'],"['ENC00093', 'ENC00216', 'ENC00325', 'ENC00283']"
36,ENC00289,suppressor T cell,cy0011315,['ENH00349'],['ENR01116'],"['ENC00302', 'ENC00601', 'ENC00365', 'ENC00144', 'ENC00055', 'ENC00418', 'ENC00014']",[]
37,ENC00295,amniotic fluid,cy0044703,['ENH00764'],[],[],[]
38,ENC00301,beaker cell,cy0014496,['ENH00293'],[],"['ENC00132', 'ENC00035', 'ENC00127', 'ENC00041', 'ENC00221', 'ENC00405', 'ENC00308', 'ENC00122', 'ENC00171', 'ENC00417', 'ENC00601', 'ENC00365', 'ENC00416', 'ENC00415', 'ENC00255', 'ENC00184']",[]
39,ENC00310,substantia propria of cornea,cy0007591,"['ENH00366', 'ENH00365', 'ENH00369', 'ENH00371', 'ENH00383', 'ENH00364', 'ENH00689']",[],['ENC00323'],[]
40,ENC00330,articular cartilage,cy0045439,"['ENH00373', 'ENH00371', 'ENH00574']",[],[],"['ENC00216', 'ENC00283']"
41,ENC00343,trophoblast cell,cy0014502,"['ENH00272', 'ENH00280', 'ENH00274', 'ENH00790', 'ENH00916', 'ENH00068']",[],[],[]
42,ENC00350,artery,cy0040987,"['ENH00463', 'ENH00741', 'ENH00287', 'ENH00977', 'ENH00978']",[],"['ENC00302', 'ENC00207']","['ENC00093', 'ENC00600', 'ENC00152', 'ENC00590', 'ENC00597', 'ENC00589', 'ENC00592', 'ENC00493', 'ENC00216', 'ENC00591', 'ENC00283', 'ENC00325']"
43,ENC00356,enteroendocrine cell of gastrointestinal tract,cy0014550,"['ENH00467', 'ENH00464', 'ENH00466', 'ENH00473', 'ENH01121', 'ENH00127']",[],"['ENC00601', 'ENC00365', 'ENC00102']",[]
44,ENC00366,alar column,cy0008371,['ENH00479'],[],"['ENC00020', 'ENC00302', 'ENC00027']",[]
45,ENC00369,anterior horn of spinal cord,cy0005681,['ENH00479'],[],"['ENC00020', 'ENC00357', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
46,ENC00372,roof plate of neural tube,cy0008201,['ENH00480'],[],['ENC00302'],[]
47,ENC00375,ectoderm,cy0031734,"['ENH00480', 'ENH00661']",[],[],[]
48,ENC00380,serum,cy0052321,"['ENH00764', 'ENH00287', 'ENH00958']",[],"['ENC00302', 'ENC00055', 'ENC00014']",[]
49,ENC00385,nuclei of solitary tract,cy0001609,"['ENH00467', 'ENH00466', 'ENH01121']",[],"['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027', 'ENC00408']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
