,Endo_id,name,cytomer,sec_hormones,receptors,large_struct,substruct
0,ENC00038,follicular epithelium of thyroid gland,cy0027470,['ENH00123'],[],['ENC00145'],[]
1,ENC00083,mucosa of small intestine,cy0000837,['ENH00939'],[],"['ENC00601', 'ENC00365']","['ENC00152', 'ENC00450', 'ENC00288', 'ENC00420', 'ENC00216', 'ENC00294']"
2,ENC00104,parafollicular cell,cy0044766,"['ENH00103', 'ENH00617']",[],['ENC00145'],[]
3,ENC00114,neurohypophysis,cy0000467,['ENH00119'],[],"['ENC00020', 'ENC00053', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
4,ENC00117,pyloric part of stomach,cy0000791,['ENH00939'],[],"['ENC00132', 'ENC00601', 'ENC00365']","['ENC00152', 'ENC00597', 'ENC00465', 'ENC00276', 'ENC00493', 'ENC00469', 'ENC00201', 'ENC00473', 'ENC00216', 'ENC00283']"
5,ENC00129,spermatocyte,cy0011366,"['ENH00157', 'ENH01094']",[],"['ENC00601', 'ENC00579', 'ENC00140']",[]
6,ENC00162,cerebrospinal fluid,cy0018777,"['ENH00122', 'ENH00355', 'ENH00356', 'ENH00475', 'ENH00068']",[],[],"['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
7,ENC00192,ovarian follicle cell,cy0011386,"['ENH00120', 'ENH00073', 'ENH00696']",[],"['ENC00601', 'ENC00579', 'ENC00043', 'ENC00097']",[]
8,ENC00193,S cell,cy0045848,['ENH00163'],[],"['ENC00132', 'ENC00601', 'ENC00365']",[]
9,ENC00194,APUD amine precursor uptake and decarboxylation cell,cy0011207,"['ENH00063', 'ENH01121']",[],"['ENC00601', 'ENC00127', 'ENC00365', 'ENC00255']",[]
10,ENC00196,APUD-cell,cy0011224,['ENH00161'],[],"['ENC00601', 'ENC00127', 'ENC00365', 'ENC00255']",[]
11,ENC00252,enterochromaffin cell of gastrointestinal tract,cy0014549,"['ENH00219', 'ENH00161', 'ENH00166']",[],"['ENC00132', 'ENC00601', 'ENC00365', 'ENC00040', 'ENC00041']",[]
12,ENC00254,mucosa of large intestine,cy0000883,"['ENH00212', 'ENH00657']",[],"['ENC00122', 'ENC00171', 'ENC00601', 'ENC00365', 'ENC00221']","['ENC00152', 'ENC00288', 'ENC00450', 'ENC00420']"
13,ENC00255,mucosa of small intestine,cy0000837,"['ENH00212', 'ENH00273', 'ENH00939', 'ENH00657']",[],"['ENC00601', 'ENC00365']","['ENC00152', 'ENC00288', 'ENC00450', 'ENC00420', 'ENC00216', 'ENC00294']"
14,ENC00272,superior colliculus,cy0006198,"['ENH00243', 'ENH00479']",[],"['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
15,ENC00277,orbit right and left,cy0001354,['ENH00324'],[],['ENC00601'],"['ENC00093', 'ENC00216', 'ENC00283', 'ENC00325']"
16,ENC00295,amniotic fluid,cy0044703,['ENH00764'],[],[],[]
17,ENC00301,beaker cell,cy0014496,['ENH00293'],[],"['ENC00132', 'ENC00035', 'ENC00127', 'ENC00041', 'ENC00221', 'ENC00405', 'ENC00308', 'ENC00122', 'ENC00171', 'ENC00417', 'ENC00601', 'ENC00365', 'ENC00416', 'ENC00415', 'ENC00255', 'ENC00184']",[]
18,ENC00310,substantia propria of cornea,cy0007591,"['ENH00366', 'ENH00365', 'ENH00369', 'ENH00371', 'ENH00383', 'ENH00364', 'ENH00689']",[],['ENC00323'],[]
19,ENC00330,articular cartilage,cy0045439,"['ENH00373', 'ENH00371', 'ENH00574']",[],[],"['ENC00216', 'ENC00283']"
20,ENC00343,trophoblast cell,cy0014502,"['ENH00272', 'ENH00280', 'ENH00274', 'ENH00790', 'ENH00916', 'ENH00068']",[],[],[]
21,ENC00350,artery,cy0040987,"['ENH00463', 'ENH00741', 'ENH00287', 'ENH00977', 'ENH00978']",[],"['ENC00302', 'ENC00207']","['ENC00093', 'ENC00152', 'ENC00600', 'ENC00590', 'ENC00597', 'ENC00589', 'ENC00592', 'ENC00493', 'ENC00216', 'ENC00591', 'ENC00283', 'ENC00325']"
22,ENC00356,enteroendocrine cell of gastrointestinal tract,cy0014550,"['ENH00467', 'ENH00464', 'ENH00466', 'ENH00473', 'ENH01121', 'ENH00127']",[],"['ENC00601', 'ENC00365', 'ENC00102']",[]
23,ENC00366,alar column,cy0008371,['ENH00479'],[],"['ENC00020', 'ENC00302', 'ENC00027']",[]
24,ENC00369,anterior horn of spinal cord,cy0005681,['ENH00479'],[],"['ENC00020', 'ENC00357', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
25,ENC00372,roof plate of neural tube,cy0008201,['ENH00480'],[],['ENC00302'],[]
26,ENC00375,ectoderm,cy0031734,"['ENH00480', 'ENH00661']",[],[],[]
27,ENC00380,serum,cy0052321,"['ENH00764', 'ENH00287', 'ENH00958']",[],"['ENC00302', 'ENC00055', 'ENC00014']",[]
28,ENC00385,nuclei of solitary tract,cy0001609,"['ENH00467', 'ENH00466', 'ENH01121']",[],"['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027', 'ENC00408']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
29,ENC00393,synovial cell phagocytic,cy0011377,['ENH00574'],[],"['ENC00020', 'ENC00552', 'ENC00602', 'ENC00579', 'ENC00053', 'ENC00097', 'ENC00221', 'ENC00074', 'ENC00171', 'ENC00125', 'ENC00307', 'ENC00055', 'ENC00246', 'ENC00578', 'ENC00102', 'ENC00274', 'ENC00391', 'ENC00262', 'ENC00323', 'ENC00018', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00312', 'ENC00414', 'ENC00088', 'ENC00315', 'ENC00076', 'ENC00447', 'ENC00214', 'ENC00306', 'ENC00022', 'ENC00322', 'ENC00326', 'ENC00130', 'ENC00357', 'ENC00382', 'ENC00599', 'ENC00128', 'ENC00198', 'ENC00207', 'ENC00127', 'ENC00140', 'ENC00027', 'ENC00145', 'ENC00365', 'ENC00144', 'ENC00418', 'ENC00416', 'ENC00115', 'ENC00009', 'ENC00563']",[]
30,ENC00440,pancreatic duct cell,cy0011238,['ENH01093'],[],"['ENC00447', 'ENC00601', 'ENC00365', 'ENC00102']",[]
31,ENC00445,anterior periventricular nucleus,cy0006449,['ENH00686'],[],"['ENC00020', 'ENC00361', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
32,ENC00451,epithelial cell of oviduct,cy0052357,"['ENH00362', 'ENH00067', 'ENH01093']",[],"['ENC00528', 'ENC00601']",[]
33,ENC00455,Paneths granular cells,cy0000870,"['ENH00721', 'ENH00722']",[],"['ENC00601', 'ENC00127', 'ENC00365', 'ENC00255']",[]
34,ENC00471,syncytiotrophoblast,cy0008049,['ENH00790'],[],"['ENC00112', 'ENC00601', 'ENC00584']",['ENC00137']
35,ENC00475,neuroretina,cy0052362,['ENH00519'],[],"['ENC00323', 'ENC00164']",[]
36,ENC00476,neuromuscular junction,cy0052363,['ENH00524'],[],[],[]
37,ENC00477,floor plate of neural tube,cy0027407,"['ENH00841', 'ENH00843']",[],['ENC00302'],[]
38,ENC00478,fat cell of white fat,cy0011234,['ENH00096'],[],"['ENC00004', 'ENC00020', 'ENC00579', 'ENC00022', 'ENC00053', 'ENC00322', 'ENC00326', 'ENC00323', 'ENC00140', 'ENC00027', 'ENC00018', 'ENC00125', 'ENC00302', 'ENC00601', 'ENC00055', 'ENC00076']",[]
39,ENC00480,basal layer of epidermis,cy0031716,['ENH00868'],[],"['ENC00213', 'ENC00125', 'ENC00055']",[]
40,ENC00481,stratum spinosum,cy0000424,['ENH00869'],[],"['ENC00213', 'ENC00125', 'ENC00055']",[]
41,ENC00482,respiratory organ,cy0049593,"['ENH00868', 'ENH00869', 'ENH00287']",[],[],"['ENC00234', 'ENC00460', 'ENC00427', 'ENC00287', 'ENC00544', 'ENC00217', 'ENC00218', 'ENC00313', 'ENC00074', 'ENC00294', 'ENC00023', 'ENC00093', 'ENC00247', 'ENC00276', 'ENC00473', 'ENC00216', 'ENC00283', 'ENC00391', 'ENC00450', 'ENC00379', 'ENC00597', 'ENC00289', 'ENC00082', 'ENC00152', 'ENC00600', 'ENC00288', 'ENC00290', 'ENC00248', 'ENC00219', 'ENC00420', 'ENC00493', 'ENC00364', 'ENC00251', 'ENC00459', 'ENC00315', 'ENC00325']"
42,ENC00484,astroglia,cy0015385,"['ENH00073', 'ENH00875', 'ENH00878']",[],"['ENC00020', 'ENC00027']","['ENC00284', 'ENC00549']"
43,ENC00485,isolated goblet cell of respiratory and digestive tracts,cy0011184,['ENH00208'],[],"['ENC00234', 'ENC00601', 'ENC00365', 'ENC00218', 'ENC00326', 'ENC00074', 'ENC00315']",[]
44,ENC00488,mesencephalon,cy0046381,['ENH00878'],[],"['ENC00020', 'ENC00302', 'ENC00183', 'ENC00027']","['ENC00553', 'ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00271', 'ENC00555', 'ENC00134', 'ENC00585', 'ENC00154', 'ENC00549']"
45,ENC00489,decidua,cy0021864,"['ENH00905', 'ENH00287', 'ENH00152']",[],"['ENC00112', 'ENC00601']",[]
46,ENC00491,duodenal glands,cy0023919,['ENH00067'],[],"['ENC00447', 'ENC00035', 'ENC00601', 'ENC00127', 'ENC00365']",[]
47,ENC00493,mast cell,cy0011312,['ENH00073'],[],"['ENC00447', 'ENC00234', 'ENC00020', 'ENC00579', 'ENC00306', 'ENC00022', 'ENC00218', 'ENC00053', 'ENC00322', 'ENC00326', 'ENC00130', 'ENC00245', 'ENC00097', 'ENC00074', 'ENC00221', 'ENC00171', 'ENC00125', 'ENC00246', 'ENC00055', 'ENC00207', 'ENC00578', 'ENC00132', 'ENC00379', 'ENC00127', 'ENC00040', 'ENC00323', 'ENC00041', 'ENC00140', 'ENC00027', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00312', 'ENC00115', 'ENC00414', 'ENC00315', 'ENC00076']",[]
48,ENC00498,mast cell,cy0011312,['ENH00073'],[],"['ENC00447', 'ENC00234', 'ENC00020', 'ENC00579', 'ENC00306', 'ENC00022', 'ENC00218', 'ENC00053', 'ENC00322', 'ENC00326', 'ENC00130', 'ENC00245', 'ENC00097', 'ENC00074', 'ENC00221', 'ENC00171', 'ENC00125', 'ENC00246', 'ENC00055', 'ENC00207', 'ENC00578', 'ENC00132', 'ENC00379', 'ENC00127', 'ENC00040', 'ENC00323', 'ENC00041', 'ENC00140', 'ENC00027', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00312', 'ENC00115', 'ENC00414', 'ENC00315', 'ENC00076']",[]
49,ENC00499,connective tissue of prostate gland,cy0020500,['ENH00073'],[],"['ENC00447', 'ENC00601', 'ENC00115']",['ENC00152']
50,ENC00500,pp cell,cy0044722,['ENH00128'],[],"['ENC00601', 'ENC00365', 'ENC00102', 'ENC00062']",[]
51,ENC00507,cell of apocrine sweat gland,cy0011173,[],[],"['ENC00125', 'ENC00435', 'ENC00055']",[]
52,ENC00508,epithelial reticular cell of thymus,cy0011434,['ENH00752'],[],"['ENC00601', 'ENC00365', 'ENC00144', 'ENC00307', 'ENC00055', 'ENC00418']",[]
53,ENC00509,raphe nuclei of pontile tegmentum,cy0006008,['ENH00166'],[],"['ENC00020', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
54,ENC00516,mesothelial cell,cy0011249,['ENH00802'],[],"['ENC00132', 'ENC00602', 'ENC00579', 'ENC00040', 'ENC00140', 'ENC00221', 'ENC00122', 'ENC00171', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00246', 'ENC00578', 'ENC00414']",[]
55,ENC00533,endodermal epithelium of stomach,cy0028493,['ENH00290'],[],[],[]
56,ENC00547,mucosa of gallbladder,cy0000720,['ENH00657'],[],"['ENC00601', 'ENC00365', 'ENC00040']","['ENC00597', 'ENC00493', 'ENC00216', 'ENC00283']"
57,ENC00559,locus caeruleus,cy0047469,['ENH00043'],[],"['ENC00020', 'ENC00302', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
58,ENC00560,gangliocyte,cy0052361,['ENH01077'],[],[],[]
59,ENC00564,embryonic tissue,cy0014659,['ENH01085'],[],[],"['ENC00280', 'ENC00214', 'ENC00427', 'ENC00313', 'ENC00154', 'ENC00294', 'ENC00268', 'ENC00093', 'ENC00284', 'ENC00555', 'ENC00473', 'ENC00585', 'ENC00216', 'ENC00267', 'ENC00283', 'ENC00181', 'ENC00423', 'ENC00472', 'ENC00262', 'ENC00266', 'ENC00265', 'ENC00134', 'ENC00408', 'ENC00549', 'ENC00553', 'ENC00574', 'ENC00271', 'ENC00521', 'ENC00360', 'ENC00325']"
60,ENC00573,prosencephalon,cy0000505,"['ENH01089', 'ENH00474']",[],"['ENC00020', 'ENC00302', 'ENC00027']",[]
61,ENC00589,empty0,cy0027116,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
62,ENC00590,empty0,cy0008188,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
63,ENC00591,empty0,cy0008345,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
64,ENC00592,empty0,cy0027884,[],[],"['ENC00198', 'ENC00302', 'ENC00207']",[]
65,ENC00593,stratum granulosum,cy0000425,['ENH00664'],[],"['ENC00213', 'ENC00125', 'ENC00055']",[]
66,ENC00602,heart,cy0048127,[],[],"['ENC00302', 'ENC00601']","['ENC00600', 'ENC00152', 'ENC00421', 'ENC00260', 'ENC00259', 'ENC00086', 'ENC00216', 'ENC00274', 'ENC00283']"
67,ENC00603,pericardium,cy0045177,"['ENH00299', 'ENH00652', 'ENH00655']",[],"['ENC00302', 'ENC00602', 'ENC00601']","['ENC00216', 'ENC00283']"
68,ENC00605,collecting duct of renal tubules,cy0019852,['ENH01071'],[],['ENC00601'],[]
69,ENC00001,acidophil mammotroph cell of anterior pituitary,cy0011196,"['ENH00097', 'ENH00181', 'ENH00122', 'ENH00125', 'ENH00111']","['ENR00817', 'ENR00079', 'ENR00681']","['ENC00020', 'ENC00053', 'ENC00322', 'ENC00027']",[]
70,ENC00002,acidophil somatotroph cell of anterior pituitary,cy0011193,"['ENH00097', 'ENH00181', 'ENH00161', 'ENH00122', 'ENH00031', 'ENH00117']","['ENR00936', 'ENR00574', 'ENR00738', 'ENR00739', 'ENR00979', 'ENR00865', 'ENR00993', 'ENR00681']","['ENC00020', 'ENC00053', 'ENC00322', 'ENC00027']",[]
71,ENC00003,basophil gonadotroph cell of anterior pituitary FSH,cy0011194,"['ENH00038', 'ENH00097', 'ENH00122', 'ENH00125', 'ENH00144', 'ENH00074', 'ENH00773', 'ENH00774', 'ENH00771']","['ENR00942', 'ENR00977', 'ENR00724', 'ENR00704', 'ENR01308', 'ENR00681', 'ENR00093', 'ENR00976']","['ENC00020', 'ENC00053', 'ENC00322', 'ENC00027']",[]
72,ENC00004,fat cell,cy0014559,"['ENH00031', 'ENH00100', 'ENH00202', 'ENH00205', 'ENH00808', 'ENH00204', 'ENH00807', 'ENH00242', 'ENH00232', 'ENH00233', 'ENH00160', 'ENH00809', 'ENH00200', 'ENH00165', 'ENH00212', 'ENH00080', 'ENH00225', 'ENH00230', 'ENH00231', 'ENH00235', 'ENH00237', 'ENH00238', 'ENH00239', 'ENH00240', 'ENH00241', 'ENH00256', 'ENH00082', 'ENH00346', 'ENH00073', 'ENH00203', 'ENH00201', 'ENH00285', 'ENH00105']","['ENR00935', 'ENR01188', 'ENR00873', 'ENR01077', 'ENR01205', 'ENR00435', 'ENR01018', 'ENR00806', 'ENR00805', 'ENR00807', 'ENR00979', 'ENR00693']","['ENC00302', 'ENC00055', 'ENC00018']",['ENC00479']
73,ENC00005,adipose tissue,cy0010718,"['ENH00807', 'ENH00160', 'ENH00203', 'ENH00207', 'ENH00232', 'ENH00242', 'ENH00200', 'ENH00217', 'ENH00233', 'ENH00165', 'ENH00218', 'ENH00809', 'ENH00212', 'ENH00225', 'ENH00230', 'ENH00231', 'ENH00235', 'ENH00237', 'ENH00238', 'ENH00239', 'ENH00240', 'ENH00241', 'ENH00256', 'ENH00658', 'ENH00410', 'ENH00082', 'ENH00416', 'ENH00417', 'ENH00437', 'ENH00031', 'ENH00185', 'ENH00438', 'ENH00100', 'ENH00127', 'ENH00395', 'ENH00504', 'ENH00585', 'ENH00080', 'ENH00681', 'ENH00201', 'ENH00896', 'ENH00453', 'ENH00613', 'ENH00338']","['ENR00228', 'ENR00901', 'ENR00118', 'ENR00979', 'ENR00693', 'ENR00808', 'ENR00777', 'ENR00435', 'ENR01018', 'ENR00807', 'ENR00761', 'ENR00764', 'ENR00763', 'ENR00806', 'ENR00985', 'ENR01205', 'ENR00717', 'ENR00679', 'ENR00755', 'ENR00759', 'ENR00122', 'ENR01003']",[],[]
74,ENC00007,adrenal cortex,cy0000526,"['ENH00019', 'ENH00018', 'ENH00214', 'ENH00065', 'ENH00007', 'ENH00003', 'ENH00057', 'ENH00212', 'ENH00273', 'ENH00379', 'ENH00367']","['ENR00263', 'ENR00865', 'ENR00855', 'ENR00700', 'ENR00663', 'ENR00835', 'ENR00957', 'ENR00645', 'ENR00741', 'ENR00808', 'ENR01025', 'ENR01026', 'ENR01108', 'ENR00698', 'ENR00761']",['ENC00009'],"['ENC00157', 'ENC00168', 'ENC00169']"
75,ENC00009,adrenal gland,cy0038316,"['ENH00199', 'ENH00214', 'ENH00022', 'ENH00393', 'ENH00139', 'ENH00100', 'ENH00977', 'ENH01093', 'ENH00213', 'ENH00223', 'ENH01048']","['ENR00817', 'ENR00986', 'ENR00704', 'ENR00808', 'ENR00777', 'ENR01052', 'ENR01066', 'ENR01077', 'ENR01076', 'ENR00825', 'ENR00941', 'ENR00759', 'ENR00089', 'ENR01334']",[],"['ENC00011', 'ENC00157', 'ENC00425', 'ENC00168', 'ENC00007', 'ENC00468', 'ENC00216', 'ENC00169', 'ENC00283', 'ENC00419']"
76,ENC00011,adrenal medulla,cy0000530,"['ENH00043', 'ENH00226', 'ENH00137', 'ENH00021', 'ENH00022']","['ENR00817', 'ENR00784', 'ENR00929', 'ENR00987', 'ENR01032', 'ENR00726', 'ENR00727', 'ENR00728', 'ENR00823', 'ENR00917', 'ENR00650', 'ENR00515', 'ENR00117', 'ENR00116', 'ENR00115', 'ENR00114', 'ENR01025', 'ENR01027', 'ENR00742', 'ENR00741', 'ENR00747']",['ENC00009'],[]
77,ENC00013,platelet,cy0011373,"['ENH00219', 'ENH00391', 'ENH00435', 'ENH00450', 'ENH00459', 'ENH00357', 'ENH00476', 'ENH00363', 'ENH00650', 'ENH00931', 'ENH00337', 'ENH01113', 'ENH01131']","['ENR01113', 'ENR01005', 'ENR01018', 'ENR00643', 'ENR01075', 'ENR00689', 'ENR00733', 'ENR00756', 'ENR01265', 'ENR01327', 'ENR00795']","['ENC00302', 'ENC00601', 'ENC00055', 'ENC00014', 'ENC00130']",[]
78,ENC00014,blood,cy0045019,"['ENH00218', 'ENH00256', 'ENH00325', 'ENH00333', 'ENH00157', 'ENH00456', 'ENH00454', 'ENH00663', 'ENH00742', 'ENH00938', 'ENH00698', 'ENH00699', 'ENH00697', 'ENH01131', 'ENH01113']",['ENR01028'],"['ENC00302', 'ENC00055']","['ENC00233', 'ENC00597', 'ENC00287', 'ENC00013', 'ENC00380', 'ENC00217', 'ENC00289', 'ENC00247', 'ENC00290', 'ENC00288', 'ENC00248', 'ENC00219', 'ENC00420', 'ENC00342', 'ENC00276', 'ENC00292', 'ENC00538', 'ENC00251']"
79,ENC00018,bone marrow,cy0038433,"['ENH00208', 'ENH00231', 'ENH00251', 'ENH00320', 'ENH00321', 'ENH00331', 'ENH00333', 'ENH00288', 'ENH00346', 'ENH00338', 'ENH00387', 'ENH00398', 'ENH00401', 'ENH00406', 'ENH00232', 'ENH00450', 'ENH00454', 'ENH00460', 'ENH00461', 'ENH00468', 'ENH00507', 'ENH00494', 'ENH00568', 'ENH00577', 'ENH00637', 'ENH00625', 'ENH00681', 'ENH00915', 'ENH00930', 'ENH00937', 'ENH00938', 'ENH00146']","['ENR00118', 'ENR00998', 'ENR00841', 'ENR00595', 'ENR01018', 'ENR01019', 'ENR01028', 'ENR00668', 'ENR00669', 'ENR00670', 'ENR01191', 'ENR01212', 'ENR00717', 'ENR01319', 'ENR01323', 'ENR01187']","['ENC00302', 'ENC00055']","['ENC00233', 'ENC00427', 'ENC00217', 'ENC00536', 'ENC00096', 'ENC00228', 'ENC00247', 'ENC00320', 'ENC00219', 'ENC00342', 'ENC00276', 'ENC00251', 'ENC00216']"
80,ENC00020,brain,cy0051792,"['ENH00256', 'ENH00320', 'ENH00333', 'ENH00356', 'ENH00355', 'ENH00319', 'ENH00361', 'ENH00366', 'ENH00369', 'ENH00862', 'ENH00157', 'ENH00461', 'ENH00840', 'ENH00475', 'ENH00480', 'ENH00499', 'ENH00498', 'ENH00499', 'ENH00500', 'ENH00504', 'ENH00505', 'ENH00506', 'ENH00510', 'ENH00518', 'ENH00511', 'ENH00522', 'ENH00559', 'ENH00560', 'ENH00564', 'ENH00591', 'ENH00882', 'ENH00576', 'ENH00580', 'ENH00585', 'ENH00614', 'ENH00615', 'ENH00616', 'ENH00582', 'ENH00519', 'ENH00639', 'ENH00099', 'ENH00145', 'ENH00665', 'ENH00520', 'ENH00605', 'ENH00684', 'ENH00603', 'ENH00527', 'ENH00892', 'ENH00287', 'ENH00976', 'ENH00979', 'ENH00980', 'ENH01074', 'ENH00698', 'ENH00699', 'ENH00697', 'ENH01093', 'ENH00125', 'ENH00592', 'ENH00685', 'ENH00628']","['ENR00737', 'ENR00738', 'ENR00739', 'ENR00920', 'ENR00921', 'ENR00691', 'ENR00982', 'ENR00991', 'ENR00118', 'ENR00636', 'ENR00731', 'ENR00591', 'ENR00808', 'ENR00696', 'ENR01019', 'ENR01028', 'ENR01031', 'ENR01032', 'ENR01034', 'ENR00712', 'ENR00670', 'ENR01041', 'ENR01044', 'ENR00669', 'ENR01061', 'ENR01062', 'ENR00747', 'ENR00741', 'ENR00753', 'ENR01070', 'ENR00619', 'ENR00828', 'ENR01118', 'ENR00866', 'ENR00103', 'ENR00602', 'ENR01190', 'ENR01191', 'ENR01175', 'ENR01339', 'ENR00152', 'ENR01211', 'ENR01213', 'ENR01209', 'ENR01210', 'ENR00114', 'ENR01282', 'ENR01126', 'ENR00923', 'ENR01047', 'ENR00941', 'ENR00263', 'ENR00756', 'ENR01320', 'ENR01265', 'ENR01321', 'ENR01324', 'ENR01322', 'ENR00755', 'ENR00759', 'ENR00757', 'ENR01325', 'ENR01327', 'ENR00698', 'ENR01187', 'ENR00851', 'ENR01212', 'ENR00122', 'ENR00659']",['ENC00027'],"['ENC00386', 'ENC00163', 'ENC00002', 'ENC00550', 'ENC00053', 'ENC00189', 'ENC00404', 'ENC00050', 'ENC00154', 'ENC00487', 'ENC00284', 'ENC00425', 'ENC00182', 'ENC00545', 'ENC00473', 'ENC00216', 'ENC00267', 'ENC00025', 'ENC00472', 'ENC00423', 'ENC00476', 'ENC00262', 'ENC00403', 'ENC00557', 'ENC00134', 'ENC00408', 'ENC00258', 'ENC00191', 'ENC00549', 'ENC00600', 'ENC00574', 'ENC00003', 'ENC00316', 'ENC00177', 'ENC00280', 'ENC00539', 'ENC00178', 'ENC00322', 'ENC00468', 'ENC00604', 'ENC00268', 'ENC00093', 'ENC00444', 'ENC00555', 'ENC00176', 'ENC00585', 'ENC00181', 'ENC00283', 'ENC00419', 'ENC00583', 'ENC00183', 'ENC00220', 'ENC00257', 'ENC00413', 'ENC00266', 'ENC00265', 'ENC00556', 'ENC00026', 'ENC00553', 'ENC00152', 'ENC00540', 'ENC00271', 'ENC00361', 'ENC00161', 'ENC00582', 'ENC00001', 'ENC00411', 'ENC00360', 'ENC00325']"
81,ENC00022,breast,cy0051885,"['ENH00215', 'ENH00500', 'ENH00644', 'ENH01072']","['ENR00118', 'ENR00704', 'ENR00905', 'ENR01212', 'ENR00756', 'ENR00263']","['ENC00601', 'ENC00022', 'ENC00076']",[]
82,ENC00023,muscularis of bronchus,cy0001426,[],"['ENR00796', 'ENR00795']","['ENC00234', 'ENC00122', 'ENC00171', 'ENC00601', 'ENC00074']",['ENC00152']
83,ENC00025,paraventricular nucleus of hypothalamus,cy0006454,"['ENH00122', 'ENH00119', 'ENH00098', 'ENH00064', 'ENH00124', 'ENH01076', 'ENH00417', 'ENH00227']","['ENR00994', 'ENR00982', 'ENR00984', 'ENR00659', 'ENR00763', 'ENR00979', 'ENR00941', 'ENR00762', 'ENR00928', 'ENR01063']","['ENC00020', 'ENC00361', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
84,ENC00026,supra-optic nucleus,cy0001663,"['ENH00098', 'ENH00119', 'ENH01076', 'ENH00163']",['ENR00928'],"['ENC00020', 'ENC00361', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
85,ENC00027,central nerve system element,cy0043783,"['ENH00043', 'ENH00575', 'ENH00063', 'ENH00922', 'ENH00976', 'ENH00249', 'ENH00445', 'ENH00900', 'ENH00907', 'ENH00309', 'ENH00175']","['ENR00928', 'ENR01144', 'ENR00068', 'ENR01301', 'ENR01299', 'ENR01300', 'ENR00923', 'ENR00941', 'ENR00263', 'ENR00756', 'ENR01328', 'ENR00751', 'ENR00958', 'ENR01343']",[],"['ENC00386', 'ENC00163', 'ENC00020', 'ENC00002', 'ENC00550', 'ENC00053', 'ENC00189', 'ENC00404', 'ENC00050', 'ENC00154', 'ENC00487', 'ENC00284', 'ENC00425', 'ENC00182', 'ENC00545', 'ENC00473', 'ENC00216', 'ENC00267', 'ENC00025', 'ENC00472', 'ENC00423', 'ENC00476', 'ENC00262', 'ENC00403', 'ENC00557', 'ENC00134', 'ENC00408', 'ENC00258', 'ENC00191', 'ENC00549', 'ENC00600', 'ENC00574', 'ENC00003', 'ENC00316', 'ENC00177', 'ENC00280', 'ENC00539', 'ENC00178', 'ENC00322', 'ENC00468', 'ENC00357', 'ENC00604', 'ENC00268', 'ENC00093', 'ENC00444', 'ENC00555', 'ENC00176', 'ENC00585', 'ENC00181', 'ENC00283', 'ENC00419', 'ENC00583', 'ENC00183', 'ENC00220', 'ENC00257', 'ENC00413', 'ENC00266', 'ENC00265', 'ENC00556', 'ENC00026', 'ENC00553', 'ENC00152', 'ENC00540', 'ENC00271', 'ENC00361', 'ENC00161', 'ENC00582', 'ENC00001', 'ENC00411', 'ENC00360', 'ENC00325']"
86,ENC00029,cochlea,cy0019602,[],['ENR00263'],['ENC00599'],[]
87,ENC00031,corpus luteum,cy0020813,"['ENH00049', 'ENH00120', 'ENH00231']","['ENR00263', 'ENR00758']","['ENC00601', 'ENC00579', 'ENC00097']",[]
88,ENC00035,duodenum,cy0023931,"['ENH00157', 'ENH00150', 'ENH00125', 'ENH00067', 'ENH00126']","['ENR00923', 'ENR01005', 'ENR00957', 'ENR00263']","['ENC00601', 'ENC00127', 'ENC00365']","['ENC00152', 'ENC00473']"
