,Endo_id,target_receptor,target_cell
1040,ENH00137,ENR00957,ENC00102
1041,ENH00137,ENR00959,ENC00062
1042,ENH00137,ENR00957,ENC00415
1043,ENH00137,ENR00957,ENC00132
1044,ENH00138,ENR00959,ENC00460
1045,ENH00138,ENR00959,ENC00207
1046,ENH00138,ENR00959,ENC00259
1047,ENH00138,ENR00959,ENC00157
1048,ENH00138,ENR00959,ENC00260
1049,ENH00138,ENR00959,ENC00261
1050,ENH00138,ENR00959,ENC00067
1051,ENH00138,ENR00959,ENC00074
1052,ENH00138,ENR00959,ENC00041
1053,ENH00138,ENR00959,ENC00093
1054,ENH00138,ENR00959,ENC00062
1055,ENH00139,ENR00763,ENC00005
1056,ENH00139,ENR00762,ENC00189
1057,ENH00139,ENR00763,ENC00189
1058,ENH00139,ENR00762,ENC00048
1059,ENH00139,ENR00762,ENC00025
1060,ENH00139,ENR00763,ENC00025
1061,ENH00139,ENR00762,ENC00140
1062,ENH00141,ENR00738,ENC00002
1063,ENH00141,ENR00739,ENC00002
1064,ENH00141,ENR00737,ENC00180
1065,ENH00141,ENR00738,ENC00180
1066,ENH00141,ENR00920,ENC00180
1067,ENH00141,ENR00739,ENC00180
1068,ENH00141,ENR00738,ENC00189
1069,ENH00141,ENR00738,ENC00177
1070,ENH00141,ENR00739,ENC00177
1071,ENH00141,ENR00737,ENC00174
1072,ENH00141,ENR00738,ENC00174
1073,ENH00141,ENR00920,ENC00174
1074,ENH00141,ENR00921,ENC00174
1075,ENH00141,ENR00739,ENC00174
1076,ENH00141,ENR00737,ENC00020
1077,ENH00141,ENR00738,ENC00020
1078,ENH00141,ENR00920,ENC00020
1079,ENH00141,ENR00921,ENC00020
1080,ENH00141,ENR00739,ENC00020
1081,ENH00141,ENR00737,ENC00179
1082,ENH00141,ENR00738,ENC00179
1083,ENH00141,ENR00920,ENC00179
1084,ENH00141,ENR00739,ENC00179
1085,ENH00141,ENR00921,ENC00050
1086,ENH00141,ENR00939,ENC00361
1087,ENH00141,ENR00737,ENC00063
1088,ENH00141,ENR00738,ENC00063
1089,ENH00141,ENR00921,ENC00074
1090,ENH00141,ENR00737,ENC00053
1091,ENH00141,ENR00738,ENC00053
1092,ENH00141,ENR00920,ENC00053
1093,ENH00141,ENR00739,ENC00053
1094,ENH00141,ENR00921,ENC00112
1095,ENH00141,ENR00737,ENC00132
1096,ENH00141,ENR00738,ENC00132
1097,ENH00141,ENR00920,ENC00132
1098,ENH00141,ENR00921,ENC00132
1099,ENH00141,ENR00739,ENC00132
1100,ENH00141,ENR00737,ENC00469
1101,ENH00141,ENR00955,empty0
1102,ENH00145,ENR00959,ENC00460
1103,ENH00145,ENR00898,ENC00386
1104,ENH00145,ENR00959,ENC00207
1105,ENH00145,ENR00959,ENC00259
1106,ENH00145,ENR00959,ENC00157
1107,ENH00145,ENR00959,ENC00260
1108,ENH00145,ENR00959,ENC00261
1109,ENH00145,ENR00959,ENC00067
1110,ENH00145,ENR00959,ENC00074
1111,ENH00145,ENR00959,ENC00041
1112,ENH00145,ENR00898,ENC00161
1113,ENH00145,ENR00959,ENC00093
1114,ENH00145,ENR00898,ENC00096
1115,ENH00145,ENR00959,ENC00062
1116,ENH00146,ENR00969,empty0
1117,ENH00147,ENR00873,ENC00250
1118,ENH00147,ENR00873,ENC00004
1119,ENH00147,ENR00873,ENC00249
1120,ENH00147,ENR00873,ENC00053
1121,ENH00147,ENR00873,ENC00122
1122,ENH00147,ENR00873,ENC00528
1123,ENH00148,ENR00970,ENC00177
1124,ENH00148,ENR00970,ENC00313
1125,ENH00148,ENR00970,ENC00314
1126,ENH00148,ENR00970,ENC00145
1127,ENH00149,ENR00789,ENC00168
1128,ENH00149,ENR00789,ENC00044
1129,ENH00149,ENR00789,ENC00067
1130,ENH00149,ENR00789,ENC00143
1131,ENH00150,ENR00957,ENC00007
1132,ENH00150,ENR00957,ENC00182
1133,ENH00150,ENR00957,ENC00284
1134,ENH00150,ENR00957,ENC00416
1135,ENH00150,ENR00957,ENC00184
1136,ENH00150,ENR00957,ENC00035
1137,ENH00150,ENR00957,ENC00405
1138,ENH00150,ENR00957,ENC00414
1139,ENH00150,ENR00957,ENC00102
1140,ENH00150,ENR00957,ENC00415
1141,ENH00150,ENR00957,ENC00132
1142,ENH00150,ENR01064,empty0
1143,ENH00152,ENR00972,ENC00322
1144,ENH00152,ENR00972,ENC00361
1145,ENH00153,ENR00972,ENC00322
1146,ENH00153,ENR00972,ENC00361
1147,ENH00156,ENR00764,ENC00005
1148,ENH00156,ENR00763,ENC00005
1149,ENH00156,ENR00762,ENC00189
1150,ENH00156,ENR00763,ENC00189
1151,ENH00156,ENR00760,ENC00231
1152,ENH00156,ENR00764,ENC00244
1153,ENH00156,ENR00760,ENC00283
1154,ENH00156,ENR00760,ENC00210
1155,ENH00156,ENR00762,ENC00048
1156,ENH00156,ENR00760,ENC00222
1157,ENH00156,ENR00760,ENC00067
1158,ENH00156,ENR00760,ENC00082
1159,ENH00156,ENR00762,ENC00025
1160,ENH00156,ENR00763,ENC00025
1161,ENH00156,ENR00760,ENC00112
1162,ENH00156,ENR00764,ENC00212
1163,ENH00156,ENR00760,ENC00125
1164,ENH00156,ENR00760,ENC00140
1165,ENH00156,ENR00762,ENC00140
1166,ENH00156,ENR00764,ENC00140
1167,ENH00157,ENR00994,ENC00191
1168,ENH00157,ENR00994,ENC00025
1169,ENH00157,ENR00994,ENC00220
1170,ENH00157,ENR00995,empty0
1171,ENH00158,ENR00993,ENC00002
1172,ENH00158,ENR00992,ENC00176
1173,ENH00158,ENR00993,ENC00191
1174,ENH00159,ENR00992,ENC00176
1175,ENH00160,ENR00979,ENC00002
1176,ENH00160,ENR00979,ENC00005
1177,ENH00160,ENR01205,ENC00005
1178,ENH00160,ENR00979,ENC00189
1179,ENH00160,ENR00979,ENC00037
1180,ENH00160,ENR01205,ENC00231
1181,ENH00160,ENR00979,ENC00004
1182,ENH00160,ENR01205,ENC00004
1183,ENH00160,ENR00979,ENC00044
1184,ENH00160,ENR00979,ENC00048
1185,ENH00160,ENR00979,ENC00249
1186,ENH00160,ENR01205,ENC00361
1187,ENH00160,ENR00979,ENC00063
1188,ENH00160,ENR00979,ENC00102
1189,ENH00160,ENR00979,ENC00025
1190,ENH00160,ENR00979,ENC00384
1191,ENH00160,ENR00979,ENC00112
1192,ENH00160,ENR00979,ENC00542
1193,ENH00160,ENR00979,ENC00122
1194,ENH00160,ENR00979,ENC00287
1195,ENH00160,ENR00979,ENC00143
1196,ENH00160,ENR01205,ENC00150
1197,ENH00161,ENR00974,empty0
1198,ENH00163,ENR01350,ENC00262
1199,ENH00164,ENR00824,ENC00182
1200,ENH00164,ENR00767,ENC00182
1201,ENH00164,ENR00765,ENC00189
1202,ENH00164,ENR00824,ENC00189
1203,ENH00164,ENR00766,ENC00189
1204,ENH00164,ENR00767,ENC00189
1205,ENH00164,ENR00767,ENC00207
1206,ENH00164,ENR00824,ENC00257
1207,ENH00164,ENR00766,ENC00184
1208,ENH00164,ENR00824,ENC00403
1209,ENH00164,ENR00824,ENC00050
1210,ENH00164,ENR00824,ENC00361
1211,ENH00164,ENR00767,ENC00361
1212,ENH00164,ENR00766,ENC00405
1213,ENH00164,ENR00766,ENC00063
1214,ENH00164,ENR00766,ENC00588
1215,ENH00164,ENR00765,ENC00093
1216,ENH00164,ENR00766,ENC00102
1217,ENH00164,ENR00766,ENC00587
1218,ENH00164,ENR00766,ENC00127
1219,ENH00164,ENR00767,ENC00128
1220,ENH00164,ENR00824,ENC00134
1221,ENH00164,ENR00824,ENC00404
1222,ENH00165,ENR00855,ENC00007
1223,ENH00165,ENR00864,ENC00169
1224,ENH00165,ENR00864,ENC00168
1225,ENH00165,ENR00864,ENC00157
1226,ENH00165,ENR00864,ENC00037
1227,ENH00165,ENR00864,ENC00427
1228,ENH00165,ENR00864,ENC00450
1229,ENH00165,ENR00864,ENC00249
1230,ENH00165,ENR00864,ENC00247
1231,ENH00165,ENR00864,ENC00407
1232,ENH00167,ENR00764,ENC00005
1233,ENH00167,ENR00763,ENC00005
1234,ENH00167,ENR00762,ENC00189
1235,ENH00167,ENR00763,ENC00189
1236,ENH00167,ENR00760,ENC00231
1237,ENH00167,ENR00764,ENC00244
1238,ENH00167,ENR00760,ENC00283
1239,ENH00167,ENR00760,ENC00210
1240,ENH00167,ENR00762,ENC00048
1241,ENH00167,ENR00760,ENC00222
1242,ENH00167,ENR00760,ENC00067
1243,ENH00167,ENR00760,ENC00082
1244,ENH00167,ENR00762,ENC00025
1245,ENH00167,ENR00763,ENC00025
1246,ENH00167,ENR00760,ENC00112
1247,ENH00167,ENR00764,ENC00212
1248,ENH00167,ENR00760,ENC00125
1249,ENH00167,ENR00760,ENC00140
1250,ENH00167,ENR00762,ENC00140
1251,ENH00167,ENR00764,ENC00140
1252,ENH00168,ENR00764,ENC00005
1253,ENH00168,ENR00763,ENC00005
1254,ENH00168,ENR00762,ENC00189
1255,ENH00168,ENR00763,ENC00189
1256,ENH00168,ENR00760,ENC00231
1257,ENH00168,ENR00764,ENC00244
1258,ENH00168,ENR00760,ENC00283
1259,ENH00168,ENR00760,ENC00210
1260,ENH00168,ENR00762,ENC00048
1261,ENH00168,ENR00760,ENC00222
1262,ENH00168,ENR00760,ENC00067
1263,ENH00168,ENR00760,ENC00082
1264,ENH00168,ENR00762,ENC00025
1265,ENH00168,ENR00763,ENC00025
1266,ENH00168,ENR00760,ENC00112
1267,ENH00168,ENR00764,ENC00212
1268,ENH00168,ENR00760,ENC00125
1269,ENH00168,ENR00760,ENC00140
1270,ENH00168,ENR00762,ENC00140
1271,ENH00168,ENR00764,ENC00140
1272,ENH00174,ENR00780,ENC00168
1273,ENH00174,ENR00780,ENC00184
1274,ENH00174,ENR00780,ENC00179
1275,ENH00174,ENR00780,ENC00040
1276,ENH00174,ENR00780,ENC00361
1277,ENH00174,ENR00780,ENC00060
1278,ENH00174,ENR00780,ENC00059
1279,ENH00174,ENR00780,ENC00465
1280,ENH00174,ENR00780,ENC00102
1281,ENH00174,ENR00780,ENC00132
1282,ENH00174,ENR00780,ENC00469
1283,ENH00175,ENR00781,ENC00180
1284,ENH00175,ENR00780,ENC00168
1285,ENH00175,ENR00781,ENC00168
1286,ENH00175,ENR00780,ENC00184
1287,ENH00175,ENR00781,ENC00184
1288,ENH00175,ENR00780,ENC00179
1289,ENH00175,ENR00781,ENC00198
1290,ENH00175,ENR00781,ENC00365
1291,ENH00175,ENR00781,ENC00200
1292,ENH00175,ENR00780,ENC00040
1293,ENH00175,ENR00780,ENC00361
1294,ENH00175,ENR00781,ENC00361
1295,ENH00175,ENR00780,ENC00060
1296,ENH00175,ENR00781,ENC00060
1297,ENH00175,ENR00780,ENC00059
1298,ENH00175,ENR00781,ENC00059
1299,ENH00175,ENR00781,ENC00360
1300,ENH00175,ENR00780,ENC00465
1301,ENH00175,ENR00781,ENC00465
1302,ENH00175,ENR00780,ENC00102
1303,ENH00175,ENR00781,ENC00128
1304,ENH00175,ENR00780,ENC00132
1305,ENH00175,ENR00780,ENC00469
1306,ENH00178,ENR00780,ENC00168
1307,ENH00178,ENR00780,ENC00184
1308,ENH00178,ENR00780,ENC00179
1309,ENH00178,ENR00780,ENC00040
1310,ENH00178,ENR00780,ENC00361
1311,ENH00178,ENR00780,ENC00060
1312,ENH00178,ENR00780,ENC00059
1313,ENH00178,ENR00780,ENC00465
1314,ENH00178,ENR00780,ENC00102
1315,ENH00178,ENR00780,ENC00132
1316,ENH00178,ENR00780,ENC00469
1317,ENH00179,ENR00675,ENC00233
1318,ENH00179,ENR00675,ENC00228
1319,ENH00179,ENR00675,ENC00418
1320,ENH00179,ENR00675,ENC00287
1321,ENH00179,ENR00914,empty0
1322,ENH00180,ENR00724,ENC00003
1323,ENH00180,ENR00724,ENC00037
1324,ENH00181,ENR00985,ENC00005
1325,ENH00181,ENR00986,ENC00009
1326,ENH00181,ENR00928,ENC00027
1327,ENH00181,ENR00928,ENC00050
1328,ENH00181,ENR00986,ENC00050
1329,ENH00181,ENR00985,ENC00405
1330,ENH00181,ENR00928,ENC00063
1331,ENH00181,ENR00985,ENC00360
1332,ENH00181,ENR00986,ENC00102
1333,ENH00181,ENR00928,ENC00025
1334,ENH00181,ENR00986,ENC00122
1335,ENH00181,ENR00985,ENC00127
1336,ENH00181,ENR00986,ENC00127
1337,ENH00181,ENR00928,ENC00026
1338,ENH00181,ENR00986,ENC00140
1339,ENH00181,ENR00986,ENC00145
1340,ENH00181,ENR00787,empty0
1341,ENH00182,ENR00741,ENC00439
1342,ENH00182,ENR00742,ENC00439
1343,ENH00182,ENR00741,ENC00007
1344,ENH00182,ENR00741,ENC00011
1345,ENH00182,ENR00742,ENC00011
1346,ENH00182,ENR00741,ENC00020
1347,ENH00182,ENR00741,ENC00168
1348,ENH00182,ENR00742,ENC00168
1349,ENH00182,ENR00741,ENC00170
1350,ENH00182,ENR00742,ENC00170
1351,ENH00182,ENR00741,ENC00048
1352,ENH00182,ENR00742,ENC00288
1353,ENH00182,ENR00741,ENC00249
1354,ENH00182,ENR00741,ENC00063
1355,ENH00182,ENR00741,ENC00093
1356,ENH00182,ENR00741,ENC00112
1357,ENH00185,ENR00855,ENC00007
1358,ENH00185,ENR00632,ENC00037
1359,ENH00187,ENR00873,ENC00250
1360,ENH00187,ENR00873,ENC00004
1361,ENH00187,ENR00873,ENC00249
1362,ENH00187,ENR00873,ENC00053
1363,ENH00187,ENR00873,ENC00122
1364,ENH00187,ENR00873,ENC00528
1365,ENH00189,ENR00861,ENC00364
1366,ENH00189,ENR00861,ENC00037
1367,ENH00189,ENR00715,ENC00427
1368,ENH00189,ENR00861,ENC00244
1369,ENH00189,ENR00861,ENC00450
1370,ENH00189,ENR00861,ENC00424
1371,ENH00189,ENR00715,ENC00424
1372,ENH00189,ENR00715,ENC00216
1373,ENH00189,ENR00715,ENC00247
1374,ENH00189,ENR00861,ENC00093
1375,ENH00189,ENR00861,ENC00096
1376,ENH00189,ENR00715,ENC00096
1377,ENH00189,ENR00861,ENC00407
1378,ENH00189,ENR00861,ENC00459
1379,ENH00192,ENR00696,ENC00020
1380,ENH00192,ENR00696,ENC00048
1381,ENH00192,ENR00696,ENC00249
1382,ENH00192,ENR00696,ENC00063
1383,ENH00192,ENR00696,ENC00074
1384,ENH00192,ENR00696,ENC00216
1385,ENH00197,ENR00941,ENC00009
1386,ENH00197,ENR00941,ENC00182
1387,ENH00197,ENR00941,ENC00020
1388,ENH00197,ENR00941,ENC00183
1389,ENH00197,ENR00941,ENC00169
1390,ENH00197,ENR00965,ENC00169
1391,ENH00197,ENR00941,ENC00157
1392,ENH00197,ENR00965,ENC00157
1393,ENH00197,ENR00941,ENC00037
1394,ENH00197,ENR00941,ENC00178
1395,ENH00197,ENR00941,ENC00027
1396,ENH00197,ENR00941,ENC00181
1397,ENH00197,ENR00941,ENC00447
1398,ENH00197,ENR00941,ENC00213
1399,ENH00197,ENR00941,ENC00448
1400,ENH00197,ENR00941,ENC00210
1401,ENH00197,ENR00941,ENC00048
1402,ENH00197,ENR00965,ENC00048
1403,ENH00197,ENR00941,ENC00050
1404,ENH00197,ENR00965,ENC00050
1405,ENH00197,ENR00941,ENC00163
1406,ENH00197,ENR00941,ENC00063
1407,ENH00197,ENR00941,ENC00074
1408,ENH00197,ENR00965,ENC00074
1409,ENH00197,ENR00941,ENC00078
1410,ENH00197,ENR00941,ENC00097
1411,ENH00197,ENR00941,ENC00025
1412,ENH00197,ENR00941,ENC00053
1413,ENH00197,ENR00965,ENC00053
1414,ENH00197,ENR00941,ENC00112
1415,ENH00197,ENR00965,ENC00112
1416,ENH00197,ENR00941,ENC00212
1417,ENH00197,ENR00941,ENC00122
1418,ENH00197,ENR00965,ENC00122
1419,ENH00197,ENR00941,ENC00125
1420,ENH00197,ENR00941,ENC00132
1421,ENH00197,ENR00965,ENC00132
1422,ENH00197,ENR00941,ENC00134
1423,ENH00197,ENR00941,ENC00140
1424,ENH00197,ENR00941,ENC00413
1425,ENH00197,ENR00965,ENC00582
1426,ENH00197,ENR01067,empty0
1427,ENH00198,ENR00965,ENC00169
1428,ENH00198,ENR00965,ENC00157
1429,ENH00198,ENR00965,ENC00048
1430,ENH00198,ENR00965,ENC00050
1431,ENH00198,ENR00965,ENC00074
1432,ENH00198,ENR00965,ENC00053
1433,ENH00198,ENR00965,ENC00112
1434,ENH00198,ENR00965,ENC00122
1435,ENH00198,ENR00965,ENC00132
1436,ENH00198,ENR00965,ENC00582
1437,ENH00198,ENR01067,empty0
1438,ENH00199,ENR00965,ENC00169
1439,ENH00199,ENR00965,ENC00157
1440,ENH00199,ENR00965,ENC00048
1441,ENH00199,ENR00965,ENC00050
1442,ENH00199,ENR00965,ENC00074
1443,ENH00199,ENR00965,ENC00053
1444,ENH00199,ENR00965,ENC00112
1445,ENH00199,ENR00965,ENC00122
1446,ENH00199,ENR00965,ENC00132
1447,ENH00199,ENR00965,ENC00582
1448,ENH00199,ENR01067,empty0
1449,ENH00200,ENR00717,ENC00005
1450,ENH00200,ENR00679,ENC00005
1451,ENH00200,ENR01190,ENC00284
1452,ENH00200,ENR00717,ENC00018
1453,ENH00200,ENR01190,ENC00020
1454,ENH00200,ENR00717,ENC00364
1455,ENH00200,ENR01190,ENC00181
1456,ENH00200,ENR01190,ENC00487
1457,ENH00200,ENR01190,ENC00231
1458,ENH00200,ENR00717,ENC00427
1459,ENH00200,ENR00717,ENC00244
1460,ENH00200,ENR00717,ENC00450
1461,ENH00200,ENR00717,ENC00249
1462,ENH00200,ENR00679,ENC00249
1463,ENH00200,ENR01190,ENC00050
1464,ENH00200,ENR01190,ENC00222
1465,ENH00200,ENR00717,ENC00273
1466,ENH00200,ENR00679,ENC00273
1467,ENH00200,ENR00717,ENC00424
1468,ENH00200,ENR00679,ENC00424
1469,ENH00200,ENR01190,ENC00074
1470,ENH00200,ENR01190,ENC00216
1471,ENH00200,ENR00717,ENC00216
1472,ENH00200,ENR01190,ENC00247
1473,ENH00200,ENR00717,ENC00247
1474,ENH00200,ENR01190,ENC00360
1475,ENH00200,ENR01190,ENC00217
1476,ENH00200,ENR00717,ENC00217
1477,ENH00200,ENR00679,ENC00217
1478,ENH00200,ENR00717,ENC00319
1479,ENH00200,ENR00679,ENC00319
1480,ENH00200,ENR00717,ENC00459
1481,ENH00200,ENR00717,ENC00452
1482,ENH00200,ENR01190,ENC00287
1483,ENH00200,ENR01190,ENC00246
1484,ENH00212,ENR00835,ENC00007
1485,ENH00212,ENR01211,ENC00263
1486,ENH00212,ENR01211,ENC00020
1487,ENH00212,ENR00835,ENC00037
1488,ENH00212,ENR00835,ENC00427
1489,ENH00212,ENR01211,ENC00048
1490,ENH00212,ENR01211,ENC00063
1491,ENH00212,ENR01211,ENC00074
1492,ENH00212,ENR00835,ENC00076
1493,ENH00212,ENR00835,ENC00093
1494,ENH00212,ENR00835,ENC00112
1495,ENH00212,ENR01211,ENC00112
1496,ENH00212,ENR01211,ENC00122
1497,ENH00212,ENR01211,ENC00152
1498,ENH00212,ENR01211,ENC00441
1499,ENH00212,ENR01211,ENC00519
1500,ENH00212,ENR01211,ENC00412
1501,ENH00213,ENR00835,ENC00007
1502,ENH00213,ENR01211,ENC00263
1503,ENH00213,ENR01211,ENC00020
1504,ENH00213,ENR00835,ENC00037
1505,ENH00213,ENR00848,ENC00037
1506,ENH00213,ENR00835,ENC00427
1507,ENH00213,ENR01211,ENC00048
1508,ENH00213,ENR01211,ENC00063
1509,ENH00213,ENR01211,ENC00074
1510,ENH00213,ENR00835,ENC00076
1511,ENH00213,ENR00835,ENC00093
1512,ENH00213,ENR00835,ENC00112
1513,ENH00213,ENR00848,ENC00112
1514,ENH00213,ENR01211,ENC00112
1515,ENH00213,ENR01211,ENC00122
1516,ENH00213,ENR01211,ENC00152
1517,ENH00213,ENR01211,ENC00441
1518,ENH00213,ENR01211,ENC00519
1519,ENH00213,ENR01211,ENC00412
1520,ENH00215,ENR00837,ENC00424
1521,ENH00215,ENR00837,ENC00247
1522,ENH00215,ENR01354,empty0
1523,ENH00218,ENR00861,ENC00364
1524,ENH00218,ENR00861,ENC00037
1525,ENH00218,ENR00715,ENC00427
1526,ENH00218,ENR00861,ENC00244
1527,ENH00218,ENR00861,ENC00450
1528,ENH00218,ENR00861,ENC00424
1529,ENH00218,ENR00715,ENC00424
1530,ENH00218,ENR00715,ENC00216
1531,ENH00218,ENR00715,ENC00247
1532,ENH00218,ENR00861,ENC00093
1533,ENH00218,ENR00861,ENC00096
1534,ENH00218,ENR00715,ENC00096
1535,ENH00218,ENR00861,ENC00407
1536,ENH00218,ENR00861,ENC00459
1537,ENH00219,ENR00748,ENC00233
1538,ENH00219,ENR00749,ENC00233
1539,ENH00219,ENR00998,ENC00251
1540,ENH00219,ENR00998,ENC00018
1541,ENH00219,ENR00748,ENC00250
1542,ENH00219,ENR00749,ENC00250
1543,ENH00219,ENR00998,ENC00184
1544,ENH00219,ENR00748,ENC00231
1545,ENH00219,ENR00749,ENC00231
1546,ENH00219,ENR00748,ENC00228
1547,ENH00219,ENR00749,ENC00228
1548,ENH00219,ENR00725,ENC00228
1549,ENH00219,ENR00998,ENC00228
1550,ENH00219,ENR00749,ENC00219
1551,ENH00219,ENR00725,ENC00219
1552,ENH00219,ENR00998,ENC00219
1553,ENH00219,ENR00748,ENC00244
1554,ENH00219,ENR00749,ENC00244
1555,ENH00219,ENR00998,ENC00048
1556,ENH00219,ENR00748,ENC00249
1557,ENH00219,ENR00749,ENC00249
1558,ENH00219,ENR00998,ENC00249
1559,ENH00219,ENR00998,ENC00248
1560,ENH00219,ENR00998,ENC00074
1561,ENH00219,ENR00998,ENC00078
1562,ENH00219,ENR00749,ENC00247
1563,ENH00219,ENR00725,ENC00247
1564,ENH00219,ENR00749,ENC00041
1565,ENH00219,ENR00748,ENC00088
1566,ENH00219,ENR00749,ENC00088
1567,ENH00219,ENR00998,ENC00088
1568,ENH00219,ENR00748,ENC00217
1569,ENH00219,ENR00749,ENC00217
1570,ENH00219,ENR00998,ENC00217
1571,ENH00219,ENR00749,ENC00465
1572,ENH00219,ENR00998,ENC00127
1573,ENH00219,ENR00998,ENC00130
1574,ENH00219,ENR00748,ENC00287
1575,ENH00219,ENR00749,ENC00287
1576,ENH00219,ENR00998,ENC00287
1577,ENH00219,ENR00998,ENC00144
1578,ENH00220,ENR00617,empty0
1579,ENH00221,ENR01346,ENC00217
1580,ENH00222,ENR00999,ENC00250
1581,ENH00222,ENR00999,ENC00318
1582,ENH00222,ENR00999,ENC00063
1583,ENH00222,ENR00999,ENC00093
1584,ENH00222,ENR00999,ENC00096
1585,ENH00222,ENR00999,ENC00320
1586,ENH00223,ENR00835,ENC00007
1587,ENH00223,ENR01211,ENC00263
1588,ENH00223,ENR01211,ENC00020
1589,ENH00223,ENR00835,ENC00037
1590,ENH00223,ENR00835,ENC00427
1591,ENH00223,ENR01211,ENC00048
1592,ENH00223,ENR01211,ENC00063
1593,ENH00223,ENR01211,ENC00074
1594,ENH00223,ENR00835,ENC00076
1595,ENH00223,ENR00835,ENC00093
1596,ENH00223,ENR00835,ENC00112
1597,ENH00223,ENR01211,ENC00112
1598,ENH00223,ENR01211,ENC00122
1599,ENH00223,ENR01211,ENC00152
1600,ENH00223,ENR01211,ENC00441
1601,ENH00223,ENR01211,ENC00519
1602,ENH00223,ENR01211,ENC00412
1603,ENH00225,ENR01237,ENC00563
1604,ENH00225,ENR00897,ENC00563
1605,ENH00225,ENR01237,ENC00078
1606,ENH00225,ENR01237,ENC00357
1607,ENH00225,ENR01237,ENC00312
1608,ENH00225,ENR00635,empty0
1609,ENH00226,ENR00115,ENC00011
1610,ENH00226,ENR00117,ENC00011
1611,ENH00226,ENR00116,ENC00011
1612,ENH00226,ENR00650,ENC00011
1613,ENH00226,ENR00114,ENC00011
1614,ENH00226,ENR00823,ENC00011
1615,ENH00226,ENR00727,ENC00011
1616,ENH00226,ENR00728,ENC00011
1617,ENH00226,ENR00917,ENC00011
1618,ENH00226,ENR00114,ENC00020
1619,ENH00226,ENR00823,ENC00311
1620,ENH00226,ENR00917,ENC00311
1621,ENH00226,ENR00823,ENC00513
1622,ENH00226,ENR00728,ENC00513
1623,ENH00226,ENR00917,ENC00513
1624,ENH00226,ENR00727,ENC00198
1625,ENH00226,ENR00727,ENC00200
1626,ENH00226,ENR00727,ENC00201
1627,ENH00226,ENR00114,ENC00048
1628,ENH00226,ENR00114,ENC00063
1629,ENH00226,ENR00114,ENC00578
1630,ENH00226,ENR00114,ENC00074
1631,ENH00226,ENR00727,ENC00465
1632,ENH00226,ENR01271,ENC00122
1633,ENH00226,ENR00114,ENC00122
1634,ENH00226,ENR00114,ENC00144
1635,ENH00227,ENR00698,ENC00007
1636,ENH00227,ENR00698,ENC00020
1637,ENH00227,ENR00698,ENC00086
1638,ENH00227,ENR00698,ENC00250
1639,ENH00227,ENR00699,ENC00250
1640,ENH00227,ENR01349,ENC00604
1641,ENH00227,ENR01349,ENC00278
1642,ENH00227,ENR00702,ENC00249
1643,ENH00228,ENR00959,ENC00460
1644,ENH00228,ENR00959,ENC00207
1645,ENH00228,ENR00959,ENC00259
1646,ENH00228,ENR00959,ENC00157
1647,ENH00228,ENR00959,ENC00260
1648,ENH00228,ENR00959,ENC00261
1649,ENH00228,ENR00959,ENC00067
1650,ENH00228,ENR00959,ENC00074
1651,ENH00228,ENR00959,ENC00041
1652,ENH00228,ENR00959,ENC00093
1653,ENH00228,ENR00959,ENC00062
1654,ENH00229,ENR00613,ENC00563
1655,ENH00229,ENR00635,empty0
1656,ENH00231,ENR00670,ENC00207
1657,ENH00231,ENR01212,ENC00018
1658,ENH00231,ENR00670,ENC00018
1659,ENH00231,ENR00669,ENC00018
1660,ENH00231,ENR00668,ENC00018
1661,ENH00231,ENR01212,ENC00020
1662,ENH00231,ENR00670,ENC00020
1663,ENH00231,ENR01061,ENC00020
1664,ENH00231,ENR00669,ENC00020
1665,ENH00231,ENR01212,ENC00022
1666,ENH00231,ENR00669,ENC00231
1667,ENH00231,ENR00668,ENC00231
1668,ENH00231,ENR00670,ENC00474
1669,ENH00231,ENR00670,ENC00048
1670,ENH00231,ENR01061,ENC00048
1671,ENH00231,ENR00669,ENC00048
1672,ENH00231,ENR00670,ENC00063
1673,ENH00231,ENR01061,ENC00063
1674,ENH00231,ENR00669,ENC00063
1675,ENH00231,ENR00670,ENC00074
1676,ENH00231,ENR01061,ENC00074
1677,ENH00231,ENR00669,ENC00074
1678,ENH00231,ENR01212,ENC00076
1679,ENH00231,ENR00670,ENC00076
1680,ENH00231,ENR00668,ENC00518
1681,ENH00231,ENR00669,ENC00468
1682,ENH00231,ENR00668,ENC00468
1683,ENH00231,ENR00667,ENC00360
1684,ENH00231,ENR01212,ENC00097
1685,ENH00231,ENR00670,ENC00102
1686,ENH00231,ENR00670,ENC00112
1687,ENH00231,ENR01061,ENC00112
1688,ENH00231,ENR00669,ENC00112
1689,ENH00231,ENR00670,ENC00396
1690,ENH00231,ENR00667,ENC00396
1691,ENH00231,ENR01212,ENC00379
1692,ENH00231,ENR00669,ENC00429
1693,ENH00231,ENR00668,ENC00429
1694,ENH00231,ENR01212,ENC00122
1695,ENH00231,ENR00670,ENC00122
1696,ENH00231,ENR00669,ENC00128
1697,ENH00231,ENR00667,ENC00150
1698,ENH00231,ENR01061,ENC00150
1699,ENH00231,ENR00669,ENC00150
1700,ENH00235,ENR00681,ENC00001
1701,ENH00235,ENR00681,ENC00002
1702,ENH00235,ENR00681,ENC00176
1703,ENH00235,ENR00681,ENC00003
1704,ENH00235,ENR00681,ENC00177
1705,ENH00235,ENR00681,ENC00292
1706,ENH00235,ENR00653,ENC00292
