,Endo_id,target_receptor,target_cell
1707,ENH00235,ENR00681,ENC00247
1708,ENH00235,ENR00653,ENC00247
1709,ENH00235,ENR00681,ENC00217
1710,ENH00235,ENR00653,ENC00217
1711,ENH00237,ENR00619,ENC00233
1712,ENH00237,ENR00619,ENC00020
1713,ENH00237,ENR00619,ENC00048
1714,ENH00237,ENR00619,ENC00063
1715,ENH00237,ENR00619,ENC00074
1716,ENH00237,ENR00619,ENC00247
1717,ENH00237,ENR00619,ENC00217
1718,ENH00237,ENR00619,ENC00102
1719,ENH00237,ENR00619,ENC00112
1720,ENH00237,ENR00619,ENC00122
1721,ENH00237,ENR00619,ENC00130
1722,ENH00237,ENR00619,ENC00287
1723,ENH00237,ENR00619,ENC00144
1724,ENH00237,ENR00711,empty0
1725,ENH00243,ENR00720,empty0
1726,ENH00243,ENR00708,empty0
1727,ENH00243,ENR01000,empty0
1728,ENH00244,ENR00632,ENC00037
1729,ENH00244,ENR00631,empty0
1730,ENH00245,ENR01069,ENC00184
1731,ENH00245,ENR01069,ENC00231
1732,ENH00245,ENR01069,ENC00365
1733,ENH00245,ENR01069,ENC00244
1734,ENH00245,ENR01069,ENC00249
1735,ENH00245,ENR01069,ENC00063
1736,ENH00245,ENR01069,ENC00112
1737,ENH00245,ENR01069,ENC00127
1738,ENH00245,ENR01069,ENC00132
1739,ENH00245,ENR01069,ENC00145
1740,ENH00245,ENR01069,ENC00412
1741,ENH00245,ENR01069,ENC00150
1742,ENH00246,ENR01299,ENC00027
1743,ENH00246,ENR01300,ENC00027
1744,ENH00246,ENR01301,ENC00027
1745,ENH00246,ENR01219,ENC00555
1746,ENH00246,ENR01219,ENC00265
1747,ENH00246,ENR00616,empty0
1748,ENH00246,ENR00057,empty0
1749,ENH00246,ENR00926,empty0
1750,ENH00246,ENR01298,empty0
1751,ENH00246,ENR00124,empty0
1752,ENH00246,ENR01272,empty0
1753,ENH00246,ENR00539,empty0
1754,ENH00246,ENR01273,empty0
1755,ENH00246,ENR01274,empty0
1756,ENH00246,ENR01275,empty0
1757,ENH00246,ENR00123,empty0
1758,ENH00246,ENR00126,empty0
1759,ENH00246,ENR00125,empty0
1760,ENH00246,ENR01276,empty0
1761,ENH00246,ENR01277,empty0
1762,ENH00246,ENR01280,empty0
1763,ENH00246,ENR00127,empty0
1764,ENH00246,ENR01278,empty0
1765,ENH00246,ENR01281,empty0
1766,ENH00246,ENR01279,empty0
1767,ENH00247,ENR00811,ENC00316
1768,ENH00247,ENR00809,empty0
1769,ENH00247,ENR00810,empty0
1770,ENH00247,ENR00812,empty0
1771,ENH00248,ENR00717,ENC00005
1772,ENH00248,ENR01086,ENC00538
1773,ENH00248,ENR00717,ENC00018
1774,ENH00248,ENR00717,ENC00364
1775,ENH00248,ENR00717,ENC00427
1776,ENH00248,ENR00717,ENC00244
1777,ENH00248,ENR00717,ENC00450
1778,ENH00248,ENR00717,ENC00249
1779,ENH00248,ENR00717,ENC00273
1780,ENH00248,ENR00717,ENC00424
1781,ENH00248,ENR00717,ENC00216
1782,ENH00248,ENR00717,ENC00247
1783,ENH00248,ENR00717,ENC00217
1784,ENH00248,ENR00717,ENC00319
1785,ENH00248,ENR00717,ENC00459
1786,ENH00248,ENR01086,ENC00504
1787,ENH00248,ENR00717,ENC00452
1788,ENH00249,ENR00633,ENC00361
1789,ENH00251,ENR00634,ENC00037
1790,ENH00251,ENR00634,ENC00115
1791,ENH00252,ENR01101,ENC00233
1792,ENH00252,ENR00614,ENC00233
1793,ENH00252,ENR00614,ENC00364
1794,ENH00252,ENR00614,ENC00427
1795,ENH00252,ENR00614,ENC00450
1796,ENH00252,ENR01101,ENC00247
1797,ENH00252,ENR00614,ENC00093
1798,ENH00252,ENR01102,ENC00379
1799,ENH00252,ENR00614,ENC00287
1800,ENH00253,ENR00614,ENC00233
1801,ENH00253,ENR00614,ENC00364
1802,ENH00253,ENR00614,ENC00427
1803,ENH00253,ENR00614,ENC00450
1804,ENH00253,ENR00614,ENC00093
1805,ENH00253,ENR01102,ENC00379
1806,ENH00253,ENR00614,ENC00287
1807,ENH00256,ENR00689,ENC00251
1808,ENH00256,ENR00689,ENC00288
1809,ENH00256,ENR00677,ENC00074
1810,ENH00256,ENR00677,ENC00306
1811,ENH00256,ENR00687,ENC00247
1812,ENH00256,ENR00689,ENC00013
1813,ENH00256,ENR00689,ENC00287
1814,ENH00256,ENR00689,ENC00144
1815,ENH00256,ENR00914,empty0
1816,ENH00257,ENR00853,ENC00283
1817,ENH00258,ENR00853,ENC00283
1818,ENH00258,ENR01178,ENC00424
1819,ENH00258,ENR00852,ENC00424
1820,ENH00259,ENR01001,empty0
1821,ENH00259,ENR01107,empty0
1822,ENH00260,ENR01086,ENC00538
1823,ENH00260,ENR01086,ENC00504
1824,ENH00261,ENR00277,ENC00284
1825,ENH00261,ENR00277,ENC00233
1826,ENH00261,ENR00277,ENC00251
1827,ENH00261,ENR00277,ENC00427
1828,ENH00261,ENR00277,ENC00535
1829,ENH00261,ENR00277,ENC00309
1830,ENH00261,ENR00277,ENC00276
1831,ENH00261,ENR00277,ENC00247
1832,ENH00261,ENR00277,ENC00397
1833,ENH00261,ENR00277,ENC00534
1834,ENH00261,ENR00277,ENC00130
1835,ENH00261,ENR00277,ENC00287
1836,ENH00261,ENR00277,ENC00293
1837,ENH00263,ENR00706,ENC00247
1838,ENH00265,ENR00707,ENC00247
1839,ENH00265,ENR00859,empty0
1840,ENH00266,ENR00894,ENC00427
1841,ENH00266,ENR00882,ENC00219
1842,ENH00266,ENR00894,ENC00318
1843,ENH00267,ENR00612,ENC00563
1844,ENH00267,ENR00635,empty0
1845,ENH00268,ENR00612,ENC00563
1846,ENH00268,ENR00635,empty0
1847,ENH00269,ENR00668,ENC00018
1848,ENH00269,ENR00668,ENC00231
1849,ENH00269,ENR00668,ENC00518
1850,ENH00269,ENR00668,ENC00468
1851,ENH00269,ENR00668,ENC00429
1852,ENH00269,ENR00845,empty0
1853,ENH00270,ENR01178,ENC00424
1854,ENH00271,ENR01336,empty0
1855,ENH00272,ENR00669,ENC00018
1856,ENH00272,ENR01061,ENC00020
1857,ENH00272,ENR00669,ENC00020
1858,ENH00272,ENR00669,ENC00231
1859,ENH00272,ENR01061,ENC00048
1860,ENH00272,ENR00669,ENC00048
1861,ENH00272,ENR01061,ENC00063
1862,ENH00272,ENR00669,ENC00063
1863,ENH00272,ENR01061,ENC00074
1864,ENH00272,ENR00669,ENC00074
1865,ENH00272,ENR00669,ENC00468
1866,ENH00272,ENR01061,ENC00112
1867,ENH00272,ENR00669,ENC00112
1868,ENH00272,ENR00669,ENC00429
1869,ENH00272,ENR00669,ENC00128
1870,ENH00272,ENR01061,ENC00150
1871,ENH00272,ENR00669,ENC00150
1872,ENH00273,ENR00839,ENC00233
1873,ENH00273,ENR00839,ENC00184
1874,ENH00273,ENR00839,ENC00048
1875,ENH00273,ENR01176,ENC00288
1876,ENH00273,ENR00839,ENC00288
1877,ENH00273,ENR00839,ENC00292
1878,ENH00273,ENR00839,ENC00248
1879,ENH00273,ENR00839,ENC00074
1880,ENH00273,ENR00839,ENC00112
1881,ENH00273,ENR00839,ENC00115
1882,ENH00273,ENR00839,ENC00127
1883,ENH00273,ENR00839,ENC00130
1884,ENH00273,ENR01176,ENC00287
1885,ENH00273,ENR00839,ENC00287
1886,ENH00273,ENR00839,ENC00144
1887,ENH00274,ENR00670,ENC00207
1888,ENH00274,ENR00670,ENC00018
1889,ENH00274,ENR00669,ENC00018
1890,ENH00274,ENR00670,ENC00020
1891,ENH00274,ENR00669,ENC00020
1892,ENH00274,ENR00669,ENC00231
1893,ENH00274,ENR00670,ENC00474
1894,ENH00274,ENR00670,ENC00048
1895,ENH00274,ENR00669,ENC00048
1896,ENH00274,ENR00670,ENC00063
1897,ENH00274,ENR00669,ENC00063
1898,ENH00274,ENR00670,ENC00074
1899,ENH00274,ENR00669,ENC00074
1900,ENH00274,ENR00670,ENC00076
1901,ENH00274,ENR00669,ENC00468
1902,ENH00274,ENR00667,ENC00360
1903,ENH00274,ENR00670,ENC00102
1904,ENH00274,ENR00670,ENC00112
1905,ENH00274,ENR00669,ENC00112
1906,ENH00274,ENR00670,ENC00396
1907,ENH00274,ENR00667,ENC00396
1908,ENH00274,ENR00669,ENC00429
1909,ENH00274,ENR00670,ENC00122
1910,ENH00274,ENR00669,ENC00128
1911,ENH00274,ENR00667,ENC00150
1912,ENH00274,ENR00669,ENC00150
1913,ENH00276,ENR00688,ENC00219
1914,ENH00276,ENR00688,ENC00450
1915,ENH00276,ENR00837,ENC00424
1916,ENH00276,ENR00677,ENC00074
1917,ENH00276,ENR00677,ENC00306
1918,ENH00276,ENR00685,ENC00247
1919,ENH00276,ENR00688,ENC00247
1920,ENH00276,ENR00837,ENC00247
1921,ENH00276,ENR00688,ENC00217
1922,ENH00277,ENR00681,ENC00001
1923,ENH00277,ENR00681,ENC00002
1924,ENH00277,ENR00681,ENC00176
1925,ENH00277,ENR00681,ENC00003
1926,ENH00277,ENR00681,ENC00177
1927,ENH00277,ENR00681,ENC00292
1928,ENH00277,ENR00653,ENC00292
1929,ENH00277,ENR00681,ENC00247
1930,ENH00277,ENR00653,ENC00247
1931,ENH00277,ENR00681,ENC00217
1932,ENH00277,ENR00653,ENC00217
1933,ENH00279,ENR00681,ENC00001
1934,ENH00279,ENR00681,ENC00002
1935,ENH00279,ENR00681,ENC00176
1936,ENH00279,ENR00681,ENC00003
1937,ENH00279,ENR00681,ENC00177
1938,ENH00279,ENR00681,ENC00292
1939,ENH00279,ENR00653,ENC00292
1940,ENH00279,ENR00681,ENC00247
1941,ENH00279,ENR00653,ENC00247
1942,ENH00279,ENR00681,ENC00217
1943,ENH00279,ENR00653,ENC00217
1944,ENH00280,ENR00669,ENC00018
1945,ENH00280,ENR00669,ENC00020
1946,ENH00280,ENR00669,ENC00231
1947,ENH00280,ENR00669,ENC00048
1948,ENH00280,ENR00669,ENC00063
1949,ENH00280,ENR00669,ENC00074
1950,ENH00280,ENR00669,ENC00468
1951,ENH00280,ENR00669,ENC00112
1952,ENH00280,ENR00669,ENC00429
1953,ENH00280,ENR00669,ENC00128
1954,ENH00280,ENR00669,ENC00150
1955,ENH00281,ENR01022,ENC00222
1956,ENH00281,ENR01022,ENC00247
1957,ENH00282,ENR00681,ENC00001
1958,ENH00282,ENR00681,ENC00002
1959,ENH00282,ENR00681,ENC00176
1960,ENH00282,ENR00681,ENC00003
1961,ENH00282,ENR00681,ENC00177
1962,ENH00282,ENR00681,ENC00292
1963,ENH00282,ENR00653,ENC00292
1964,ENH00282,ENR00681,ENC00247
1965,ENH00282,ENR00653,ENC00247
1966,ENH00282,ENR00681,ENC00217
1967,ENH00282,ENR00653,ENC00217
1968,ENH00283,ENR00627,empty0
1969,ENH00283,ENR00656,empty0
1970,ENH00283,ENR00846,empty0
1971,ENH00284,ENR00636,ENC00300
1972,ENH00284,ENR00636,ENC00020
1973,ENH00284,ENR00636,ENC00231
1974,ENH00284,ENR00636,ENC00063
1975,ENH00284,ENR00636,ENC00074
1976,ENH00284,ENR00636,ENC00112
1977,ENH00284,ENR00636,ENC00429
1978,ENH00285,ENR00636,ENC00300
1979,ENH00285,ENR00636,ENC00020
1980,ENH00285,ENR00636,ENC00231
1981,ENH00285,ENR00636,ENC00063
1982,ENH00285,ENR00636,ENC00074
1983,ENH00285,ENR00636,ENC00112
1984,ENH00285,ENR00636,ENC00429
1985,ENH00286,ENR00681,ENC00001
1986,ENH00286,ENR00681,ENC00002
1987,ENH00286,ENR00681,ENC00176
1988,ENH00286,ENR00681,ENC00003
1989,ENH00286,ENR00681,ENC00177
1990,ENH00286,ENR00681,ENC00292
1991,ENH00286,ENR00653,ENC00292
1992,ENH00286,ENR00681,ENC00247
1993,ENH00286,ENR00653,ENC00247
1994,ENH00286,ENR00681,ENC00217
1995,ENH00286,ENR00653,ENC00217
1996,ENH00287,ENR01104,empty0
1997,ENH00288,ENR00840,empty0
1998,ENH00289,ENR00636,ENC00300
1999,ENH00289,ENR00636,ENC00020
2000,ENH00289,ENR00636,ENC00231
2001,ENH00289,ENR00636,ENC00063
2002,ENH00289,ENR00636,ENC00074
2003,ENH00289,ENR00636,ENC00112
2004,ENH00289,ENR00636,ENC00429
2005,ENH00291,ENR00680,empty0
2006,ENH00294,ENR01206,ENC00276
2007,ENH00295,ENR00698,ENC00007
2008,ENH00295,ENR00700,ENC00007
2009,ENH00295,ENR00698,ENC00020
2010,ENH00295,ENR00698,ENC00086
2011,ENH00295,ENR00700,ENC00086
2012,ENH00295,ENR00700,ENC00487
2013,ENH00295,ENR00698,ENC00250
2014,ENH00295,ENR00700,ENC00260
2015,ENH00296,ENR00702,ENC00249
2016,ENH00297,ENR00700,ENC00007
2017,ENH00297,ENR00700,ENC00086
2018,ENH00297,ENR00700,ENC00487
2019,ENH00297,ENR00700,ENC00260
2020,ENH00297,ENR01084,ENC00210
2021,ENH00297,ENR01084,ENC00125
2022,ENH00298,ENR00702,ENC00249
2023,ENH00299,ENR00698,ENC00007
2024,ENH00299,ENR00700,ENC00007
2025,ENH00299,ENR00698,ENC00020
2026,ENH00299,ENR00698,ENC00086
2027,ENH00299,ENR00700,ENC00086
2028,ENH00299,ENR00700,ENC00487
2029,ENH00299,ENR00698,ENC00250
2030,ENH00299,ENR00699,ENC00250
2031,ENH00299,ENR00700,ENC00260
2032,ENH00299,ENR00702,ENC00249
2033,ENH00301,ENR01215,empty0
2034,ENH00304,ENR00702,ENC00249
2035,ENH00304,ENR01348,empty0
2036,ENH00305,ENR00698,ENC00007
2037,ENH00305,ENR00698,ENC00020
2038,ENH00305,ENR00698,ENC00086
2039,ENH00305,ENR00698,ENC00250
2040,ENH00305,ENR01348,empty0
2041,ENH00306,ENR00855,ENC00007
2042,ENH00306,ENR00595,ENC00018
2043,ENH00306,ENR00595,ENC00318
2044,ENH00306,ENR00595,ENC00324
2045,ENH00306,ENR00595,ENC00247
2046,ENH00306,ENR00595,ENC00096
2047,ENH00306,ENR00595,ENC00319
2048,ENH00307,ENR00838,ENC00318
2049,ENH00307,ENR00838,ENC00078
2050,ENH00308,ENR01343,ENC00027
2051,ENH00309,ENR01343,ENC00027
2052,ENH00309,ENR01341,ENC00360
2053,ENH00309,ENR01342,empty0
2054,ENH00310,ENR00710,ENC00597
2055,ENH00310,ENR00710,ENC00244
2056,ENH00310,ENR00710,ENC00306
2057,ENH00310,ENR00710,ENC00112
2058,ENH00310,ENR00710,ENC00125
2059,ENH00310,ENR00710,ENC00130
2060,ENH00310,ENR00710,ENC00144
2061,ENH00314,ENR01190,ENC00284
2062,ENH00314,ENR01190,ENC00020
2063,ENH00314,ENR01190,ENC00181
2064,ENH00314,ENR01190,ENC00487
2065,ENH00314,ENR01190,ENC00231
2066,ENH00314,ENR00930,ENC00365
2067,ENH00314,ENR00930,ENC00244
2068,ENH00314,ENR00930,ENC00450
2069,ENH00314,ENR00930,ENC00201
2070,ENH00314,ENR00930,ENC00249
2071,ENH00314,ENR01190,ENC00050
2072,ENH00314,ENR01190,ENC00222
2073,ENH00314,ENR00930,ENC00424
2074,ENH00314,ENR01190,ENC00074
2075,ENH00314,ENR01190,ENC00216
2076,ENH00314,ENR01190,ENC00247
2077,ENH00314,ENR01190,ENC00360
2078,ENH00314,ENR01190,ENC00217
2079,ENH00314,ENR00930,ENC00217
2080,ENH00314,ENR00930,ENC00112
2081,ENH00314,ENR01190,ENC00287
2082,ENH00314,ENR01190,ENC00246
2083,ENH00314,ENR01200,empty0
2084,ENH00315,ENR01190,ENC00284
2085,ENH00315,ENR01190,ENC00020
2086,ENH00315,ENR01190,ENC00181
2087,ENH00315,ENR01190,ENC00487
2088,ENH00315,ENR01190,ENC00231
2089,ENH00315,ENR00930,ENC00365
2090,ENH00315,ENR00930,ENC00244
2091,ENH00315,ENR00930,ENC00450
2092,ENH00315,ENR00930,ENC00201
2093,ENH00315,ENR00930,ENC00249
2094,ENH00315,ENR01190,ENC00050
2095,ENH00315,ENR01190,ENC00222
2096,ENH00315,ENR00930,ENC00424
2097,ENH00315,ENR01190,ENC00074
2098,ENH00315,ENR01190,ENC00216
2099,ENH00315,ENR01190,ENC00247
2100,ENH00315,ENR01190,ENC00360
2101,ENH00315,ENR01190,ENC00217
2102,ENH00315,ENR00930,ENC00217
2103,ENH00315,ENR00930,ENC00112
2104,ENH00315,ENR01190,ENC00287
2105,ENH00315,ENR01190,ENC00246
2106,ENH00315,ENR01200,empty0
2107,ENH00316,ENR01190,ENC00284
2108,ENH00316,ENR01190,ENC00020
2109,ENH00316,ENR01190,ENC00181
2110,ENH00316,ENR01190,ENC00487
2111,ENH00316,ENR01190,ENC00231
2112,ENH00316,ENR00930,ENC00365
2113,ENH00316,ENR00930,ENC00244
2114,ENH00316,ENR00930,ENC00450
2115,ENH00316,ENR00930,ENC00201
2116,ENH00316,ENR00930,ENC00249
2117,ENH00316,ENR01190,ENC00050
2118,ENH00316,ENR01190,ENC00222
2119,ENH00316,ENR00930,ENC00424
2120,ENH00316,ENR01190,ENC00074
2121,ENH00316,ENR01190,ENC00216
2122,ENH00316,ENR01190,ENC00247
2123,ENH00316,ENR01190,ENC00360
2124,ENH00316,ENR01190,ENC00217
2125,ENH00316,ENR00930,ENC00217
2126,ENH00316,ENR00930,ENC00112
2127,ENH00316,ENR01190,ENC00287
2128,ENH00316,ENR01190,ENC00246
2129,ENH00316,ENR01000,empty0
2130,ENH00317,ENR01190,ENC00284
2131,ENH00317,ENR01190,ENC00020
2132,ENH00317,ENR01190,ENC00181
2133,ENH00317,ENR01190,ENC00487
2134,ENH00317,ENR01190,ENC00231
2135,ENH00317,ENR00930,ENC00365
2136,ENH00317,ENR00930,ENC00244
2137,ENH00317,ENR00930,ENC00450
2138,ENH00317,ENR00930,ENC00201
2139,ENH00317,ENR00930,ENC00249
2140,ENH00317,ENR01190,ENC00050
2141,ENH00317,ENR01190,ENC00222
2142,ENH00317,ENR00930,ENC00424
2143,ENH00317,ENR01190,ENC00074
2144,ENH00317,ENR01190,ENC00216
2145,ENH00317,ENR01190,ENC00247
2146,ENH00317,ENR01190,ENC00360
2147,ENH00317,ENR01190,ENC00217
2148,ENH00317,ENR00930,ENC00217
2149,ENH00317,ENR00930,ENC00112
2150,ENH00317,ENR01190,ENC00287
2151,ENH00317,ENR01190,ENC00246
2152,ENH00317,ENR01200,empty0
2153,ENH00317,ENR01000,empty0
2154,ENH00318,ENR00708,empty0
2155,ENH00318,ENR01000,empty0
2156,ENH00319,ENR00708,empty0
2157,ENH00319,ENR01000,empty0
2158,ENH00320,ENR00705,ENC00037
2159,ENH00320,ENR00632,ENC00037
2160,ENH00320,ENR00633,ENC00361
2161,ENH00321,ENR00621,ENC00244
2162,ENH00321,ENR00621,ENC00283
2163,ENH00321,ENR00621,ENC00222
2164,ENH00321,ENR00621,ENC00216
2165,ENH00321,ENR00621,ENC00247
2166,ENH00321,ENR00621,ENC00088
2167,ENH00322,ENR00853,ENC00283
2168,ENH00324,ENR00852,ENC00424
2169,ENH00325,ENR00862,ENC00427
2170,ENH00325,ENR00600,ENC00287
2171,ENH00325,ENR00862,ENC00287
2172,ENH00325,ENR01103,empty0
2173,ENH00326,ENR00882,ENC00219
2174,ENH00326,ENR01011,ENC00318
2175,ENH00326,ENR00863,empty0
2176,ENH00327,ENR00611,ENC00251
2177,ENH00327,ENR00882,ENC00219
2178,ENH00327,ENR01009,ENC00219
2179,ENH00327,ENR00611,ENC00219
2180,ENH00327,ENR01009,ENC00305
2181,ENH00328,ENR00618,empty0
2182,ENH00329,ENR00688,ENC00219
2183,ENH00329,ENR00688,ENC00450
2184,ENH00329,ENR00682,ENC00292
2185,ENH00329,ENR00688,ENC00247
2186,ENH00329,ENR00682,ENC00247
2187,ENH00329,ENR00688,ENC00217
2188,ENH00331,ENR00682,ENC00292
2189,ENH00331,ENR00682,ENC00247
2190,ENH00332,ENR00724,ENC00003
2191,ENH00332,ENR00724,ENC00037
2192,ENH00332,ENR00848,ENC00037
2193,ENH00332,ENR00848,ENC00112
2194,ENH00333,ENR00914,empty0
2195,ENH00334,ENR00688,ENC00219
2196,ENH00334,ENR00688,ENC00450
2197,ENH00334,ENR00677,ENC00074
2198,ENH00334,ENR00677,ENC00306
2199,ENH00334,ENR00687,ENC00247
2200,ENH00334,ENR00685,ENC00247
2201,ENH00334,ENR00688,ENC00247
2202,ENH00334,ENR00688,ENC00217
2203,ENH00335,ENR00689,ENC00251
2204,ENH00335,ENR00689,ENC00288
2205,ENH00335,ENR00689,ENC00013
2206,ENH00335,ENR00689,ENC00287
2207,ENH00335,ENR00689,ENC00144
2208,ENH00336,ENR00682,ENC00292
2209,ENH00336,ENR00682,ENC00247
2210,ENH00337,ENR00394,empty0
2211,ENH00337,ENR01073,empty0
2212,ENH00338,ENR00730,ENC00174
2213,ENH00338,ENR00731,ENC00020
2214,ENH00338,ENR00776,ENC00037
2215,ENH00338,ENR00729,ENC00037
2216,ENH00338,ENR00731,ENC00037
2217,ENH00338,ENR00731,ENC00302
2218,ENH00338,ENR00776,ENC00063
2219,ENH00338,ENR00730,ENC00063
2220,ENH00338,ENR00731,ENC00063
2221,ENH00338,ENR00731,ENC00221
2222,ENH00338,ENR00776,ENC00074
2223,ENH00338,ENR00729,ENC00074
2224,ENH00338,ENR00731,ENC00074
2225,ENH00338,ENR00729,ENC00247
2226,ENH00338,ENR00730,ENC00247
2227,ENH00338,ENR00731,ENC00247
2228,ENH00338,ENR00776,ENC00414
2229,ENH00338,ENR00730,ENC00093
2230,ENH00338,ENR00731,ENC00093
2231,ENH00338,ENR00730,ENC00096
2232,ENH00338,ENR00731,ENC00096
2233,ENH00338,ENR00729,ENC00112
2234,ENH00338,ENR00730,ENC00112
2235,ENH00338,ENR00776,ENC00122
2236,ENH00338,ENR00730,ENC00127
2237,ENH00338,ENR00731,ENC00127
2238,ENH00338,ENR00776,ENC00130
2239,ENH00338,ENR00731,ENC00144
2240,ENH00338,ENR00730,ENC00246
2241,ENH00338,ENR00731,ENC00246
2242,ENH00341,ENR00118,ENC00005
2243,ENH00341,ENR00118,ENC00233
2244,ENH00341,ENR00118,ENC00018
2245,ENH00341,ENR00118,ENC00020
2246,ENH00341,ENR00118,ENC00022
2247,ENH00341,ENR00118,ENC00184
2248,ENH00341,ENR00118,ENC00048
2249,ENH00341,ENR00118,ENC00055
2250,ENH00341,ENR00118,ENC00063
2251,ENH00341,ENR00118,ENC00221
2252,ENH00341,ENR00118,ENC00424
2253,ENH00341,ENR00118,ENC00074
2254,ENH00341,ENR00118,ENC00216
2255,ENH00341,ENR00118,ENC00423
2256,ENH00341,ENR00118,ENC00247
2257,ENH00341,ENR00118,ENC00097
2258,ENH00341,ENR00118,ENC00112
2259,ENH00341,ENR00118,ENC00164
2260,ENH00341,ENR00118,ENC00122
2261,ENH00341,ENR00118,ENC00127
2262,ENH00341,ENR00118,ENC00128
2263,ENH00341,ENR00118,ENC00152
2264,ENH00341,ENR00118,ENC00130
2265,ENH00341,ENR00118,ENC00287
2266,ENH00341,ENR00118,ENC00140
2267,ENH00341,ENR00118,ENC00150
2268,ENH00346,ENR00733,ENC00074
2269,ENH00346,ENR00733,ENC00247
2270,ENH00346,ENR00733,ENC00102
2271,ENH00346,ENR00733,ENC00112
2272,ENH00346,ENR00733,ENC00013
2273,ENH00347,ENR00682,ENC00292
2274,ENH00347,ENR00682,ENC00247
2275,ENH00348,ENR00837,ENC00424
2276,ENH00348,ENR00677,ENC00074
2277,ENH00348,ENR00677,ENC00306
2278,ENH00348,ENR00685,ENC00247
2279,ENH00348,ENR00837,ENC00247
2280,ENH00349,ENR00837,ENC00424
2281,ENH00349,ENR00685,ENC00247
2282,ENH00349,ENR00837,ENC00247
2283,ENH00350,ENR00675,ENC00233
2284,ENH00350,ENR00675,ENC00228
2285,ENH00350,ENR00675,ENC00418
2286,ENH00350,ENR00675,ENC00287
2287,ENH00350,ENR00914,empty0
2288,ENH00354,ENR01006,ENC00234
2289,ENH00356,ENR01216,ENC00074
2290,ENH00356,ENR01216,ENC00247
2291,ENH00356,ENR01216,ENC00217
2292,ENH00357,ENR00643,ENC00037
2293,ENH00357,ENR00643,ENC00424
2294,ENH00357,ENR00643,ENC00303
2295,ENH00357,ENR00643,ENC00013
2296,ENH00357,ENR00643,ENC00429
2297,ENH00357,ENR00284,empty0
2298,ENH00359,ENR01003,ENC00005
2299,ENH00360,ENR01003,ENC00005
2300,ENH00361,ENR01004,ENC00309
2301,ENH00361,ENR01004,ENC00249
2302,ENH00361,ENR01004,ENC00273
2303,ENH00361,ENR01004,ENC00216
2304,ENH00361,ENR01004,ENC00112
2305,ENH00362,ENR00681,ENC00001
2306,ENH00362,ENR00681,ENC00002
2307,ENH00362,ENR00681,ENC00176
2308,ENH00362,ENR00681,ENC00003
2309,ENH00362,ENR00681,ENC00177
2310,ENH00362,ENR00681,ENC00292
2311,ENH00362,ENR00681,ENC00247
2312,ENH00362,ENR00681,ENC00217
2313,ENH00363,ENR00681,ENC00001
2314,ENH00363,ENR00681,ENC00002
2315,ENH00363,ENR00681,ENC00176
2316,ENH00363,ENR00681,ENC00003
2317,ENH00363,ENR00681,ENC00177
2318,ENH00363,ENR00681,ENC00292
2319,ENH00363,ENR00653,ENC00292
2320,ENH00363,ENR00681,ENC00247
2321,ENH00363,ENR00653,ENC00247
2322,ENH00363,ENR00681,ENC00217
2323,ENH00363,ENR00653,ENC00217
2324,ENH00364,ENR00836,ENC00361
2325,ENH00364,ENR00836,ENC00292
2326,ENH00364,ENR00836,ENC00247
2327,ENH00364,ENR00836,ENC00053
2328,ENH00366,ENR01026,ENC00007
2329,ENH00366,ENR01025,ENC00007
2330,ENH00366,ENR01025,ENC00011
2331,ENH00366,ENR01025,ENC00283
2332,ENH00366,ENR01025,ENC00048
2333,ENH00366,ENR01025,ENC00249
2334,ENH00366,ENR01026,ENC00122
2335,ENH00366,ENR01025,ENC00125
2336,ENH00367,ENR01026,ENC00007
2337,ENH00367,ENR01025,ENC00007
2338,ENH00367,ENR01025,ENC00011
2339,ENH00367,ENR01025,ENC00283
2340,ENH00367,ENR01025,ENC00048
2341,ENH00367,ENR01025,ENC00249
2342,ENH00367,ENR01026,ENC00122
2343,ENH00367,ENR01025,ENC00125
2344,ENH00368,ENR01025,ENC00007
2345,ENH00368,ENR01025,ENC00011
2346,ENH00368,ENR00885,ENC00037
2347,ENH00368,ENR00884,ENC00250
2348,ENH00368,ENR00884,ENC00231
2349,ENH00368,ENR00884,ENC00283
2350,ENH00368,ENR01025,ENC00283
2351,ENH00368,ENR01025,ENC00048
2352,ENH00368,ENR01025,ENC00249
2353,ENH00368,ENR00884,ENC00171
2354,ENH00368,ENR00884,ENC00102
2355,ENH00368,ENR00885,ENC00062
2356,ENH00368,ENR01025,ENC00125
2357,ENH00369,ENR01025,ENC00007
2358,ENH00369,ENR01025,ENC00011
2359,ENH00369,ENR01025,ENC00283
2360,ENH00369,ENR01025,ENC00048
2361,ENH00369,ENR01025,ENC00249
2362,ENH00369,ENR01025,ENC00125
2363,ENH00371,ENR01027,ENC00011
2364,ENH00371,ENR01027,ENC00250
2365,ENH00371,ENR01027,ENC00044
2366,ENH00373,ENR01026,ENC00007
2367,ENH00373,ENR01025,ENC00007
2368,ENH00373,ENR01025,ENC00011
2369,ENH00373,ENR01025,ENC00283
2370,ENH00373,ENR01025,ENC00048
2371,ENH00373,ENR01025,ENC00249
2372,ENH00373,ENR01026,ENC00122
2373,ENH00373,ENR01025,ENC00125
2374,ENH00374,ENR00884,ENC00250
2375,ENH00374,ENR00884,ENC00231
2376,ENH00374,ENR00884,ENC00283
2377,ENH00374,ENR00884,ENC00171
